country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,1.927,0,1.02
Albania,7,58.378,1.39,1.07
Algeria,6,5.633,0.16,0.83
Andorra,4,0,0,1.5
Angola,6,1.613,0.061,1.13
Antigua and Barbuda,1,0,0,0
Argentina,0,200.373,1.969,1.07
Armenia,1,63.107,1.687,1.14
Australia,3,1.608,0.235,0.58
Austria,7,51.408,0.222,1.36
Azerbaijan,6,15.287,0.296,0.94
Bahamas,1,0,0,1.06
Bahrain,0,423.723,0.588,1.03
Bangladesh,6,8.962,0.188,0.86
Barbados,4,3.48,0,0.73
Belarus,4,20.954,0.635,1.13
Belgium,7,84.3,0.173,1.35
Belize,7,55.329,0,1.15
Benin,4,2.062,0,0.94
Bhutan,6,1.296,0,0.77
Bolivia,7,69.305,4.026,0.85
Bosnia and Herzegovina,7,99.67,1.829,1.16
Botswana,6,0,0,0.78
Brazil,7,69.477,1.952,0.94
Brunei,4,0,0,0
Bulgaria,4,3.886,0.432,1.06
Burkina Faso,4,9.233,0,0.99
Burundi,1,0.084,0,0.72
Cambodia,4,0,0,0.22
Cameroon,6,5.952,0,0.98
Canada,4,12.612,0,1.27
Cape Verde,0,183.457,0,1.07
Central African Republic,6,0,0,0.6
Chad,6,0.061,0,1.03
Chile,7,108.913,2.825,0.99
China,4,0.02,0,0.9
Colombia,7,144.548,3.734,0.92
Comoros,1,0,0,0.65
Congo,6,0,0,0.56
Costa Rica,6,0,0,1.08
Cote d'Ivoire,4,3.677,0.038,0.92
Croatia,4,40.192,1.462,0.84
Cuba,5,2.737,0,1.06
Cyprus,3,3.425,0,1.16
Czechia,7,73.49,0.28,1.55
Democratic Republic of Congo,4,0.056,0.022,1.06
Denmark,5,58.354,0.173,1.32
Djibouti,4,1.012,0,1.05
Dominica,1,0,0,0
Dominican Republic,7,52.36,1.383,0.98
Ecuador,7,121.464,2.211,1.22
Egypt,6,1.495,0.205,0.94
El Salvador,6,11.871,0.463,1.04
Equatorial Guinea,1,0,0,0.46
Eritrea,6,0,0,0.25
Estonia,5,15.831,0,1.25
Eswatini,6,21.549,0,0.83
Ethiopia,6,3.592,0.148,0.65
Fiji,5,0,0,0
Finland,5,4.151,0,1.31
France,4,1.256,0.015,1.29
Gabon,6,0,0,1.04
Gambia,6,12,0.414,0.73
Georgia,6,38.103,0,2.33
Germany,5,10.981,0.024,1.11
Ghana,4,0,0,0.99
Greece,4,19.572,0.288,1.14
Grenada,1,0,0,0
Guatemala,6,14.01,0.447,0.98
Guinea,6,1.904,0,1.08
Guinea-Bissau,1,0,0,0.51
Guyana,7,52.126,2.543,1.16
Haiti,1,1.315,0,0.93
Honduras,7,65.929,1.413,1.03
Hong Kong,6,0,0,0
Hungary,7,50.102,0.414,1.54
Iceland,5,8.791,0,1.45
India,7,66.718,0.823,1.05
Indonesia,6,13.293,0.267,1.12
International,1,0,0,0
Iran,6,24.871,1.524,1.05
Iraq,7,87.787,1.815,0.99
Ireland,7,51.642,0.203,1.31
Israel,0,366.817,1.964,1.32
Italy,4,24.081,0.116,1.05
Jamaica,7,49.98,0.675,1.21
Japan,4,3.479,0.055,0.87
Jordan,6,24.698,0.196,1.7
Kazakhstan,6,22.368,0.053,0.73
Kenya,6,3.496,0.056,0.86
Kosovo,6,36.735,3.622,0.84
Kuwait,7,129.491,0.468,0.98
Kyrgyzstan,6,8.124,0,0.9
Laos,4,0,0,0
Latvia,5,5.302,0,1.29
Lebanon,7,93.913,0.293,1.16
Lesotho,6,0,0,0.97
Liberia,6,0.593,0,0.95
Libya,7,63.016,1.164,1.15
Liechtenstein,1,0,0,0.45
Lithuania,5,14.326,0.367,1.25
Luxembourg,5,0,0,1.28
Madagascar,6,0.722,0.036,0.79
Malawi,4,0.627,0,0.81
Malaysia,5,1.452,0,1.67
Maldives,0,223.849,1.85,0.92
Mali,4,0.395,0,1.09
Malta,7,176.655,0,1.28
Marshall Islands,1,0,0,0
Mauritania,1,0.43,0,0.92
Mauritius,1,0,0,0.3
Mexico,6,34.188,1.683,0.98
Moldova,7,65.444,1.487,1.06
Monaco,1,50.963,0,1.14
Mongolia,6,0,0,0.3
Montenegro,0,289.78,3.184,1.34
Morocco,7,60.985,0.677,1.14
Mozambique,6,7.327,0,1.11
Myanmar,6,4.025,0.147,1.74
Namibia,7,45.259,1.181,0.89
