country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,0.848,0.026,0
Albania,3,7.992,0,1.21
Algeria,6,0.867,0.046,1.63
Andorra,4,310.619,0,0.99
Angola,7,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,3,0,0.044,1.73
Armenia,1,5.4,0,1.39
Australia,6,12.549,0,1.95
Austria,6,33.865,0.222,1.81
Azerbaijan,6,0.592,0.099,0
Bahamas,1,0,0,0
Bahrain,5,15.868,0.588,1.31
Bangladesh,3,0,0.006,0
Barbados,2,0,0,0
Belarus,5,0.529,0,0
Belgium,0,57.638,4.832,2.07
Belize,2,2.515,0,0
Benin,7,0,0,0
Bhutan,2,0,0,0
Bolivia,3,0.257,0,0
Bosnia and Herzegovina,3,3.048,0,1.17
Botswana,2,0,0,0
Brazil,6,1.444,0.061,2.18
Brunei,2,11.429,0,0.25
Bulgaria,6,3.454,0,1.16
Burkina Faso,3,1.531,0,0.96
Burundi,7,0,0,0
Cambodia,2,0.299,0,0
Cameroon,2,0.339,0.038,0
Canada,6,12.214,0.106,2.32
Cape Verde,2,1.799,0,0
Central African Republic,1,0,0,0
Chad,7,0,0,0
Chile,6,11.509,0.052,2.14
China,6,0.049,0.003,0.87
Colombia,3,1.808,0.02,1.82
Comoros,1,0,0,0
Congo,7,0,0,0
Costa Rica,6,4.711,0,1.08
Cote d'Ivoire,6,0.265,0,0
Croatia,3,14.615,0,1.85
Cuba,6,0.795,0,0
Cyprus,3,9.133,0,1.12
Czechia,3,24.279,0.28,1.86
Democratic Republic of Congo,6,0.033,0,0
Denmark,0,24.861,0.345,1.36
Djibouti,3,8.097,0,0
Dominica,0,69.453,0,0
Dominican Republic,3,7.375,0.369,2.1
Ecuador,3,5.158,0.057,2.25
Egypt,3,0.528,0.01,1.48
El Salvador,3,0.617,0,0
Equatorial Guinea,1,0,0,0
Eritrea,2,0.846,0,0
Estonia,0,26.384,0.754,1.45
Eswatini,2,0,0,0
Ethiopia,6,0,0,0
Fiji,6,1.116,0,0
Finland,6,15.882,0.361,1.44
France,0,45.623,3.539,1.92
Gabon,6,0,0,0
Gambia,2,0,0,0
Georgia,3,1.253,0,0
Germany,0,51.764,0.585,1.89
Ghana,2,1.287,0.064,0
Greece,3,7.483,0.192,1.26
Grenada,1,0,0,0
Guatemala,3,0.167,0,0
Guinea,7,0,0,0
Guinea-Bissau,1,1.016,0,0
Guyana,2,0,0,0
Haiti,3,0.088,0,0
Honduras,3,0.606,0,0
Hungary,6,4.037,0.104,1.65
Iceland,0,260.806,0,1.45
India,3,0.088,0.001,2.03
Indonesia,2,0.38,0.011,1.78
International,1,0,0,0
Iran,6,26.264,1.703,1.78
Iraq,3,0.746,0.05,1.67
Ireland,0,47.592,0.405,2.03
Israel,0,129.05,0.116,1.93
Italy,4,86.17,11.296,1.31
Jamaica,6,1.689,0,0
Japan,2,0.767,0.024,1.74
Jordan,3,1.764,0,1.08
Kazakhstan,5,0.479,0,0
Kenya,6,0.056,0,0
Kosovo,3,1.035,0,0
Kuwait,6,0.937,0,0.95
Kyrgyzstan,3,0.307,0,0
Laos,7,0.137,0,0
Latvia,6,12.724,0,1.11
Lebanon,3,2.198,0.293,1.1
Lesotho,6,0,0,0
Liberia,6,0,0,0
Libya,3,0,0,0
Liechtenstein,1,0,0,0
Lithuania,6,23.877,0.735,1.36
Luxembourg,4,373.816,0,1.81
Madagascar,3,0.072,0,0
Malawi,2,0,0,0
Malaysia,6,5.314,0.124,1.53
Maldives,1,0,0,0
Mali,6,0.099,0,0
Malta,1,43.031,0,0.76
Marshall Islands,1,0,0,0
Mauritania,6,0,0,0
Mauritius,6,4.718,0,0
Mexico,2,0.543,0.008,1.86
Moldova,3,5.949,0,1.6
Monaco,0,203.853,0,0
Mongolia,6,0,0,0
Montenegro,1,7.961,0,0
Morocco,3,1.49,0.027,1.82
Mozambique,2,0.064,0,0
Myanmar,2,0,0,0
Namibia,2,0,0,0
Nepal,5,0.034,0,0
Netherlands,0,50.073,4.669,1.89
New Zealand,3,10.369,0,2.1
Nicaragua,7,0,0,0
Niger,2,0.165,0.041,0
Nigeria,2,0.034,0,0
North Macedonia,1,13.92,0.48,1.28
Norway,0,40.766,0.369,1.44
Oman,6,2.937,0,0
Pakistan,3,0.625,0.005,1.8
Palestine,3,0,0,0
Panama,6,22.713,0.464,1.99
Papua New Guinea,6,0,0,0
Paraguay,3,1.402,0.14,0
Peru,3,1.941,0.061,1.89
Philippines,3,0.767,0.027,2.09
Poland,2,3.963,0.106,2.01
Portugal,0,62.079,0.981,2.34
