country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,7,1.439,0.026,1.41
Albania,7,8.34,0.347,1.1
Algeria,7,2.463,0.274,1.21
Andorra,0,0,0,0.69
Angola,7,0,0,0
Antigua and Barbuda,6,0,10.212,0
Argentina,7,2.832,0.089,1.27
Armenia,6,16.199,0.337,1.18
Australia,2,0.863,0,0.43
Austria,3,15.545,1.888,0.49
Azerbaijan,7,2.959,0.197,0.83
Bahamas,6,10.172,0,0
Bahrain,3,17.043,0,1.34
Bangladesh,7,2.071,0.061,2.31
Barbados,7,6.96,0,0
Belarus,6,50.374,0.423,1.79
Belgium,1,106.647,35.98,1.05
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,7,3.769,0.086,1.4
Bosnia and Herzegovina,7,17.374,0.61,1.17
Botswana,7,0.85,0,0
Brazil,7,9.903,0.884,1.59
Brunei,0,0,0,0.18
Bulgaria,7,7.628,0.288,1.24
Burkina Faso,7,0.191,0,0.95
Burundi,6,0,0,0
Cambodia,7,0,0,0.09
Cameroon,7,5.575,0.188,1.27
Canada,4,68.888,6.65,1.28
Cape Verde,7,0,0,0
Central African Republic,7,0,0,0
Chad,7,0.244,0,0
Chile,3,27.934,0.575,1.36
China,0,0.033,0,1.03
Colombia,7,2.516,0.255,1.29
Comoros,6,0,0,0
Congo,7,0,0,0.79
Costa Rica,7,3.141,0,0.82
Cote d'Ivoire,7,0.607,0,1.25
Croatia,7,12.179,0.487,0.73
Cuba,3,4.238,0.265,1.19
Cyprus,3,22.834,0,0.78
Czechia,3,20.263,0.28,0.77
Democratic Republic of Congo,7,0.145,0.011,1.12
Denmark,3,34.184,2.072,1.01
Djibouti,4,157.894,0,1.62
Dominica,7,0,0,0
Dominican Republic,7,12.998,0.645,1.33
Ecuador,7,20.801,0.85,1.22
Egypt,7,1.642,0.127,1.34
El Salvador,7,0.771,0,1.16
Equatorial Guinea,6,0,0,0
Eritrea,7,0,0,0
Estonia,3,25.631,0.754,0.82
Eswatini,7,0.862,0.862,0
Ethiopia,3,0.061,0,0
Fiji,3,1.116,0,0
Finland,0,23.824,0.541,1.08
France,1,191.349,11.536,1.25
Gabon,7,0,0,0
Gambia,7,0,0,0
Georgia,7,10.528,0,1.36
Germany,7,35.15,2.96,0.78
Ghana,2,0.161,0,1.42
Greece,3,1.439,0.288,0.85
Grenada,6,0,0,0
Guatemala,7,0.893,0,1.26
Guinea,7,2.589,0,1.14
Guinea-Bissau,6,0,0,0
Guyana,7,0,0,0
Haiti,7,0,0,0
Honduras,7,0.707,0.404,1.27
Hungary,7,7.557,0.828,1.15
Iceland,3,35.165,0,0.41
India,7,0.803,0.031,1.6
Indonesia,7,1.389,0.099,1.3
International,6,0,0,0
Iran,0,19.121,1.095,0.82
Iraq,2,0.472,0.025,0.79
Ireland,1,146.624,8.506,1.24
Israel,3,34.198,0.809,0.8
Italy,1,62.618,8.683,0.86
Jamaica,7,6.079,0,0.96
Japan,0,4.451,0.142,1.18
Jordan,7,0.098,0,0.66
Kazakhstan,3,5.699,0.053,1.44
Kenya,2,0.167,0.019,1
Kosovo,7,18.626,0.517,1.19
Kuwait,7,27.865,0,1.34
Kyrgyzstan,7,2.606,0,1.12
Laos,7,0,0,0
Latvia,3,4.771,0,0.9
Lebanon,7,0.733,0,0.97
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,0.146,0,0
Liechtenstein,6,0,0,0
Lithuania,2,13.591,0.735,0.94
Luxembourg,1,113.423,0,0.69
Madagascar,7,0.036,0,0.55
Malawi,0,0,0,0
Malaysia,3,3.399,0.031,0.82
Maldives,2,5.55,0,0
Mali,7,1.136,0,1.09
Malta,2,29.442,0,0.7
Marshall Islands,6,0,0,0
Mauritania,7,0,0,0
Mauritius,7,0,0,0.39
Mexico,7,3.49,0.287,1.57
Moldova,7,26.029,1.983,1.25
Monaco,7,0,0,0
Mongolia,7,0.305,0,0
Montenegro,6,23.883,0,0.62
Morocco,7,7.017,0.081,1.41
Mozambique,0,0.064,0,0
Myanmar,3,0.202,0,0
Namibia,7,0,0,0
Nepal,5,0,0,0
Netherlands,4,62.271,10.622,0.98
New Zealand,2,3.111,0,0.5
Nicaragua,0,0,0,0
Niger,0,0,0,0.9
Nigeria,7,0.17,0.005,1.58
North Macedonia,6,51.359,0.48,1.15
Norway,3,28.776,0.369,0.74
Oman,7,21.345,0,1.3
Pakistan,7,0.48,0.032,1.46
Palestine,7,0.588,0,0.8
Panama,4,41.022,1.854,1.2
Papua New Guinea,7,0.559,0,0
Paraguay,3,1.823,0,1.08
Peru,7,30.814,0.607,1.69
Philippines,7,1.889,0.119,1.06
Poland,7,8.878,0.74,1.11
Portugal,4,73.553,2.942,0.93
Qatar,4,136.061,0,1.81
Romania,3,25.523,1.04,1.14
Russia,3,23.627,0.233,1.93
Rwanda,2,0.154,0,0.63
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,1,1591.137,58.931,1.11
Sao Tome and Principe,6,0,0,0
Saudi Arabia,3,14.879,0.115,1.67
Senegal,7,1.254,0,1.33
Serbia,4,65.397,0.588,1.3
Seychelles,7,0,0,0
Sierra Leone,7,0.251,0,0
Singapore,4,124.437,0,2.2
Slovakia,3,20.88,0.366,1.1
Slovenia,3,9.62,0,0.72
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,3,1.669,0.236,1.44
South Korea,2,0.429,0.078,0.48
South Sudan,7,0,0,0
Spain,4,156.219,12.983,1.01
Sri Lanka,3,0,0,1.22
Sudan,7,0,0,0
Suriname,7,0,0,0
Sweden,4,61.688,8.119,1.26
Switzerland,4,45.756,4.853,0.71
Syria,7,0,0,0
Taiwan,5,0,0,0.46
Tajikistan,6,0,0,0
Tanzania,0,0.1,0,0
Thailand,2,0.415,0.043,0.77
Timor,7,7.585,0,0
Togo,2,0,0.242,0
Trinidad and Tobago,7,0,0,0.11
Tunisia,3,3.554,0.169,0.86
Turkey,4,56.925,1.482,1.18
Uganda,7,0,0,0
Ukraine,7,9.078,0.183,1.56
