country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0,0,0
Albania,2,0,0,0
Algeria,2,0,0,0
Andorra,6,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,6,0,0,0
Argentina,2,0,0,0
Armenia,6,0,0,0
Australia,0,0.118,0,0
Austria,4,1.332,0,0
Azerbaijan,0,0.296,0,0
Bahamas,6,0,0,0
Bahrain,0,1.763,0,0
Bangladesh,0,0,0,0
Barbados,0,0,0,0
Belarus,6,0,0,0
Belgium,0,2.33,0,0
Belize,2,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,5,0,0,0
Bosnia and Herzegovina,2,0.61,0,0
Botswana,0,0,0,0
Brazil,2,0,0,0
Brunei,0,0,0,0
Bulgaria,0,0,0,0
Burkina Faso,6,0,0,0
Burundi,2,0,0,0
Cambodia,6,0,0,0
Cameroon,6,0,0,0
Canada,6,0.106,0,0
Cape Verde,0,0,0,0
Central African Republic,6,0,0,0
Chad,6,0,0,0
Chile,6,0.157,0,0
China,5,0.105,0.022,0.26
Colombia,2,0,0,0
Comoros,6,0,0,0
Congo,2,0,0,0
Costa Rica,2,0,0,0
Cote d'Ivoire,6,0,0,0
Croatia,0,0,0,0
Cuba,0,0,0,0
Cyprus,2,0,0,0
Czechia,0,0.374,0,0
Democratic Republic of Congo,6,0,0,0
Denmark,4,0,0,0
Djibouti,6,0,0,0
Dominica,6,0,0,0
Dominican Republic,2,0,0,0
Ecuador,2,0.17,0,0
Egypt,6,0.01,0,0
El Salvador,0,0,0,0
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,4,0.754,0,0
Eswatini,0,0,0,0
Ethiopia,6,0,0,0
Fiji,0,0,0,0
Finland,4,1.083,0,0
France,5,1.409,0.031,2.58
Gabon,0,0,0,0
Gambia,2,0,0,0
Georgia,5,0.251,0,0
Germany,0,2.626,0,3.07
Ghana,6,0,0,0
Greece,0,2.111,0,0
Grenada,6,0,0,0
Guatemala,2,0,0,0
Guinea,2,0,0,0
Guinea-Bissau,6,0,0,0
Guyana,0,0,0,0
Haiti,2,0,0,0
Honduras,2,0,0,0
Hungary,2,0,0,0
Iceland,0,23.443,0,0
India,0,0.001,0,0
Indonesia,5,0,0,0
International,6,0,0,0
Iran,5,7.036,0.179,2.36
Iraq,5,0,0,0
Ireland,2,0,0,0
Israel,4,0.693,0,0
Italy,5,12.719,0.678,2.59
Jamaica,0,0,0,0
Japan,5,0.253,0,1.57
Jordan,2,0,0,0
Kazakhstan,2,0,0,0
Kenya,0,0,0,0
Kosovo,6,0,0,0
Kuwait,0,0.468,0,0
Kyrgyzstan,0,0,0,0
Laos,6,0,0,0
Latvia,2,0,0,0
Lebanon,0,0.44,0,0
Lesotho,2,0,0,0
Liberia,2,0,0,0
Libya,2,0,0,0
Liechtenstein,6,0,0,0
Lithuania,2,0,0,0
Luxembourg,2,0,0,0
Madagascar,6,0,0,0
Malawi,2,0,0,0
Malaysia,0,0,0,0
Maldives,6,0,0,0
Mali,6,0,0,0
Malta,3,0,0,0
Marshall Islands,6,0,0,0
Mauritania,2,0,0,0
Mauritius,6,0,0,0
Mexico,4,0,0,0
Moldova,2,0,0,0
Monaco,0,0,0,0
Mongolia,5,0,0,0
Montenegro,6,0,0,0
Morocco,2,0.027,0,0
Mozambique,2,0,0,0
Myanmar,6,0,0,0
Namibia,6,0,0,0
Nepal,0,0,0,0
Netherlands,1,2.568,0,0
New Zealand,0,0,0,0
Nicaragua,2,0,0,0
Niger,6,0,0,0
Nigeria,2,0,0,0
North Macedonia,6,0,0,0
Norway,2,5.718,0,0
Oman,0,0.196,0,0
Pakistan,0,0.005,0,0
Palestine,5,0.784,0,0
Panama,2,0,0,0
Papua New Guinea,0,0,0,0
Paraguay,2,0,0,0
Peru,2,0,0,0
Philippines,0,0,0,0
Poland,2,0,0,0
Portugal,2,0.294,0,0
Qatar,0,0,0,0
Romania,0,0.104,0,0
Russia,0,0.007,0,0
Rwanda,0,0,0,0
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,5,147.327,0,0
Sao Tome and Principe,6,0,0,0
Saudi Arabia,2,0.115,0,0
Senegal,6,0,0,0
Serbia,0,0,0,0
Seychelles,0,0,0,0
Sierra Leone,6,0,0,0
Singapore,0,1.197,0,0.73
Slovakia,2,0,0,0
Slovenia,2,0.962,0,0
Solomon Islands,2,0,0,0
Somalia,6,0,0,0
South Africa,4,0.017,0,0
South Korea,5,9.109,0,1.1
South Sudan,2,0,0,0
Spain,2,0.791,0.021,2.55
Sri Lanka,2,0,0,0
Sudan,2,0,0,0
Suriname,6,0,0,0
Sweden,1,2.475,0,0
Switzerland,0,2.773,0.116,0
Syria,6,0,0,0
Taiwan,4,0.084,0,0
Tajikistan,0,0,0,0
Tanzania,6,0,0,0
Thailand,7,0.057,0,0
Timor,2,0,0,0
Togo,6,0,0,0
Trinidad and Tobago,0,0,0,0
Tunisia,0,0,0,0
Turkey,0,0,0,0
Uganda,0,0,0,0
Ukraine,2,0,0,0
United Arab Emirates,7,0.202,0,0
United Kingdom,2,0.722,0,1.97
United States,0,0.233,0.003,3.72
Uruguay,6,0,0,0
Uzbekistan,0,0,0,0
Vanuatu,6,0,0,0
Vatican,6,0,0,0
Venezuela,2,0,0,0
Vietnam,5,0,0,0
Yemen,6,0,0,0
Zambia,0,0,0,0
Zimbabwe,2,0,0,0
