country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,5,13.923,0.308,1.28
Albania,5,4.17,0,1.08
Algeria,5,4.333,0.16,1.04
Andorra,5,0,0,0.47
Angola,5,0.061,0,0
Antigua and Barbuda,0,0,0,0
Argentina,5,15.886,0.376,1.41
Armenia,2,108.665,1.35,1.4
Australia,7,0.157,0,0.79
Austria,1,3.553,0.222,0.83
Azerbaijan,5,10.454,0.197,1.2
Bahamas,0,0,0,0
Bahrain,2,141.045,0,1.21
Bangladesh,5,10.286,0.146,1.35
Barbados,5,0,0,0
Belarus,2,98.631,0.529,1.03
Belgium,1,23.814,2.243,0.73
Belize,5,0,0,0
Benin,5,0,0,0.97
Bhutan,5,0,0,0
Bolivia,5,33.582,1.285,1.38
Bosnia and Herzegovina,5,6.706,0.305,1.16
Botswana,5,0.425,0,0
Brazil,2,97.869,4.709,1.33
Brunei,5,0,0,0.01
Bulgaria,1,5.901,0.72,0.9
Burkina Faso,5,0.096,0,0.94
Burundi,0,0,0,0
Cambodia,5,0,0,0.04
Cameroon,5,4.219,0.113,1.21
Canada,5,31.927,2.464,0.87
Cape Verde,5,10.792,0,1.08
Central African Republic,5,8.903,0,0.96
Chad,5,1.4,0,0.88
Chile,6,223.685,2.145,1.42
China,5,0.013,0,1.01
Colombia,5,15.742,0.59,1.29
Comoros,0,50.598,0,0
Congo,5,0,0,0.82
Costa Rica,5,1.57,0,1.27
Cote d'Ivoire,5,1.516,0,1.18
Croatia,3,1.462,0.487,0.39
Cuba,3,0.706,0.088,0.77
Cyprus,4,4.567,0,0.83
Czechia,1,5.509,0.56,1.01
Democratic Republic of Congo,5,1.228,0.022,1.13
Denmark,3,8.287,0,0.82
Djibouti,6,225.708,0,1.73
Dominica,5,0,0,0
Dominican Republic,5,30.605,0.737,1.08
Ecuador,5,29.587,6.632,0.94
Egypt,5,7.651,0.107,1.35
El Salvador,5,13.105,0,1.18
Equatorial Guinea,0,40.628,0.713,0.58
Eritrea,5,0,0,0
Estonia,3,5.277,0,0.96
Eswatini,5,4.31,0,1.04
Ethiopia,3,0.296,0,2.04
Fiji,5,0,0,0
Finland,1,7.941,0,0.75
France,1,6.174,1.134,1.04
Gabon,2,72.336,0,1.13
Gambia,5,0.414,0,0
Georgia,5,0.501,0,0.67
Germany,5,8.224,0.298,0.76
Ghana,5,6.984,0,1.26
Greece,3,2.015,0.096,0.88
Grenada,0,0,0,0
Guatemala,5,12.894,0.167,1.37
Guinea,5,0,0.076,1.11
Guinea-Bissau,0,2.541,0,0.81
Guyana,5,0,0,0.56
Haiti,5,6.841,0,1.42
Honduras,5,27.563,1.111,1.31
Hungary,1,3.83,0.311,0.83
Iceland,4,0,0,0.62
India,5,4.759,0.103,1.31
Indonesia,5,2.318,0.175,1.2
International,0,0,0,0
Iran,5,27.514,0.607,1.16
Iraq,5,2.163,0.174,1.54
Ireland,1,23.29,1.823,0.56
Israel,3,2.195,0,0.68
Italy,1,10.784,2.15,0.68
Jamaica,5,3.377,0,0.89
Japan,1,0.182,0.079,0.53
Jordan,5,1.568,0,0.99
Kazakhstan,5,36.481,0,1.3
Kenya,5,0.967,0,1.43
Kosovo,5,0.517,0,1.02
Kuwait,6,223.624,2.107,1.11
Kyrgyzstan,5,5.671,0,1.21
Laos,5,0,0,0
Latvia,3,2.651,0,0.86
Lebanon,5,9.084,0,1.22
Lesotho,5,0.467,0,0
Liberia,5,1.779,0.198,0.99
Libya,3,0.146,0,0
Liechtenstein,0,0,0,0
Lithuania,3,4.041,0,0.9
Luxembourg,1,1.598,0,0.72
Madagascar,5,1.553,0,1.62
Malawi,5,0.523,0,0
Malaysia,3,2.41,0.031,1.14
Maldives,2,107.3,0,1.1
Mali,5,1.086,0.099,1.07
Malta,3,2.265,0,0.93
Marshall Islands,0,0,0,0
Mauritania,5,5.807,0.215,1.37
Mauritius,5,0,0,0.06
Mexico,5,22.958,3.715,1.26
Moldova,5,35.449,0.992,1.09
Monaco,5,0,0,0
Mongolia,5,0.305,0,0.43
Montenegro,0,0,0,0
Morocco,5,3.278,0.027,0.8
Mozambique,5,0.064,0,1.11
Myanmar,3,0,0,0.73
Namibia,3,0.394,0,0
Nepal,5,2.025,0,1.78
Netherlands,5,10.972,0.759,0.81
New Zealand,7,0,0,0.33
Nicaragua,0,0,0,0.24
Niger,0,0.537,0,0.75
Nigeria,5,1.189,0.049,1.19
North Macedonia,0,11.04,0.48,1.2
Norway,3,4.243,0,0.75
Oman,2,83.029,0.587,1.28
Pakistan,5,7.891,0.154,1.24
Palestine,5,0,0,0.88
Panama,5,34.996,0.927,1.19
Papua New Guinea,5,0,0,0
Paraguay,5,0.28,0,0.99
Peru,2,88.833,2.912,1.22
Philippines,5,1.487,0.1,1.14
Poland,1,12.577,0.264,1.06
Portugal,1,28.244,1.177,0.98
Qatar,6,635.183,0.694,1.21
Romania,5,6.602,0.52,0.84
Russia,2,60.945,1.028,0.95
Rwanda,3,0.077,0,1.16
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,88.396,0,0.65
Sao Tome and Principe,0,0,0,0.41
Saudi Arabia,2,75.889,0.373,1.13
Senegal,5,5.793,0,1.02
Serbia,1,15.431,0,0.79
Seychelles,5,0,0,0
Sierra Leone,5,2.633,0.376,0.99
Singapore,2,104.951,0,0.89
Slovakia,4,0.183,0,0.69
Slovenia,4,0,0,0.55
Solomon Islands,5,0,0,0
Somalia,5,0,0,0.85
South Africa,5,16.659,0.472,1.33
South Korea,4,0.449,0.039,1.14
South Sudan,5,7.326,0.179,0.86
Spain,1,38.221,14.715,0.81
Sri Lanka,5,0.607,0,1.21
Sudan,5,5.473,0.365,1.24
Suriname,5,0,0,0
Sweden,2,52.677,5.545,1.11
Switzerland,1,1.502,0.578,0.59
Syria,5,0.057,0.057,0
Taiwan,4,0.042,0,0.2
Tajikistan,5,21.074,0,1.32
Tanzania,0,0,0,0.05
Thailand,7,0,0,0.78
Timor,5,0,0,0
Togo,5,1.087,0,1.02
Trinidad and Tobago,5,0,0,0.01
Tunisia,4,0.169,0,0.65
Turkey,5,11.288,0.32,0.72
Uganda,5,0.328,0,1.24
Ukraine,5,10.107,0.206,0.97
United Arab Emirates,2,100.501,0.404,1.1
United Kingdom,1,30.065,4.287,0.74
United States,1,70.425,3.761,0.95
Uruguay,3,1.152,0,0.98
Uzbekistan,5,1.912,0,1.16
Vanuatu,5,0,0,0
Vatican,0,0,0,0
Venezuela,5,2.18,0,1.79
Vietnam,5,0,0,0.32
Yemen,5,0.402,0,1.06
Zambia,5,2.937,0,0.9
Zimbabwe,3,0,0,0
