country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.19,16.67
Albania,4,0,1.13,54.63
Algeria,5,0,0.9,75.93
Andorra,4,0,1.43,53.7
Angola,5,0,1.12,71.3
Antigua and Barbuda,6,0,0.27,0
Argentina,8,0.497,1.05,87.96
Armenia,6,0,1.4,0
Australia,1,0.001,0.94,68.06
Austria,7,0.053,1.26,40.74
Azerbaijan,1,0,1.43,66.2
Bahamas,6,0,1.17,0
Bahrain,1,0.041,0.91,63.89
Bangladesh,2,0.12,0.98,80.09
Barbados,7,0,0.9,35.19
Belarus,3,0.025,1.26,16.67
Belgium,0,0.083,1.57,47.22
Belize,1,0,1.16,69.44
Benin,0,0,0.93,47.22
Bhutan,2,0,0.79,77.78
Bolivia,8,0.248,0.77,84.26
Bosnia and Herzegovina,7,0,1.16,40.74
Botswana,1,0,0.75,63.89
Brazil,1,0,0.96,63.43
Brunei,7,0,0,35.19
Bulgaria,7,0.088,1.49,35.19
Burkina Faso,7,0,0.99,36.11
Burundi,3,0,0.75,14.81
Cambodia,7,0,0.55,37.04
Cameroon,0,0,0.92,47.22
Canada,4,0.026,1.22,60.65
Cape Verde,1,0.183,1.07,67.13
Central African Republic,4,0,0.56,56.48
Chad,5,0,1.02,73.15
Chile,2,0.05,0.97,81.94
China,4,0,1.14,54.17
Colombia,5,0,1.04,71.3
Comoros,6,0,0.65,0
Congo,4,0,0.58,56.48
Costa Rica,4,0,1.02,58.33
Cote d'Ivoire,7,0.04,0.93,36.11
Croatia,3,0.067,1.56,28.7
Cuba,5,0.005,0.7,73.15
Cyprus,4,0.007,1.53,53.7
Czechia,0,0.194,1.55,48.15
Democratic Republic of Congo,0,0.112,1.08,43.52
Denmark,0,0.009,1.12,50.93
Djibouti,0,0,1,47.22
Dominica,7,0,0,28.7
Dominican Republic,1,0.16,1,67.59
Ecuador,0,0,0.98,51.39
Egypt,1,0,1,62.96
El Salvador,4,0.039,1.09,52.78
Equatorial Guinea,6,0,0.53,0
Eritrea,2,0,0.41,82.41
Estonia,3,0.017,1.03,25.93
Eswatini,4,0,0.85,59.26
Ethiopia,1,0.116,1.09,65.74
Fiji,0,0,0,49.07
Finland,7,0.013,1.3,32.41
France,0,0.091,1.3,49.54
Gabon,5,0,1.07,74.07
Gambia,5,0,0.69,75.93
Georgia,4,0,1.3,56.48
Germany,0,0,1.41,49.54
Ghana,0,0.028,1.06,44.44
Greece,0,0.035,1.17,50.46
Grenada,6,0,0,0
Guatemala,0,0.17,0.99,49.54
Guinea,0,0,1.09,51.85
Guinea-Bissau,6,0,0.43,0
Guyana,2,0,1.02,80.56
Haiti,0,0,0.89,47.22
Honduras,8,0,1.03,84.26
Hong Kong,0,0,0,51.85
Hungary,7,0.104,1.12,40.74
Iceland,7,0.034,1.4,40.74
India,5,0.065,0.92,73.61
Indonesia,5,0.157,1.02,72.69
International,6,0,0,0
Iran,1,0.141,1.15,69.44
Iraq,1,0.181,0.89,61.11
Ireland,1,0.038,1.33,61.57
Israel,8,0.099,0.72,85.19
Italy,4,0.028,1.61,55.56
Jamaica,5,0.179,0.95,71.3
Japan,7,0.027,1.07,33.33
Jordan,2,0,1.41,78.7
