country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.2,16.67
Albania,1,0,1.31,54.63
Algeria,3,0,1.2,75.93
Andorra,1,0,1.34,53.7
Angola,3,0,1.12,71.3
Antigua and Barbuda,6,0,0.28,0
Argentina,0,0.512,1.03,82.87
Armenia,6,0,1.51,0
Australia,3,0.001,0.9,68.06
Austria,4,0.066,1.31,44.91
Azerbaijan,5,0,1.83,66.2
Bahamas,6,0,1.22,0
Bahrain,5,0.04,0.9,63.89
Bangladesh,0,0.114,1.04,80.09
Barbados,8,0,0.93,29.63
Belarus,2,0.026,1.26,16.67
Belgium,4,0.129,1.56,45.37
Belize,3,0,1.15,69.44
Benin,7,0,0.94,47.22
Bhutan,0,0,0.81,77.78
Bolivia,0,0.197,0.78,84.26
Bosnia and Herzegovina,4,0,1.17,40.74
Botswana,5,0,0.76,63.89
Brazil,5,0,0.97,63.43
Brunei,8,0,0,35.19
Bulgaria,8,0.132,1.54,35.19
Burkina Faso,8,0,0.99,33.33
Burundi,2,0,0.77,14.81
Cambodia,8,0,0.61,37.04
Cameroon,4,0,0.92,39.81
Canada,5,0.034,1.16,60.65
Cape Verde,3,0.203,1.06,68.52
Central African Republic,1,0,0.56,56.48
Chad,3,0,1.01,73.15
Chile,0,0.05,0.96,81.94
China,5,0,1.07,61.57
Colombia,3,0,1.03,71.3
Comoros,6,0,0.64,0
Congo,7,0,0.59,50.93
Costa Rica,1,0,1.01,58.33
Cote d'Ivoire,8,0.037,0.92,36.11
Croatia,8,0.102,1.74,28.7
Cuba,5,0.003,1.07,64.81
Cyprus,7,0.017,1.76,50
Czechia,7,0.267,1.53,48.15
Democratic Republic of Congo,7,0,1.09,48.15
Denmark,4,0.012,1.15,41.67
Djibouti,7,0,1.51,47.22
Dominica,8,0,0,31.48
Dominican Republic,5,0.13,0.96,67.59
Ecuador,7,0,1.02,51.39
Egypt,5,0,1.06,62.96
El Salvador,7,0.061,1.11,52.78
Equatorial Guinea,6,0,0.51,0
Eritrea,0,0,0.43,82.41
Estonia,8,0.013,1.04,25.93
Eswatini,1,0,0.88,59.26
Ethiopia,5,0.109,0.93,65.74
Fiji,7,0,0,49.07
Finland,8,0.015,1.19,36.57
France,4,0.105,1.31,43.98
Gabon,3,0,1.08,74.07
Gambia,3,0,0.68,68.52
Georgia,5,0,1.49,61.11
Germany,1,0,1.48,58.8
Ghana,4,0.025,1.09,44.44
Greece,1,0.026,1.25,59.72
Grenada,6,0,0,0
Guatemala,7,0.123,1,49.54
Guinea,4,0,1.09,39.35
Guinea-Bissau,6,0,0.41,0
Guyana,3,0,0.99,72.22
Haiti,7,0,0.91,47.22
Honduras,0,0,1.03,84.26
Hong Kong,7,0,0,51.85
Hungary,4,0.111,1.18,40.74
Iceland,8,0.037,1.11,37.04
India,5,0.06,0.9,64.35
Indonesia,7,0.12,0.99,50.46
International,6,0,0,0
Iran,1,0.153,1.13,58.8
Iraq,5,0.172,0.97,61.11
Ireland,5,0.064,1.3,61.57
Israel,0,0.06,0.54,85.19
Italy,7,0.049,1.72,50
Jamaica,5,0.208,0.9,67.59
Japan,4,0.031,1.09,38.89
Jordan,0,0,1.36,78.7
Kazakhstan,3,0.013,1.23,74.07
Kenya,5,0.091,1.41,64.81
Kosovo,7,0,1.34,52.78
