country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,0,8.33
Albania,8,0,0,65.74
Algeria,8,0,0,68.52
Andorra,7,0,0,59.26
Angola,7,0,0,57.41
Antigua and Barbuda,1,0,0,0
Argentina,0,0.371,0,79.17
Armenia,1,0,0,0
Australia,3,0,0,47.22
Austria,0,0.161,0,82.41
Azerbaijan,8,0,0,69.91
Bahamas,1,0,0,0
Bahrain,7,0.015,0,58.33
Bangladesh,0,0.142,0,80.09
Barbados,6,0,0,40.74
Belarus,2,0,0,22.22
Belgium,8,0.085,0,63.89
Belize,8,0,0,72.22
Benin,6,0,0,40.74
Bhutan,8,0,0,64.81
Bolivia,0,0.092,0,84.26
Bosnia and Herzegovina,3,0,0,48.15
Botswana,3,0,0,50.93
Brazil,3,0,0,54.17
Brunei,5,0,0,35.19
Bulgaria,7,0.395,0,57.41
Burkina Faso,2,0,0,22.22
Burundi,2,0,0,14.81
Cambodia,6,0,0,42.59
Cameroon,4,0,0,31.48
Canada,8,0.075,0,64.35
Cape Verde,8,0.168,0,71.3
Central African Republic,2,0,0,20.37
Chad,8,0,0,70.37
Chile,0,0.041,0,76.39
China,0,0,0,81.94
Colombia,7,0,0,60.19
Comoros,1,0,0,0
Congo,6,0,0,43.52
Costa Rica,7,0,0,55.56
Cote d'Ivoire,2,0.02,0,25
Croatia,6,0.341,0,44.44
Cuba,7,0.005,0,59.26
Cyprus,8,0.045,0,72.22
Czechia,8,0.208,0,69.44
Democratic Republic of Congo,2,0.186,0,22.22
Denmark,6,0.017,0,45.37
Djibouti,5,0,0,37.96
Dominica,4,0,0,25.93
Dominican Republic,1,0.138,0,0
Ecuador,3,0,0,52.78
Egypt,7,0,0,60.19
El Salvador,3,0.064,0,47.22
Equatorial Guinea,1,0,0,0
Eritrea,0,0,0,75
Estonia,5,0.066,0,37.96
Eswatini,5,0,0,38.89
Ethiopia,3,0.101,0,51.85
Fiji,3,0.004,0,49.07
Finland,6,0.024,0,42.13
France,0,0.063,0,75
Gabon,8,0,0,66.67
Gambia,5,0,0,36.11
Georgia,0,0,0,84.26
Germany,8,0,0,64.81
Ghana,5,0.045,0,38.89
Greece,0,0.099,0,78.7
Grenada,1,0,0,0
Guatemala,3,0.135,0,49.54
Guinea,7,0,0,56.48
Guinea-Bissau,1,0,0,0
Guyana,8,0,0,68.52
Haiti,6,0,0,41.67
Honduras,0,0,0,87.04
Hungary,8,0.242,0,72.22
Iceland,3,0.02,0,52.78
India,8,0.039,0,68.98
Indonesia,8,0.144,0,64.35
International,1,0,0,0
Iran,8,0.324,0,70.83
Iraq,3,0.081,0,51.85
Ireland,0,0.024,0,81.48
Israel,8,0.019,0,65.74
Italy,0,0.128,0,79.63
Jamaica,1,0.088,0,0
Japan,6,0.065,0,40.74
Jordan,0,0.19,0,78.7
Kazakhstan,8,0.027,0,69.91
Kenya,7,0.103,0,62.96
Kosovo,0,0,0,74.07
Kuwait,7,0.063,0,62.96
Kyrgyzstan,7,0,0,56.02
Laos,4,0,0,33.33
Latvia,3,0.083,0,53.7
Lebanon,0,0,0,87.04
Lesotho,3,0,0,47.22
Liberia,7,0,0,57.41
Libya,0,0,0,79.63
Liechtenstein,1,0,0,0
Lithuania,7,0.166,0,62.96
Luxembourg,7,0.051,0,60.19
Madagascar,5,0.038,0,37.04
Malawi,3,0.009,0,50.93
Malaysia,0,0.076,0,80.09
Maldives,1,0.039,0,0
Mali,5,0,0,37.96
Malta,1,0.04,0,0
Marshall Islands,1,0,0,0
Mauritania,2,0.079,0,17.59
Mauritius,2,0,0,16.67
Mexico,8,0,0,71.76
Moldova,3,0,0,51.85
Monaco,1,0,0,0
Mongolia,0,0,0,85.19
Montenegro,1,0,0,0
Morocco,8,0.2,0,66.2
Mozambique,7,0.066,0,56.48
Myanmar,0,0,0,79.63
Namibia,5,0.061,0,37.96
Nepal,7,0.178,0,60.19
Netherlands,7,0,0,56.48
New Zealand,2,0.001,0,22.22
Nicaragua,1,0,0,8.33
Niger,2,0,0,24.07
Nigeria,3,0.042,0,50.93
North Macedonia,1,0.378,0,0
Norway,3,0.028,0,52.78
Oman,5,0,0,37.04
Pakistan,8,0.072,0,64.35
Palestine,7,0.242,0,62.5
Panama,7,0.143,0,58.33
Papua New Guinea,5,0,0,37.96
Paraguay,8,0.234,0,63.89
Peru,8,0,0,67.59
Philippines,8,0.048,0,68.98
Poland,8,0.465,0,71.3
Portugal,0,0.127,0,78.7
Qatar,8,0.05,0,64.81
Romania,0,0.261,0,76.85
Russia,3,0.05,0,55.09
Rwanda,3,0.014,0,52.78
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,6,0,0,40.74
Sao Tome and Principe,1,0,0,0
Saudi Arabia,3,0.006,0,50
Senegal,5,0.028,0,37.96
Serbia,7,0.348,0,60.19
Seychelles,4,0,0,31.48
Sierra Leone,6,0,0,40.74
Singapore,3,0,0,47.22
Slovakia,7,0.163,0,58.33
Slovenia,8,0.25,0,68.52
Solomon Islands,6,0,0,43.52
Somalia,5,0,0,37.96
South Africa,6,0.134,0,44.44
South Korea,3,0.024,0,48.15
South Sudan,3,0.015,0,50.93
Spain,8,0.076,0,71.3
Sri Lanka,3,0.041,0,49.54
Sudan,4,0,0,28.7
Suriname,7,0,0,60.19
Sweden,3,0.124,0,53.7
Switzerland,7,0.172,0,57.41
Syria,3,0,0,54.17
Taiwan,2,0.014,0,23.15
Tajikistan,4,0,0,33.33
Tanzania,2,0,0,13.89
Thailand,3,0.003,0,50
Timor,4,0,0,27.78
Togo,3,0.019,0,52.78
Trinidad and Tobago,8,0.437,0,65.74
Tunisia,8,0,0,68.52
Turkey,8,0.119,0,66.2
Uganda,3,0.155,0,53.7
Ukraine,1,0.328,0,0
United Arab Emirates,3,0.01,0,49.07
United Kingdom,8,0.056,0,63.89
United States,0,0.117,0,75.46
Uruguay,6,0.032,0,43.52
Uzbekistan,5,0,0,39.81
Vanuatu,4,0,0,30.56
Vatican,1,0,0,0
Venezuela,0,0,0,87.96
Vietnam,6,0,0,46.76
Yemen,2,0,0,24.07
Zambia,6,0.006,0,45.37
Zimbabwe,8,0.078,0,69.44
