country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.24,8.33
Albania,6,0,1.27,65.74
Algeria,6,0,1.28,68.52
Andorra,2,0,1.05,62.96
Angola,2,0,1.05,58.8
Antigua and Barbuda,3,0,0.32,0
Argentina,0,0.43,0.91,79.17
Armenia,3,0,0.91,0
Australia,4,0,1.12,52.31
Austria,0,0.222,0.99,82.41
Azerbaijan,2,0,1.45,64.35
Bahamas,3,0,0.75,0
Bahrain,4,0.016,0.88,58.33
Bangladesh,0,0.133,1.16,80.09
Barbados,7,0,1.07,40.74
Belarus,8,0.047,1.16,22.22
Belgium,2,0.141,0.65,63.89
Belize,6,0,1.14,66.67
Benin,7,0,0.95,40.74
Bhutan,6,0,0.95,66.67
Bolivia,0,0.117,0.91,84.26
Bosnia and Herzegovina,4,0,1.16,55.56
Botswana,5,0,0.74,50.93
Brazil,4,0,1.13,54.17
Brunei,1,0,0,35.19
Bulgaria,5,0.395,1.14,48.15
Burkina Faso,8,0,1.01,22.22
Burundi,8,0,0.83,14.81
Cambodia,7,0,0.87,42.59
Cameroon,7,0,0.94,45.37
Canada,2,0.065,1.14,64.35
Cape Verde,6,0.133,1.05,71.3
Central African Republic,8,0,0.69,24.07
Chad,6,0,0.94,70.37
Chile,0,0.041,0.99,81.94
China,2,0,1.32,63.43
Colombia,6,0,0.99,65.74
Comoros,3,0,0.63,0
Congo,7,0,0.53,44.44
Costa Rica,4,0,1.08,55.56
Cote d'Ivoire,8,0.037,0.98,25
Croatia,1,0.314,1.18,34.26
Cuba,2,0.004,0.92,59.26
Cyprus,6,0.036,1.17,72.22
Czechia,6,0.232,0.75,69.44
Democratic Republic of Congo,8,0.154,1.12,22.22
Denmark,7,0.016,1.11,43.52
Djibouti,7,0,0.71,43.52
Dominica,1,0,0,34.26
Dominican Republic,2,0.155,1.19,64.81
Ecuador,4,0,0.99,52.78
Egypt,2,0,1.23,60.19
El Salvador,4,0.063,1.13,52.78
Equatorial Guinea,3,0,0.54,0
Eritrea,0,0,0.42,75
Estonia,1,0.047,1.36,37.96
