country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,1.41,78.7
Albania,4,0,0.86,84.26
Algeria,4,0,1.01,86.57
Andorra,8,0,0.78,56.48
Angola,5,0,0,90.74
Antigua and Barbuda,1,0,0,0
Argentina,2,0.082,1.32,100
Armenia,1,0,1.07,0
Australia,7,0.013,0.55,73.15
Austria,0,0.056,0.64,81.48
Azerbaijan,5,0,1.25,88.89
Bahamas,1,0,0,0
Bahrain,3,0.013,1.36,75
Bangladesh,6,0.063,2.62,90.74
Barbados,5,0,0,88.89
Belarus,1,0.087,2.17,18.52
Belgium,0,0.209,1.22,81.48
Belize,3,0,0,75
Benin,7,0,0,70.83
Bhutan,4,0,0,83.33
Bolivia,4,0.128,1.35,84.26
Bosnia and Herzegovina,6,0,1.17,92.59
Botswana,4,0,0,86.11
Brazil,3,0,1.68,74.54
Brunei,8,0,0.15,52.78
Bulgaria,7,0,1.1,71.3
Burkina Faso,4,0,0.96,84.26
Burundi,1,0,0,13.89
Cambodia,7,0,0.12,68.52
Cameroon,7,0,1.28,68.52
Canada,7,0.1,1.4,72.69
Cape Verde,0,0,0,79.63
Central African Republic,7,0,0,68.52
Chad,8,0,0,33.33
Chile,7,0.099,1.45,73.15
China,8,0,0.98,56.94
Colombia,5,0,1.43,87.96
Comoros,1,0,0,0
Congo,2,0,0,97.22
Costa Rica,3,0,0.9,77.78
Cote d'Ivoire,0,0,1.28,80.56
Croatia,2,0.078,1.01,96.3
Cuba,7,0.037,1.44,70.37
Cyprus,6,0.029,0.98,92.59
Czechia,3,0.034,0.85,74.07
Democratic Republic of Congo,0,0,1.12,80.56
Denmark,7,0.07,1.11,72.22
Djibouti,6,0,1.53,94.44
Dominica,0,0,0,79.63
Dominican Republic,6,0.288,1.47,92.59
Ecuador,6,0,1.71,93.52
Egypt,4,0,1.42,84.26
El Salvador,5,0,1.16,88.89
Equatorial Guinea,1,0,0,0
Eritrea,6,0,0,93.52
Estonia,3,0.028,0.92,77.78
Eswatini,5,0,0,89.81
Ethiopia,0,0.015,0,80.56
Fiji,5,0.049,0,88.89
Finland,7,0.064,1.19,67.59
France,5,0,1.42,87.96
Gabon,3,0,0,76.85
Gambia,3,0,0,78.7
Georgia,2,0,1.04,100
Germany,3,0,0.92,76.85
Ghana,4,0.009,1.42,86.11
Greece,4,0.031,0.92,84.26
Grenada,1,0,0,0
Guatemala,6,0.162,0,93.52
Guinea,0,0,1.14,78.7
Guinea-Bissau,1,0,0,0
Guyana,5,0,0,87.04
Haiti,5,0,0,90.74
Honduras,2,0,1.26,100
Hungary,3,0.047,1.61,76.85
Iceland,8,0.028,0.58,53.7
India,2,0.055,1.79,100
Indonesia,7,0.129,1.48,71.76
International,1,0,0,0
Iran,8,0,0.83,59.26
Iraq,2,0,0.92,96.3
Ireland,6,0.132,1.57,90.74
Israel,6,0.059,0.93,94.44
Italy,5,0.097,0.91,87.96
Jamaica,3,0.035,0,78.7
Japan,8,0.137,1.62,45.37
Jordan,2,0,0.67,100
Kazakhstan,6,0.019,1.45,92.13
Kenya,5,0.019,0.82,88.89
Kosovo,6,0,1.24,92.59
Kuwait,6,0,1.63,93.52
Kyrgyzstan,6,0,1.24,92.13
Laos,2,0,0,96.3
Latvia,7,0.014,0.93,69.44
Lebanon,4,0,1,85.19
Lesotho,5,0,0,90.74
Liberia,4,0,0,84.26
Libya,5,0.055,0,88.89
Liechtenstein,1,0,0,0
Lithuania,4,0.018,0.97,87.04
Luxembourg,0,0.103,0.8,79.63
Madagascar,2,0,0,95.37
Malawi,8,0.031,0,56.48
Malaysia,7,0.036,0.97,73.15
Maldives,1,0,0,0
Mali,7,0,0,72.22
Malta,1,0.024,1.11,0
Marshall Islands,1,0,0,0
Mauritania,3,0.003,0,77.78
Mauritius,0,0,0.55,82.41
Mexico,0,0.183,1.64,82.41
Moldova,4,0,1.44,87.04
Monaco,4,0,0,85.19
Mongolia,7,0,0,65.74
Montenegro,1,0,0.56,0
Morocco,6,0.197,1.38,93.52
Mozambique,8,0.046,0,56.48
Myanmar,0,0.016,0,79.63
Namibia,7,0.026,0,66.67
Nepal,2,0.001,0,96.3
Netherlands,0,0,1.13,79.63
New Zealand,2,0.018,0.76,96.3
Nicaragua,1,0,0,15.74
Niger,7,0,1,61.11
Nigeria,0,0,1.33,82.87
North Macedonia,1,0.11,1.25,0
Norway,0,0.068,0.76,79.63
Oman,6,0,1.31,92.59
Pakistan,2,0.088,1.45,96.3
Palestine,2,0,0.35,96.3
Panama,6,0.266,1.39,90.74
Papua New Guinea,0,0,0,82.41
Paraguay,6,0.026,0.91,94.44
Peru,6,0,1.84,94.44
Philippines,2,0.094,1.13,100
Poland,4,0,1.25,83.33
Portugal,5,0.081,1.15,87.96
Qatar,4,0.085,1.23,86.11
Romania,4,0.096,1.3,87.04
Russia,4,0.014,2.08,85.19
Rwanda,5,0,0.54,90.74
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,4,0,1.15,87.04
Sao Tome and Principe,1,0,0,0
Saudi Arabia,6,0.033,1.67,91.67
Senegal,3,0.06,1.03,77.78
Serbia,2,0.192,1.51,100
Seychelles,6,0,0,93.52
Sierra Leone,3,0,0,75.93
Singapore,0,0,2.03,79.63
Slovakia,4,0.022,1.14,87.04
Slovenia,5,0.032,0.81,89.81
Solomon Islands,8,0,0,52.78
Somalia,8,0,0,52.78
South Africa,5,0.022,1.13,87.96
South Korea,0,0.006,0.42,82.41
South Sudan,7,0,0,73.15
Spain,4,0,1.13,85.19
Sri Lanka,2,0.013,1.05,100
Sudan,3,0,0,76.85
Suriname,0,0,0,82.41
Sweden,7,0,1.31,64.81
Switzerland,7,0.137,0.85,73.15
Syria,5,0,0,87.04
Taiwan,8,0.003,0.52,31.48
Tajikistan,1,0,0,22.22
Tanzania,8,0,0,47.22
Thailand,3,0.019,0.89,76.85
Timor,3,0,0,75
Togo,7,0.034,0,73.15
Trinidad and Tobago,0,0,0.13,79.63
Tunisia,5,0.037,0.93,90.74
Turkey,3,0.158,1.59,75.93
Uganda,6,0.002,0,93.52
Ukraine,5,0,1.78,88.89
United Arab Emirates,5,0.006,1.67,89.81
United Kingdom,0,0.3,1.01,79.63
United States,7,0,1.21,72.69
Uruguay,7,0.04,0.98,72.22
Uzbekistan,6,0,1.58,90.74
Vanuatu,7,0,0,72.22
Vatican,1,0,0,0
Venezuela,0,0,0.78,82.41
Vietnam,2,0,0.42,96.3
Yemen,8,0,0,40.74
Zambia,8,0.002,0,50.93
Zimbabwe,5,0,0,87.96
