country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.04,21.3
Albania,7,0,0.98,54.63
Algeria,4,0,0.81,75.93
Andorra,8,0,1.49,45.37
Angola,4,0,1.13,75
Antigua and Barbuda,0,0,0,0
Argentina,4,0.477,1.05,87.96
Armenia,0,0,1.23,0
Australia,4,0.001,0.54,75.46
Austria,2,0.048,1.18,37.04
Azerbaijan,6,0,0.95,70.37
Bahamas,0,0,1.22,0
Bahrain,6,0.058,0.99,63.89
Bangladesh,4,0.123,0.91,80.09
Barbados,2,0,0.65,38.89
Belarus,3,0.022,1.17,16.67
Belgium,7,0.035,1.4,52.78
Belize,6,0,1.15,72.22
Benin,8,0,0.94,47.22
Bhutan,4,0,0.79,83.8
Bolivia,4,0.298,0.82,84.26
Bosnia and Herzegovina,2,0,1.16,40.74
Botswana,7,0,0.76,58.33
Brazil,6,0,0.95,69.91
Brunei,5,0,0,35.19
Bulgaria,5,0.033,1.14,35.19
Burkina Faso,5,0,0.99,36.11
Burundi,3,0,0.73,14.81
Cambodia,2,0,0.25,37.04
Cameroon,7,0,0.97,55.56
Canada,6,0.015,1.3,60.65
Cape Verde,6,0.155,1.07,68.98
Central African Republic,7,0,0.56,56.48
Chad,4,0,1.01,76.85
Chile,4,0.055,0.98,81.94
China,4,0,0.94,81.94
Colombia,6,0,0.95,71.3
Comoros,0,0,0.65,0
Congo,6,0,0.56,62.04
Costa Rica,6,0,1.05,62.96
Cote d'Ivoire,2,0.03,0.92,37.96
Croatia,1,0.038,0.88,28.7
Cuba,4,0.008,0.98,86.11
Cyprus,7,0.004,1.49,53.7
Czechia,2,0.101,1.35,38.89
Democratic Republic of Congo,8,0.073,1.06,46.3
Denmark,7,0.009,1.28,50.93
Djibouti,7,0,1.03,50.93
Dominica,1,0,0,28.7
Dominican Republic,4,0.168,0.94,78.7
Ecuador,7,0,1.09,51.39
Egypt,6,0,0.9,62.96
El Salvador,6,0.035,1.06,61.11
Equatorial Guinea,0,0,0.46,0
Eritrea,4,0,0.27,86.11
Estonia,1,0.012,1.29,25.93
Eswatini,6,0,0.84,64.81
Ethiopia,4,0.07,0.91,77.78
Fiji,7,0,0,51.85
Finland,5,0.004,1.35,32.41
France,8,0.054,1.29,48.61
Gabon,6,0,1.04,66.67
Gambia,4,0,0.67,75.93
Georgia,6,0,1.56,60.19
Germany,8,0.012,1.13,49.54
Ghana,8,0.033,1.01,44.44
Greece,7,0.025,1.14,54.63
Grenada,0,0,0,0
Guatemala,6,0.249,1,67.59
Guinea,6,0,1.08,65.28
Guinea-Bissau,0,0,0.48,0
Guyana,4,0,1.14,75
Haiti,3,0,0.92,21.3
Honduras,4,0,1.03,84.26
Hong Kong,6,0,0,62.96
Hungary,2,0.073,1.32,40.74
Iceland,2,0.012,2.18,37.96
India,4,0.087,1,81.02
Indonesia,6,0.15,1.11,68.98
International,0,0,0,0
Iran,7,0.108,1.21,54.63
Iraq,6,0.186,0.99,64.81
Ireland,6,0.023,1.28,63.43
Israel,4,0.094,1.22,81.48
Italy,8,0.017,1.09,47.22
Jamaica,4,0.245,1.16,78.7
Japan,2,0.029,0.89,38.89
Jordan,6,0,1.69,66.67
Kazakhstan,4,0.018,0.84,78.7
Kenya,6,0.046,0.99,71.3
Kosovo,7,0,0.89,58.33
Kuwait,6,0.148,0.86,65.74
Kyrgyzstan,6,0,1.07,69.91
Laos,2,0,0,36.11
Latvia,2,0.003,1.46,41.67
Lebanon,6,0,1.17,61.11
Lesotho,6,0,0.96,65.74
Liberia,6,0,0.96,60.19
Libya,4,0,1.12,86.11
Liechtenstein,0,0,0.78,0
Lithuania,5,0.014,1.35,34.26
Luxembourg,8,0.014,1.31,44.44
Madagascar,7,0.092,0.79,58.33
Malawi,7,0.02,0.83,54.63
Malaysia,7,0.004,1.49,55.56
Maldives,0,0.058,0.9,0
Mali,8,0,1.1,43.52
