country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.26,84.26
Albania,2,0,1.19,83.33
Algeria,2,0,1.03,76.85
Andorra,1,0,0.48,50
Angola,2,0,0,81.48
Antigua and Barbuda,3,0,0,0
Argentina,2,0.132,1.39,90.74
Armenia,0,0,1.37,0
Australia,1,0,0.83,67.13
Austria,1,0.007,0.78,59.26
Azerbaijan,2,0,1.25,77.78
Bahamas,3,0,0.07,0
Bahrain,2,0.049,1.2,75
Bangladesh,2,0.166,1.29,93.52
Barbados,2,0,0,81.48
Belarus,0,0.067,1.01,16.67
Belgium,2,0.021,0.73,75
Belize,2,0,0,85.19
Benin,1,0,0.97,57.41
Bhutan,2,0,0,83.33
Bolivia,2,0.389,1.37,84.26
Bosnia and Herzegovina,2,0,1.17,71.3
Botswana,1,0,0,61.11
Brazil,2,0,1.31,81.02
Brunei,1,0,0.01,52.78
Bulgaria,1,0.025,0.89,56.48
Burkina Faso,1,0,0.94,60.19
Burundi,3,0,0,13.89
Cambodia,1,0,0.04,57.41
Cameroon,1,0,1.2,63.89
Canada,2,0.049,0.86,70.83
Cape Verde,2,0,1.08,79.17
Central African Republic,2,0,0.98,75.93
Chad,2,0,0.86,74.07
Chile,2,0.292,1.39,78.24
China,2,0,1.03,81.94
Colombia,2,0,1.3,87.04
Comoros,3,0,0,0
Congo,2,0,0.81,82.41
Costa Rica,2,0,1.31,72.22
Cote d'Ivoire,1,0.052,1.19,64.81
Croatia,2,0.002,0.24,70.37
Cuba,2,0.006,0.86,100
Cyprus,2,0.001,0.88,76.85
Czechia,1,0.01,0.98,57.41
Democratic Republic of Congo,2,0,1.12,80.56
Denmark,1,0.005,0.83,60.19
Djibouti,1,0,1.52,59.26
Dominica,2,0,0,72.22
Dominican Republic,2,0.176,1.08,87.04
Ecuador,2,0,0.93,86.11
Egypt,2,0,1.34,84.26
El Salvador,2,0.033,1.17,100
Equatorial Guinea,3,0,0.54,0
Eritrea,2,0,0,93.52
Estonia,1,0.006,0.96,50
Eswatini,2,0,1.08,84.26
Ethiopia,2,0.011,2.37,80.56
Fiji,2,0,0,78.7
Finland,1,0.011,0.74,53.7
France,2,0.019,1.08,76.85
Gabon,2,0,1.13,80.56
Gambia,2,0,0,77.78
Georgia,2,0,0.63,84.26
Germany,1,0.015,0.75,59.72
Ghana,1,0.044,1.25,62.04
Greece,1,0.002,0.89,68.52
Grenada,3,0,0,0
Guatemala,2,0.278,1.36,96.3
Guinea,2,0,1.11,78.7
Guinea-Bissau,0,0,0.81,0
Guyana,2,0,0.58,87.04
Haiti,2,0,1.4,89.81
Honduras,2,0,1.3,100
Hungary,1,0.008,0.77,66.67
Iceland,1,0.001,0.65,50
India,2,0.06,1.3,79.17
Indonesia,2,0.121,1.14,71.76
International,3,0,0,0
Iran,1,0.136,1.06,47.22
Iraq,2,0.029,1.63,82.41
Ireland,2,0.017,0.55,83.33
Israel,2,0.003,0.91,75
Italy,1,0.01,0.66,63.89
Jamaica,2,0.018,0.89,87.04
Japan,1,0.009,0.62,40.74
Jordan,2,0,0.87,77.78
Kazakhstan,2,0.018,1.27,83.8
Kenya,2,0.021,1.42,88.89
Kosovo,2,0,1.05,87.04
Kuwait,2,0.242,1.01,100
Kyrgyzstan,2,0,1.22,79.17
Laos,1,0,0,56.48
Latvia,1,0.004,0.84,61.11
Lebanon,2,0,1.18,77.78
Lesotho,1,0,0,62.04
Liberia,2,0,1,84.26
Libya,2,0.006,0,100
Liechtenstein,3,0,0,0
Lithuania,2,0.002,0.88,71.3
