country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.42,84.26
Albania,3,0,0.69,89.81
Algeria,1,0,1.22,76.85
Andorra,0,0,0.53,52.78
Angola,1,0,0,78.7
Antigua and Barbuda,2,0,0,0
Argentina,3,0.064,1.22,88.89
Armenia,2,0,1.37,0
Australia,1,0.001,0.64,69.44
Austria,1,0.009,0.61,67.59
Azerbaijan,3,0,1.14,87.96
Bahamas,2,0,0,0
Bahrain,1,0.023,1.29,75
Bangladesh,3,0.108,1.37,89.81
Barbados,3,0,0,88.89
Belarus,2,0.111,1.31,16.67
Belgium,1,0.034,0.71,81.48
Belize,1,0,0,76.85
Benin,1,0,0,70.83
Bhutan,1,0,0,83.33
Bolivia,3,0.251,1.46,84.26
Bosnia and Herzegovina,3,0,1.16,90.74
Botswana,3,0,0,86.11
Brazil,1,0,1.46,77.31
Brunei,0,0,0.05,58.33
Bulgaria,1,0.022,1.07,73.15
Burkina Faso,3,0,0.95,84.26
Burundi,2,0,0,13.89
Cambodia,0,0,0.04,57.41
Cameroon,0,0,1.25,63.89
Canada,1,0.065,1.03,72.69
Cape Verde,1,0,1.07,79.63
Central African Republic,1,0,0,68.52
Chad,3,0,0,88.89
Chile,1,0.117,1.49,73.15
China,0,0,0.32,56.94
Colombia,3,0,1.36,90.74
Comoros,2,0,0,0
Congo,3,0,0.8,97.22
Costa Rica,1,0,0.95,72.22
Cote d'Ivoire,1,0.096,1.18,80.56
Croatia,3,0.011,0.5,89.81
Cuba,1,0.019,0.87,83.33
Cyprus,3,0.003,0.66,94.44
Czechia,0,0.011,0.69,57.41
Democratic Republic of Congo,1,0,1.14,80.56
Denmark,1,0.011,0.9,68.52
Djibouti,3,0,0.76,94.44
Dominica,1,0,0,79.63
Dominican Republic,3,0.174,1.18,100
Ecuador,3,0,0.9,93.52
Egypt,3,0,1.33,84.26
El Salvador,3,0.016,1.2,94.44
Equatorial Guinea,2,0,0.53,0
Eritrea,3,0,0,93.52
Estonia,1,0.011,0.62,75
Eswatini,3,0,0.75,84.26
Ethiopia,1,0.002,0.68,80.56
Fiji,3,0,0,88.89
Finland,0,0.027,0.92,60.19
France,3,0,0.96,87.96
Gabon,1,0,1.16,79.63
Gambia,1,0,0,78.7
Georgia,3,0,1.04,96.3
Germany,1,0,0.67,76.85
Ghana,0,0.039,1.39,62.04
Greece,3,0.008,0.79,84.26
Grenada,2,0,0,0
Guatemala,3,0.113,1.32,96.3
Guinea,1,0,1.13,78.7
Guinea-Bissau,2,0,0.87,0
Guyana,3,0,0,87.04
Haiti,3,0,0,89.81
Honduras,3,0,1.38,100
Hungary,1,0.023,0.86,76.85
Iceland,0,0.002,0.2,53.7
India,3,0.035,1.42,96.3
Indonesia,1,0.09,1.11,80.09
International,2,0,0,0
Iran,0,0.099,0.82,53.7
Iraq,3,0.016,1.3,85.19
Ireland,3,0.054,0.74,90.74
Israel,3,0.012,0.47,84.26
Italy,3,0.035,0.72,93.52
Jamaica,3,0.064,0.85,87.04
Japan,0,0.057,0.7,47.22
Jordan,3,0,0.92,89.81
Kazakhstan,3,0.011,1.25,89.35
Kenya,3,0.015,1.33,88.89
Kosovo,3,0,0.86,92.59
Kuwait,3,0,1.55,88.89
Kyrgyzstan,3,0,1.07,88.43
Laos,3,0,0,96.3
Latvia,1,0.005,0.88,69.44
