country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,1.18,84.26
Albania,1,0,1.33,86.11
Algeria,2,0,0.79,76.85
Andorra,3,0,0.48,50
Angola,2,0,0,77.78
Antigua and Barbuda,0,0,0,0
Argentina,1,0.157,1.33,90.74
Armenia,0,0,1.27,0
Australia,2,0,0.96,63.43
Austria,3,0.004,0.83,53.7
Azerbaijan,2,0,1.45,77.78
Bahamas,0,0,0.05,0
Bahrain,2,0.06,1.19,75
Bangladesh,1,0.201,1.3,93.52
Barbados,1,0,0,81.48
Belarus,0,0.07,0.98,16.67
Belgium,2,0.016,0.71,75
Belize,1,0,0,85.19
Benin,3,0,0.97,57.41
Bhutan,1,0,0,83.33
Bolivia,1,0.523,1.33,84.26
Bosnia and Herzegovina,2,0,1.17,65.74
Botswana,2,0,0,61.11
Brazil,1,0,1.27,81.02
Brunei,3,0,0,52.78
Bulgaria,3,0.012,1,50.93
Burkina Faso,2,0,0.94,60.19
Burundi,0,0,0,13.89
Cambodia,3,0,0.05,57.41
Cameroon,2,0,1.18,63.89
Canada,2,0.032,0.81,70.83
Cape Verde,1,0,1.09,79.17
Central African Republic,2,0,1.01,75.93
Chad,2,0,0.82,74.07
Chile,2,0.363,1.29,78.24
China,1,0,1.27,81.94
Colombia,1,0,1.3,87.04
Comoros,0,0,0,0
Congo,1,0,0.8,82.41
Costa Rica,2,0,1.41,72.22
Cote d'Ivoire,2,0.11,1.22,64.81
Croatia,3,0.001,0.2,50.93
Cuba,1,0.008,1.21,100
Cyprus,2,0.001,0.9,76.85
Czechia,3,0.008,0.92,45.37
Democratic Republic of Congo,1,0,1.12,80.56
Denmark,3,0.004,0.85,57.41
Djibouti,3,0,1.32,59.26
Dominica,2,0,0,72.22
Dominican Republic,1,0.181,1.08,87.04
Ecuador,1,0,0.97,86.11
Egypt,1,0,1.36,84.26
El Salvador,1,0.034,1.16,100
Equatorial Guinea,0,0,0.44,0
Eritrea,1,0,0,93.52
Estonia,3,0.005,0.98,50
Eswatini,1,0,1.09,84.26
Ethiopia,1,0.021,1.82,80.56
Fiji,1,0,0,78.7
Finland,3,0.015,0.74,48.15
France,2,0.014,1.17,75
Gabon,1,0,1.11,80.56
Gambia,2,0,0,77.78
Georgia,2,0,1.53,69.44
Germany,3,0,0.78,59.72
Ghana,3,0.057,1.24,56.48
Greece,2,0.002,1.01,62.04
Grenada,0,0,0,0
Guatemala,1,0.301,1.31,96.3
Guinea,1,0,1.11,78.7
Guinea-Bissau,0,0,0.81,0
Guyana,1,0,0.6,87.04
Haiti,1,0,1.35,89.81
Honduras,1,0,1.28,100
Hungary,2,0.006,0.74,66.67
Iceland,3,0.001,0.7,39.81
India,1,0.065,1.27,79.17
Indonesia,2,0.099,1.09,71.76
International,0,0,0,0
Iran,3,0.115,1.15,44.44
Iraq,1,0.047,1.71,92.59
Ireland,1,0.014,0.55,83.33
Israel,2,0.011,1.73,75
Italy,2,0.008,0.66,63.89
Jamaica,1,0.013,0.9,87.04
Japan,3,0.015,0.93,34.26
Jordan,2,0,0.91,77.78
Kazakhstan,1,0.016,1.18,83.8
