country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,10.506,0.9,0
Albania,0,24.672,1.25,0
Algeria,0,3.193,1.18,0
Andorra,1,0,0.35,0
Angola,0,0.213,1.11,0
Antigua and Barbuda,1,0,0,0
Argentina,0,34.981,1.3,0
Armenia,2,188.983,1.06,0
Australia,1,0.51,1.61,0
Austria,1,1.999,1.14,0.888
Azerbaijan,0,48.426,1.25,0
Bahamas,1,0,0.1,0
Bahrain,2,254.469,1.09,0
Bangladesh,0,21.44,1.08,0
Barbados,0,0,0,0
Belarus,1,60.216,0.8,0
Belgium,0,0,0.89,4.314
Belize,0,0,0,0
Benin,1,9.486,0.97,0
Bhutan,0,0,0,0
Bolivia,0,75.045,1.21,0
Bosnia and Herzegovina,0,0,1.18,0
Botswana,0,0,0,0
Brazil,0,74.153,1.14,0
Brunei,1,0,0,0
Bulgaria,1,4.749,1.3,1.871
Burkina Faso,1,0.096,0.96,0
Burundi,1,3.364,0.65,0
Cambodia,1,0,0.13,0
Cameroon,0,10.623,1.07,0
Canada,0,8.373,0.81,0
Cape Verde,0,48.562,1.1,0
Central African Republic,0,25.26,0.92,0
Chad,0,0,0.75,0
Chile,2,293.311,0.93,0
China,0,0.013,1.31,0
Colombia,0,59.332,1.28,0
Comoros,1,0,0.72,0
Congo,0,0,0.72,0
Costa Rica,0,16.882,1.47,0
Cote d'Ivoire,0,8.189,1.15,0
Croatia,0,4.385,3.14,0
Cuba,0,0.265,0.58,0
Cyprus,0,1.142,0.84,0
Czechia,1,4.669,1.29,0.84
Democratic Republic of Congo,0,1.719,1.09,0
Denmark,0,0,0.99,1.036
Djibouti,0,17.206,0.55,0
Dominica,0,0,0,0
Dominican Republic,0,82.873,1.21,0
Ecuador,0,51.522,1.13,0
Egypt,0,14.414,1.03,0
El Salvador,0,23.28,1.16,0
Equatorial Guinea,1,0,0.27,0
Eritrea,0,0,0.42,0
Estonia,1,0,0.53,0.754
Eswatini,0,6.896,1.22,0
