country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,0.694,1.4,0
Albania,1,3.127,1.05,0
Algeria,1,2.645,1.18,0
Andorra,2,103.54,0.66,0
Angola,1,0.152,0,0
Antigua and Barbuda,0,0,0,0
Argentina,1,1.969,1.25,0
Armenia,0,15.861,1.21,0
Australia,1,1.804,0.43,0
Austria,1,8.438,0.46,23.095
Azerbaijan,1,3.255,0.79,0
Bahamas,0,2.543,0,0
Bahrain,1,19.394,1.32,0
Bangladesh,1,1.858,2.06,0
Barbados,1,0,0,0
Belarus,0,54.819,1.7,0
Belgium,2,90.167,0.99,93.273
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,2.399,1.41,0
Bosnia and Herzegovina,1,16.459,1.16,0
Botswana,1,0,0,0
Brazil,1,14.001,1.56,0
Brunei,1,2.286,0.22,0
Bulgaria,1,4.605,1.24,6.332
Burkina Faso,1,0.383,0.95,0
Burundi,0,0,0,0
Cambodia,1,0,0.08,0
Cameroon,1,0.791,1.27,0
Canada,1,40.856,1.23,0
Cape Verde,1,3.597,0,0
Central African Republic,1,0,0,0
Chad,1,0.365,0,0
Chile,1,47.447,1.36,0
China,1,0.019,0.89,0
Colombia,1,3.577,1.3,0
Comoros,0,0,0,0
Congo,1,0,0.79,0
Costa Rica,1,1.178,0.8,0
Cote d'Ivoire,1,4.284,1.25,0
Croatia,1,4.385,0.64,0
Cuba,1,5.562,1.15,0
Cyprus,1,12.559,0.71,0
Czechia,1,5.323,0.75,7.003
Democratic Republic of Congo,1,0.223,1.13,0
Denmark,1,29.177,0.99,15.02
Djibouti,1,0,1.37,0
Dominica,1,0,0,0
Dominican Republic,1,19.266,1.3,0
Ecuador,1,32.421,1.17,0
Egypt,1,1.837,1.31,0
El Salvador,1,2.004,1.17,0
Equatorial Guinea,0,0,0,0
Eritrea,1,1.128,0,0
Estonia,1,39.954,0.79,7.538
Eswatini,1,5.172,0,0
Ethiopia,1,0.078,0,0
Fiji,1,0,0,0
Finland,1,34.653,1.06,12.634
France,1,0.031,1.18,87.83
Gabon,1,0,1.15,0
Gambia,1,0,0,0
Georgia,1,4.512,1.05,0
Germany,1,23.214,0.75,0
Ghana,1,6.211,1.43,0
Greece,1,1.055,0.86,0
Grenada,0,0,0,0
Guatemala,1,1.172,1.28,0
Guinea,1,3.122,1.14,0
Guinea-Bissau,0,1.524,0,0
Guyana,1,0,0,0
Haiti,1,0.088,0,0
Honduras,1,1.514,1.29,0
