country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,0.771,1.41,0
Albania,1,7.645,1.14,0
Algeria,1,2.03,1.03,0
Andorra,1,51.77,0.63,0
Angola,1,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,1,2.257,1.25,0
Armenia,0,16.199,1.25,0
Australia,1,0.51,0.4,0
Austria,1,5.107,0.45,21.54
Azerbaijan,1,3.748,0.8,0
Bahamas,0,12.715,0,0
Bahrain,1,15.28,1.32,0
Bangladesh,1,2.987,1.92,0
Barbados,1,0,0,0
Belarus,0,48.363,1.61,0
Belgium,2,128.305,0.94,93.101
Belize,1,0,0,0
Benin,1,1.567,0,0
Bhutan,1,0,0,0
Bolivia,1,3.769,1.42,0
Bosnia and Herzegovina,1,7.315,1.16,0
Botswana,1,0,0,0
Brazil,1,9.828,1.53,0
Brunei,1,0,0.19,0
Bulgaria,1,5.037,1.25,5.181
Burkina Faso,1,0.239,0.95,0
Burundi,0,0,0,0
Cambodia,1,0,0.07,0
Cameroon,1,5.5,1.27,0
Canada,1,53.654,1.19,0
Cape Verde,1,10.792,0,0
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,1,21.919,1.34,0
China,1,0.008,0.66,0
Colombia,1,3.636,1.3,0
Comoros,0,0,0,0
Congo,1,3.081,0.8,0
Costa Rica,1,0.393,0.8,0
Cote d'Ivoire,1,0,1.23,0
Croatia,1,2.436,0.62,0
Cuba,1,4.591,1.08,0
Cyprus,1,5.708,0.66,0
Czechia,1,14.38,0.76,7.284
Democratic Republic of Congo,1,0.056,1.13,0
Denmark,1,22.617,0.97,14.502
Djibouti,1,0,1.17,0
Dominica,1,0,0,0
Dominican Republic,1,26.18,1.25,0
Ecuador,1,37.408,1.11,0
Egypt,1,1.847,1.3,0
El Salvador,1,2.621,1.17,0
Equatorial Guinea,0,0,0,0
Eritrea,1,0,0,0
Estonia,1,5.277,0.73,10.554
Eswatini,1,1.724,0,0
Ethiopia,1,0.026,0.24,0
Fiji,1,1.116,0,0
Finland,1,15.341,1.04,12.092
France,1,36.493,1.13,85.548
Gabon,1,4.942,1.15,0
Gambia,1,0,0,0
Georgia,1,2.005,0.84,0
Germany,1,22.451,0.72,0
Ghana,1,0,1.42,0
Greece,1,0.959,0.9,0
Grenada,0,0,0,0
Guatemala,1,1.786,1.29,0
Guinea,1,3.274,1.14,0
Guinea-Bissau,0,0,0,0
Guyana,1,0,0,0
Haiti,1,0.877,0,0
Honduras,1,0.505,1.3,0
Hungary,1,7.039,1.09,0
Iceland,1,5.861,0.33,14.652
India,1,0.67,1.51,0
Indonesia,1,0.676,1.16,0
International,0,0,0,0
Iran,1,15.406,0.77,0
Iraq,1,0.87,0.94,0
Ireland,1,81.21,1.04,28.15
Israel,1,34.544,0.78,0
Italy,1,37.313,0.82,42.556
Jamaica,1,16.885,0.98,0
Japan,1,2.72,0.93,0
Jordan,1,0.784,0.75,0
Kazakhstan,1,9.373,1.39,0
Kenya,1,0.205,1.08,0
Kosovo,1,26.387,1.12,0
Kuwait,1,18.733,1.35,0
Kyrgyzstan,1,2.146,1.07,0
Laos,1,0,0,0
Latvia,1,6.362,0.91,0
Lebanon,1,0.586,0.98,0
Lesotho,1,0,0,0
Liberia,1,1.582,0,0
Libya,1,0,0,0
Liechtenstein,0,0,0,0
Lithuania,1,10.285,0.89,0
Luxembourg,1,12.78,0.63,49.523
Madagascar,1,0,0.61,0
Malawi,1,0,0,0
Malaysia,1,1.112,0.75,0
Maldives,0,31.45,0,0
Mali,1,1.086,1.09,0
Malta,0,9.059,0.56,2.265
Marshall Islands,0,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0.33,0
Mexico,1,3.963,1.53,0
Moldova,1,18.84,1.17,0
Monaco,1,0,0,0
Mongolia,1,0.305,0,0
Montenegro,0,6.369,0.39,0
Morocco,1,5.175,1.26,0
Mozambique,1,0,0,0
Myanmar,1,0.147,0.44,0
Namibia,1,0,0,0
Nepal,1,0,0,0
Netherlands,1,43.77,0.87,59.178
New Zealand,1,1.866,0.41,0
Nicaragua,0,0,0,0
Niger,1,0,0.85,0
Nigeria,1,0.184,1.68,0
North Macedonia,0,8.64,0.88,0
Norway,1,14.388,0.72,0
Oman,1,28.199,1.29,0
Pakistan,1,5.193,1.49,0
Palestine,1,1.96,0.77,0
Panama,1,44.962,1.16,0
Papua New Guinea,1,0,0,0
Paraguay,1,0.28,1.02,0
Peru,1,21.139,1.61,0
Philippines,1,1.825,0.99,0
Poland,1,8.085,1.05,0
Portugal,1,64.433,0.9,21.085
Qatar,2,196.803,1.69,0
Romania,1,9.876,1.04,13.567
Russia,1,29.246,1.69,0
Rwanda,1,0,0.7,0
Saint Kitts and Nevis,0,18.8,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,1,29.465,1.03,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,1,32.229,1.62,0
Senegal,1,0.597,1.58,0
Serbia,1,45.851,1.06,0
Seychelles,1,0,0,0
Sierra Leone,1,1.003,0,0
Singapore,2,243.746,1.96,0
Slovakia,1,2.198,0.96,0
Slovenia,1,2.405,0.63,12.506
Solomon Islands,1,0,0,0
Somalia,1,4.593,0.9,0
South Africa,1,2.394,1.41,0
South Korea,1,0.254,0.36,0
South Sudan,1,0,0,0
Spain,1,32.852,0.93,0
Sri Lanka,1,1.541,1.4,0
Sudan,1,0.935,0,0
Suriname,1,0,0,0
Sweden,1,45.647,1.23,0
Switzerland,1,23.571,0.64,0
Syria,1,0,0,0
Taiwan,0,0.084,0.43,0
Tajikistan,0,0,0,0
Tanzania,1,1.406,0.71,0
Thailand,1,0.387,0.73,0
Timor,1,2.275,0,0
Togo,1,0,0,0
Trinidad and Tobago,1,0,0.11,0
Tunisia,1,0.423,0.79,0
Turkey,1,55.419,1.09,0
Uganda,1,0.022,0,0
Ukraine,1,5.968,1.36,0
United Arab Emirates,1,48.936,1.29,0
United Kingdom,1,71.679,1.05,46.107
United States,1,85.86,1.01,43.695
Uruguay,1,2.015,0.97,0
Uzbekistan,1,1.852,1.04,0
Vanuatu,1,0,0,0
Vatican,2,1236.094,0,0
Venezuela,1,0,1.17,0
Vietnam,1,0,0.24,0
Yemen,0,0,0,0
Zambia,1,0.218,0,0
Zimbabwe,1,0,0,0
