country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,4.881,1.41,0
Albania,0,2.78,0.76,0
Algeria,0,3.968,1.22,0
Andorra,0,25.885,0.52,0
Angola,0,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,2.301,1.25,0
Armenia,2,40.834,1.37,0
Australia,0,0.98,0.76,0
Austria,0,2.665,0.61,12.325
Azerbaijan,0,5.129,1.3,0
Bahamas,2,0,0,0
Bahrain,1,88.153,1.29,0
Bangladesh,0,4.178,1.35,0
Barbados,0,0,0,0
Belarus,1,82.969,1.24,0
Belgium,0,31.149,0.7,55.74
Belize,0,0,0,0
Benin,0,0.495,0,0
Bhutan,0,0,0,0
Bolivia,0,7.453,1.46,0
Bosnia and Herzegovina,0,21.031,1.16,0
Botswana,0,0,0,0
Brazil,0,31.963,1.44,0
Brunei,0,0,0.03,0
Bulgaria,0,4.893,1.03,5.757
Burkina Faso,0,0.478,0.95,0
Burundi,2,0,0,0
Cambodia,0,0,0.04,0
Cameroon,0,1.017,1.24,0
Canada,0,38.498,0.98,0
Cape Verde,0,17.986,1.07,0
Central African Republic,0,2.692,0,0
Chad,0,0,0.97,0
Chile,1,51.265,1.48,0
China,0,0.001,0.36,0
Colombia,0,5.994,1.35,0
Comoros,2,0,0,0
Congo,0,1.269,0.81,0
Costa Rica,0,0.589,1.01,0
Cote d'Ivoire,0,1.289,1.18,0
Croatia,0,1.218,0.59,0
Cuba,0,1.677,0.73,0
Cyprus,0,2.283,0.63,0
Czechia,0,3.548,0.73,5.136
Democratic Republic of Congo,0,0.089,1.14,0
Denmark,0,25.379,0.88,9.841
Djibouti,0,4.049,0.83,0
Dominica,0,0,0,0
Dominican Republic,0,25.904,1.17,0
Ecuador,1,132.8,0.91,0
Egypt,0,3.401,1.32,0
El Salvador,0,10.021,1.2,0
Equatorial Guinea,2,0,0.54,0
Eritrea,0,0,0,0
Estonia,0,2.262,0.61,7.538
Eswatini,0,3.448,0.78,0
Ethiopia,0,0.043,1.57,0
Fiji,0,0,0,0
Finland,0,13.175,0.9,8.844
France,0,10.081,0.95,55.75
Gabon,0,14.377,1.16,0
Gambia,0,0,0,0
Georgia,0,1.003,0.71,0
Germany,0,5.825,0.67,0
Ghana,0,17.7,1.38,0
Greece,0,0.576,0.79,0
Grenada,2,0,0,0
Guatemala,0,1.507,1.33,0
Guinea,0,9.442,1.13,0
Guinea-Bissau,2,79.268,0.87,0
Guyana,0,12.714,0,0
Haiti,0,1.052,0,0
Honduras,0,12.418,1.38,0
Hungary,0,3.83,0.75,0
Iceland,0,0,0.19,0
India,0,2.849,1.42,0
Indonesia,0,1.444,1.12,0
International,2,0,0,0
Iran,0,14.561,1.08,0
Iraq,0,1.243,1.2,0
Ireland,1,53.87,0.7,18.429
Israel,0,6.123,0.36,0
