country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,5.395,0.81,0
Albania,1,23.629,1.13,0
Algeria,1,10.695,1.3,0
Andorra,1,0,0.52,0
Angola,1,0,1.16,0
Antigua and Barbuda,1,0,0,0
Argentina,2,79.742,1.22,0
Armenia,0,180.546,0.93,0
Australia,1,6.667,1.72,0
Austria,1,10.215,1.23,1.221
Azerbaijan,2,53.456,1.02,0
Bahamas,1,5.086,1.26,0
Bahrain,0,358.49,1.03,0
Bangladesh,1,21.185,0.94,0
Barbados,1,0,0,0
Belarus,1,23.388,0.71,0
Belgium,1,5.608,1.13,2.761
Belize,1,0,0,0
Benin,1,0,0.96,0
Bhutan,1,0,0,0
Bolivia,2,123.276,1.14,0
Bosnia and Herzegovina,2,75.591,1.18,0
Botswana,1,0,0.87,0
Brazil,0,209.687,1.07,0
Brunei,1,0,0,0
Bulgaria,1,34.54,1.27,4.605
Burkina Faso,1,0,0.98,0
Burundi,1,0,0.64,0
Cambodia,1,0,0.27,0
Cameroon,1,0,0.99,0
Canada,1,8.24,0.98,0
Cape Verde,2,77.34,1.09,0
Central African Republic,1,7.868,0.76,0
Chad,1,0,0.78,0
Chile,2,107.971,0.84,0
China,1,0.023,1.35,0
Colombia,2,81.442,1.24,0
Comoros,1,2.3,0.7,0
Congo,2,47.843,0.74,0
Costa Rica,2,68.707,1.43,0
Cote d'Ivoire,1,11.752,1.03,0
Croatia,1,12.91,1.26,0
Cuba,1,0.353,1.08,0
Cyprus,1,3.425,1.36,0
Czechia,1,12.046,0.94,0.934
Democratic Republic of Congo,1,0,1.07,0
Denmark,1,2.072,1.06,0.863
Djibouti,1,11.134,1.02,0
Dominica,1,0,0,0
Dominican Republic,2,106.749,1.19,0
Ecuador,1,0,1.1,0
Egypt,1,10.016,0.84,0
El Salvador,2,39.931,1.13,0
Equatorial Guinea,1,0,0.24,0
Eritrea,1,0,0.33,0
Estonia,1,6.031,0.94,0.754
Eswatini,2,70.68,1.34,0
Ethiopia,1,8.072,0.58,0
Fiji,1,0,0,0
Finland,1,0.541,0.95,0.361
France,1,0,1.13,7.706
Gabon,2,57.509,1.07,0
Gambia,1,0,0,0
Georgia,1,1.253,1.19,0
Germany,1,4.249,0.95,0
Ghana,1,27.484,1.14,0
Greece,1,3.166,1.26,0
Grenada,1,0,0,0
Guatemala,2,34.83,1.18,0
Guinea,1,4.645,1.1,0
Guinea-Bissau,1,0,0.74,0
Guyana,1,0,1,0
Haiti,1,4.736,0.93,0
Honduras,2,55.53,1.13,0
Hungary,1,0.518,1.15,0
Iceland,1,0,0.75,0
India,1,18.028,1.22,0
Indonesia,1,6.775,1.17,0
International,1,0,0,0
Iran,1,32.038,1,0
Iraq,2,68.146,1.12,0
Ireland,1,0.81,1.12,1.823
