country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,1.67,1.2,0
Albania,1,103.899,1.15,0
Algeria,1,5.998,1.22,0
Andorra,1,0,1.22,0
Angola,1,10.801,1.1,0
Antigua and Barbuda,1,0,0.31,0
Argentina,2,204.732,0.96,0
Armenia,0,780.904,1.33,0
Australia,1,0.471,0.88,0
Austria,2,308.891,1.54,19.32
Azerbaijan,1,93.301,1.45,0
Bahamas,2,361.095,0.84,0
Bahrain,2,164.553,0.89,0
Bangladesh,1,7.942,0.99,0
Barbados,1,0,0.81,0
Belarus,1,89.424,1.22,0
Belgium,0,1347.931,1.32,65.231
Belize,1,98.083,1.15,0
Benin,1,0,0.94,0
Bhutan,1,2.592,0.85,0
Bolivia,1,6.339,0.81,0
Bosnia and Herzegovina,2,345.951,1.17,0
Botswana,1,0,0.75,0
Brazil,1,63.479,1,0
Brunei,1,0,0,0
Bulgaria,1,47.061,1.51,21.012
Burkina Faso,1,0.335,0.99,0
Burundi,1,0.168,0.78,0
Cambodia,1,0,0.82,0
Cameroon,1,0,0.9,0
Canada,1,74.797,1.15,0
Cape Verde,2,133.096,1.06,0
Central African Republic,1,0,0.59,0
Chad,1,0.183,0.98,0
Chile,1,79.566,0.97,0
China,1,0.016,1.13,0
Colombia,2,160.643,1.06,0
Comoros,1,0,0.63,0
Congo,1,0,0.58,0
Costa Rica,1,0,0.99,0
Cote d'Ivoire,1,1.554,0.95,0
Croatia,0,589.73,1.65,0
Cuba,1,2.825,1.12,0
Cyprus,1,115.31,1.41,0
Czechia,0,681.671,1.23,77.318
Democratic Republic of Congo,1,0,1.1,0
Denmark,2,163.15,1.21,3.108
Djibouti,1,6.073,1.16,0
Dominica,1,0,0,0
Dominican Republic,1,46.922,1.02,0
Ecuador,1,114.549,1.09,0
Egypt,1,1.397,1.11,0
El Salvador,1,0,1.11,0
Equatorial Guinea,1,0,0.49,0
Eritrea,1,0,0.4,0
Estonia,1,45.23,1.32,3.015
Eswatini,1,6.034,0.91,0
Ethiopia,1,4.219,0.81,0
Fiji,1,0,0,0
Finland,1,35.374,1.11,0
France,1,0.95,1.28,39.449
Gabon,1,0,1.09,0
Gambia,1,0.414,0.7,0
Georgia,0,483.308,1.47,0
Germany,2,118.042,1.45,0
Ghana,1,0,1.14,0
Greece,1,75.794,1.37,0
Grenada,1,0,0,0
Guatemala,1,8.652,1,0
Guinea,1,0,1.09,0
Guinea-Bissau,1,0,0.39,0
Guyana,1,36.869,0.99,0
Haiti,1,0.965,0.86,0
Honduras,1,49.472,1.01,0
Hong Kong,1,0,0,0
Hungary,2,325.972,1.42,0
Iceland,2,158.242,0.93,0
India,1,32.716,0.89,0
Indonesia,1,13.644,0.95,0
International,1,0,0,0
Iran,1,73.709,1.23,0
Iraq,1,63.497,0.97,0
Ireland,2,206.57,0.99,7.898
Israel,1,70.128,0.52,0
Italy,2,351.842,1.61,19.98
Jamaica,1,14.859,0.89,0
Japan,1,3.922,1.09,0
Jordan,2,229.047,1.31,0
Kazakhstan,1,16.776,1.4,0
Kenya,1,17.314,1.34,0
Kosovo,1,96.235,1.52,0
Kuwait,2,165.786,1.02,0
Kyrgyzstan,1,92.885,1.2,0
Laos,1,0,0,0
Latvia,1,111.865,1.37,0
Lebanon,2,217.422,1.11,0
Lesotho,1,0,0.81,0
Liberia,1,0,1.01,0
Libya,2,238.529,1.06,0
Liechtenstein,0,655.531,1.65,0
Lithuania,2,222.607,1.55,0
Luxembourg,1,0,1.66,19.17
Madagascar,1,0,0.3,0
Malawi,1,0.157,0.91,0
Malaysia,1,25.428,1.26,0
Maldives,2,155.4,0.96,0
Mali,1,0.889,1.12,0
Malta,2,283.101,1.05,0
Marshall Islands,1,0,0,0
Mauritania,1,0.215,1.1,0
Mauritius,1,0,0.83,0
Mexico,1,33.816,1.02,0
Moldova,1,102.629,1.02,0
Monaco,2,254.816,1.5,0
Mongolia,1,0.305,0.68,0
Montenegro,2,267.49,0.98,0
Morocco,1,81.819,1.11,0
Mozambique,1,2.911,1.07,0
Myanmar,1,18.122,1.07,0
Namibia,1,31.878,0.95,0
Nepal,1,98.02,0.96,0
Netherlands,0,597.437,1.16,31.573
New Zealand,1,1.037,0.85,0
Nicaragua,1,0,0.49,0
Niger,1,0,1.14,0
Nigeria,1,0.301,0.97,0
North Macedonia,2,268.794,1.31,0
Norway,1,29.514,1.4,0
Oman,2,214.427,1.05,0
Pakistan,1,3.201,1.18,0
Palestine,1,88.799,1.07,0
Panama,2,158.757,1.04,0
Papua New Guinea,1,0,0.7,0
Paraguay,1,77.252,0.98,0
Peru,2,169.812,0.94,0
Philippines,1,20.159,0.9,0
Poland,2,310.252,1.48,0
Portugal,2,252.729,1.36,22.556
Qatar,1,71.154,1.01,0
Romania,2,200.388,1.22,43.041
Russia,1,112.324,1.12,0
Rwanda,1,0.463,1.17,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,10.892,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,1,0,1.2,0
Sao Tome and Principe,1,0,0.8,0
Saudi Arabia,1,9.278,0.96,0
Senegal,1,0.478,0.76,0
Serbia,1,90.233,1.85,0
Seychelles,1,0,0.17,0
Sierra Leone,1,0.125,0.94,0
Singapore,1,0.855,0.96,0
Slovakia,0,557.179,1.28,0
Slovenia,0,806.183,1.52,35.114
Solomon Islands,1,0,0,0
Somalia,1,2.768,0.71,0
South Africa,1,27.348,0.95,0
South Korea,1,2.321,1.15,0
South Sudan,1,0.447,1.06,0
Spain,1,0,1.21,0
