country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,0.026,0,0
Albania,2,2.085,0,0
Algeria,1,1.117,0,0
Andorra,1,168.252,0,0
Angola,0,0.03,0,0
Antigua and Barbuda,0,0,0,0
Argentina,2,0.664,1.82,0
Armenia,0,8.099,1.42,0
Australia,1,10.98,2.39,0
Austria,1,47.3,2.29,0
Azerbaijan,2,0.888,0,0
Bahamas,0,2.543,0,0
Bahrain,1,11.754,1.3,0
Bangladesh,2,0.03,0,0
Barbados,1,3.48,0,0
Belarus,0,0.741,0,0
Belgium,1,48.147,2.26,25.022
Belize,1,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,2,0.343,0,0
Bosnia and Herzegovina,2,1.219,0,0
Botswana,1,0,0,0
Brazil,2,1.073,2.38,0
Brunei,1,11.429,0,0
Bulgaria,2,5.181,1.19,0
Burkina Faso,2,1.148,0,0
Burundi,0,0,0,0
Cambodia,1,0.12,0,0
Cameroon,1,0.264,0,0
Canada,2,8.85,2.52,0
Cape Verde,1,3.597,0,0
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,1,6.853,2.37,0
China,2,0.038,0.7,0
Colombia,1,0.747,1.88,0
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,2,5.497,0,0
Cote d'Ivoire,1,0.19,0,0
Croatia,2,19,2.49,0
Cuba,0,0.441,0,0
Cyprus,1,19.409,0,0
Czechia,2,15.127,2.09,1.307
Democratic Republic of Congo,1,0.056,0,0
Denmark,2,14.33,1.38,7.251
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,2,3.687,0,0
Ecuador,2,7.878,2.82,0
Egypt,1,0.088,1.47,0
El Salvador,2,0.308,0,0
Equatorial Guinea,0,0,0,0
Eritrea,0,0.282,0,0
Estonia,1,17.338,1.34,3.015
Eswatini,1,0,0,0
Ethiopia,0,0,0,0
Fiji,2,0,0,0
Finland,1,13.175,1.5,0
France,2,26.121,2.07,22.26
Gabon,2,0.449,0,0
Gambia,1,0,0,0
Georgia,2,1.504,0,0
Germany,1,28.227,2.22,0
Ghana,1,0.097,0,0
Greece,2,3.358,1.3,0
Grenada,0,0,0,0
Guatemala,2,0.279,0,0
Guinea,0,0.076,0,0
Guinea-Bissau,0,0,0,0
Guyana,1,0,0,0
Haiti,2,0,0,0
Honduras,2,0,0,0
Hungary,2,1.863,0,0
Iceland,1,187.546,1.69,2.93
India,2,0.062,2.04,0
Indonesia,1,0.296,1.94,0
International,0,0,0,0
Iran,1,11.501,1.02,0
Iraq,2,0.149,1.36,0
Ireland,1,20.657,2.29,0
Israel,2,24.84,2.5,0
Italy,1,108.449,1.65,47.253
Jamaica,2,0,0,0
Japan,1,0.293,1.27,0
Jordan,2,0,0,0
Kazakhstan,2,0.213,0,0
Kenya,2,0,0,0
Kosovo,2,1.552,0,0
Kuwait,2,3.981,0.9,0
Kyrgyzstan,2,1.226,0,0
Laos,0,0,0,0
Latvia,1,6.892,1.12,0
Lebanon,2,3.516,1.13,0
Lesotho,2,0,0,0
Liberia,1,0.198,0,0
Libya,1,0,0,0
Liechtenstein,1,235.991,0,0
Lithuania,2,12.489,0,0
Luxembourg,1,297.136,2.21,9.585
Madagascar,2,0,0,0
Malawi,1,0,0,0
Malaysia,2,4.727,1.77,0
Maldives,0,0,0,0
Mali,0,0,0,0
Malta,0,20.383,0,0
Marshall Islands,0,0,0,0
Mauritania,1,0,0,0
Mauritius,1,1.573,0,0
Mexico,0,0.372,1.89,0
Moldova,1,3.471,0,0
Monaco,2,0,0,0
Mongolia,1,1.22,0,0
Montenegro,0,0,0,0
Morocco,2,0.515,0,0
Mozambique,0,0,0,0
Myanmar,1,0,0,0
Namibia,1,0,0,0
Nepal,1,0,0,0
Netherlands,1,37.176,2.15,25.445
New Zealand,1,2.696,0,0
Nicaragua,0,0.151,0,0
Niger,1,0,0,0
Nigeria,0,0.049,0,0
North Macedonia,0,8.64,0,0
Norway,1,37.63,1.62,0
Oman,2,0.783,0,0
Pakistan,1,0.208,2.01,0
Palestine,2,0.196,0,0
Panama,1,14.601,2.15,0
Papua New Guinea,0,0,0,0
Paraguay,2,0.701,0,0
Peru,2,2.548,1.91,0
Philippines,2,0.703,2.05,0
Poland,1,2.933,2.22,0
Portugal,2,25.498,2.76,3.432
Qatar,2,3.818,0.48,0
Romania,2,3.067,2.06,0.728
Russia,2,0.363,2.23,0
Rwanda,2,0,0,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,0,0.98,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,1.379,2.03,0
Senegal,1,0.538,0,0
Serbia,2,5.291,2.06,0
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0
Singapore,1,8.034,1.78,0
Slovakia,2,7.51,1.2,0
Slovenia,2,20.203,1.27,3.848
Solomon Islands,0,0,0,0
Somalia,1,0,0,0
South Africa,1,0.641,2.32,0
South Korea,2,2.867,0.81,0
South Sudan,1,0,0,0
Spain,1,106.171,2.02,0
Sri Lanka,2,0.187,0,0
Sudan,1,0,0,0
Suriname,1,0,0,0
Sweden,1,13.367,1.46,0
Switzerland,1,148.013,2.14,0
Syria,2,0,0,0
Taiwan,0,0.756,0.76,0
Tajikistan,0,0,0,0
Tanzania,0,0,0,0
Thailand,1,1.275,1.58,0
Timor,0,0,0,0
Togo,2,0.846,0,0
Trinidad and Tobago,1,28.582,0,0
Tunisia,2,0.508,0,0
Turkey,1,3.687,6.06,0
Uganda,1,0.022,0,0
Ukraine,2,0.412,0,0
United Arab Emirates,1,1.314,1.55,0
United Kingdom,1,17.898,1.98,0
United States,2,18.112,3.26,0
Uruguay,1,7.197,1.02,0
Uzbekistan,2,0.299,0,0
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,2,0.985,0,0
Vietnam,1,0.031,0,0
Yemen,1,0,0,0
Zambia,0,0,0,0
Zimbabwe,0,0.135,0,0
