country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,4.393,1.38,0
Albania,0,3.475,0.8,0
Algeria,0,4.219,1.17,0
Andorra,0,12.942,0.51,0
Angola,0,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,0,3.607,1.29,0
Armenia,1,34.422,1.35,0
Australia,0,0.745,0.76,0
Austria,0,7.55,0.74,10.215
Azerbaijan,0,7.594,1.46,0
Bahamas,1,0,0,0
Bahrain,2,155.737,1.29,0
Bangladesh,0,4.287,1.31,0
Barbados,0,0,0,0
Belarus,2,96.621,1.18,0
Belgium,0,55.136,0.72,43.832
Belize,0,0,0,0
Benin,0,3.629,0,0
Bhutan,0,0,0,0
Bolivia,0,16.705,1.45,0
Bosnia and Herzegovina,0,12.192,1.16,0
Botswana,0,0,0,0
Brazil,0,43.103,1.43,0
Brunei,0,4.572,0.03,0
Bulgaria,0,7.34,1.01,5.469
Burkina Faso,0,0.335,0.95,0
Burundi,1,0,0,0
Cambodia,0,0,0.03,0
Cameroon,0,0.075,1.24,0
Canada,0,39.929,0.94,0
Cape Verde,0,48.562,1.08,0
Central African Republic,0,0,0,0
Chad,0,5.053,0.97,0
Chile,0,80.194,1.48,0
China,0,0.003,0.51,0
Colombia,0,9.768,1.35,0
Comoros,1,0,0,0
Congo,0,0,0.81,0
Costa Rica,0,0.785,1.06,0
Cote d'Ivoire,0,2.085,1.18,0
Croatia,0,1.462,0.87,0
Cuba,0,2.295,0.64,0
Cyprus,0,6.85,0.63,0
Czechia,0,5.323,0.79,3.829
Democratic Republic of Congo,0,0.737,1.14,0
Denmark,0,25.034,0.86,7.424
Djibouti,0,9.109,1.05,0
Dominica,0,0,0,0
Dominican Republic,0,26.549,1.16,0
Ecuador,0,-89.724,0.86,0
Egypt,0,3.84,1.32,0
El Salvador,0,9.559,1.2,0
Equatorial Guinea,1,0,0.56,0
Eritrea,0,0,0,0
Estonia,0,5.277,0.66,5.277
Eswatini,0,25.858,0.87,0
Ethiopia,0,0.252,2.61,0
Fiji,0,0,0,0
Finland,0,18.048,0.88,7.941
France,0,10.632,0.94,44.597
Gabon,0,48.074,1.16,0
Gambia,0,0.414,0,0
Georgia,0,1.253,0.64,0
Germany,0,15.134,0.71,0
Ghana,0,0,1.36,0
Greece,0,1.439,0.82,0
Grenada,1,0,0,0
Guatemala,0,1.898,1.36,0
Guinea,0,5.406,1.12,0
Guinea-Bissau,1,45.224,0.86,0
Guyana,0,0,0,0
Haiti,0,2.456,1.39,0
Honduras,0,22.616,1.37,0
Hungary,0,4.037,0.72,0
Iceland,0,5.861,0.22,0
India,0,2.438,1.39,0
Indonesia,0,1.236,1.12,0
International,1,0,0,0
Iran,0,17.68,1.25,0
Iraq,0,1.566,1.17,0
Ireland,0,27.745,0.67,15.391
Israel,0,7.048,0.37,0
Italy,0,23.172,0.68,21.683
Jamaica,0,3.377,0.76,0
Japan,0,0.775,0.5,0
Jordan,0,2.058,1.26,0
Kazakhstan,0,8.308,1.18,0
Kenya,0,0.465,1.35,0
Kosovo,0,2.07,0.84,0
Kuwait,0,65.097,1.57,0
Kyrgyzstan,0,3.679,1.15,0
Laos,0,0,0,0
Latvia,0,4.771,0.89,0
Lebanon,0,4.981,1.25,0
Lesotho,0,0,0,0
Liberia,0,2.175,0.95,0
Libya,0,0,0,0
Liechtenstein,1,0,0,0
Lithuania,0,1.837,0.78,0
Luxembourg,0,12.78,0.61,25.56
Madagascar,0,1.264,1.64,0
Malawi,0,0,0,0
Malaysia,0,1.205,0.86,0
Maldives,1,57.35,1.27,0
Mali,0,0.938,1.07,0
Malta,1,4.53,0.93,0
Marshall Islands,1,0,0,0
Mauritania,0,0,0,0
Mauritius,0,0,0.13,0
Mexico,0,15.372,1.35,0
Moldova,0,31.978,1.08,0
Monaco,0,0,0,0
Mongolia,0,0,0,0
Montenegro,1,0,0.13,0
Morocco,0,3.793,1.01,0
Mozambique,0,0,0,0
Myanmar,0,0.276,0.49,0
Namibia,0,0,0,0
Nepal,0,0.069,0,0
Netherlands,0,26.554,0.67,30.581
New Zealand,0,0.207,0.37,0
Nicaragua,1,0,0,0
Niger,0,0.454,0.85,0
Nigeria,0,1.848,1.42,0
North Macedonia,1,15.84,0.94,0
Norway,0,7.009,0.69,0
Oman,0,10.77,1.26,0
Pakistan,0,8.108,1.35,0
Palestine,0,0.196,0.65,0
Panama,0,31.751,1.03,0
Papua New Guinea,0,0,0,0
Paraguay,0,3.084,1.48,0
Peru,2,112.49,1.37,0
Philippines,0,3.094,1.06,0
Poland,0,8.112,1.02,0
Portugal,0,52.272,0.96,13.24
Qatar,2,318.633,1.32,0
Romania,0,20.377,0.94,12.164
Russia,0,76.959,1.3,0
Rwanda,0,0.232,0.79,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,2,412.517,0.85,0
Sao Tome and Principe,1,59.317,0.42,0
Saudi Arabia,0,51.502,1.28,0
Senegal,0,3.524,1.3,0
Serbia,0,8.377,0.64,0
Seychelles,0,0,0,0
Sierra Leone,0,0.752,0.99,0
Singapore,2,126.659,1.03,0
Slovakia,0,2.931,0.66,0
Slovenia,0,0.481,0.46,6.253
Solomon Islands,0,0,0,0
Somalia,0,3.461,0.88,0
South Africa,0,7.149,1.43,0
South Korea,0,0.234,1.34,0
South Sudan,0,1.429,0,0
Spain,0,23.998,0.77,0
Sri Lanka,0,1.261,1.04,0
Sudan,0,1.779,1.34,0
Suriname,0,0,0,0
Sweden,0,77.926,1.15,0
Switzerland,0,7.626,0.52,0
Syria,0,0,0,0
Taiwan,1,0.042,0.34,0
Tajikistan,0,8.598,2.09,0
Tanzania,0,0,0.26,0
Thailand,0,0.043,0.62,0
Timor,0,0,0,0
Togo,0,0.846,1.02,0
Trinidad and Tobago,0,0,0.03,0
Tunisia,0,0.085,0.61,0
Turkey,0,23.441,0.82,0
Uganda,0,0.022,0.97,0
Ukraine,0,11.593,1.05,0
United Arab Emirates,0,50.756,1.12,0
United Kingdom,0,55.549,0.88,24.821
United States,2,83.794,0.93,36.664
Uruguay,0,3.167,0.96,0
Uzbekistan,0,1.942,1,0
Vanuatu,0,0,0,0
Vatican,1,0,0,0
Venezuela,0,0.07,1.35,0
Vietnam,0,0.175,0.25,0
Yemen,0,0,0,0
Zambia,0,0.381,0.91,0
Zimbabwe,0,0,0,0
