country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,5.395,1.22,0
Albania,1,223.782,1.09,0
Algeria,2,23.375,1.12,0
Andorra,0,996.57,1.06,0
Angola,2,2.404,1.04,0
Antigua and Barbuda,2,10.212,0.35,0
Argentina,2,190.128,0.9,0
Armenia,1,527.464,0.94,0
Australia,2,0.471,0.99,0
Austria,1,644.209,0.89,78.722
Azerbaijan,1,342.138,1.42,0
Bahamas,2,22.886,0.63,0
Bahrain,2,99.319,0.88,0
Bangladesh,2,13.091,1.1,0
Barbados,2,3.48,1.19,0
Belarus,2,158.318,1.16,0
Belgium,1,273.003,0.65,92.41
Belize,1,221.316,1.14,0
Benin,2,4.784,0.96,0
Bhutan,2,0,0.99,0
Bolivia,2,11.051,0.92,0
Bosnia and Herzegovina,1,484.331,1.16,0
Botswana,2,0,0.74,0
Brazil,1,225.339,1.14,0
Brunei,2,0,0,0
Bulgaria,1,534.22,1.11,59.006
Burkina Faso,2,0.957,1.02,0
Burundi,2,0,0.83,0
Cambodia,2,0,0.87,0
Cameroon,2,1.733,0.94,0
Canada,2,131.365,1.13,0
Cape Verde,1,226.624,1.06,0
Central African Republic,2,0,0.65,0
Chad,2,0.365,0.93,0
Chile,2,52.573,0.99,0
China,2,0.074,1.68,0
Colombia,2,166.991,1.03,0
Comoros,2,0,0.63,0
Congo,2,0,0.52,0
Costa Rica,1,261.086,1.12,0
Cote d'Ivoire,2,0.455,0.98,0
Croatia,0,877.653,1.21,0
Cuba,2,6.71,1.18,0
Cyprus,1,289.988,1.18,0
Czechia,1,250.351,0.81,70.688
Democratic Republic of Congo,2,0.614,1.11,0
Denmark,1,204.24,1.1,7.251
Djibouti,2,1.012,0.76,0
Dominica,2,0,0,0
Dominican Republic,2,26.272,1.21,0
Ecuador,2,45.004,1.03,0
Egypt,2,3.567,1.21,0
El Salvador,2,0,1.13,0
Equatorial Guinea,2,0,0.58,0
Eritrea,2,0,0.43,0
Estonia,1,287.967,1.3,14.323
Eswatini,2,21.549,1.35,0
Ethiopia,2,4.506,1.16,0
Fiji,2,0,0,0
Finland,2,65.515,1.27,3.79
France,1,241.262,0.85,63.364
Gabon,2,10.334,1.11,0
Gambia,2,0.414,0.56,0
Georgia,0,769.833,1.11,0
Germany,1,390.134,1.12,0
Ghana,2,1.319,1.12,0
Greece,1,206.369,1.07,0
Grenada,2,0,0,0
Guatemala,2,35.723,1.02,0
Guinea,2,5.026,1.09,0
Guinea-Bissau,2,0,0.39,0
Guyana,2,59.754,1.02,0
Haiti,2,1.666,0.97,0
Honduras,2,91.372,1.04,0
Hungary,1,393.982,1.09,0
Iceland,2,41.026,0.83,5.861
India,2,32.238,0.98,0
Indonesia,2,20.232,1.12,0
International,2,0,0,0
Iran,2,164.811,1.11,0
Iraq,2,60.613,0.93,0
Ireland,2,52.048,0.78,7.291
Israel,2,124.66,1.18,0
Italy,1,427.576,0.89,63.643
Jamaica,2,22.289,1.02,0
Japan,2,15.41,1.18,0
Jordan,1,492.495,1.02,0
Kazakhstan,2,54.536,1.23,0
Kenya,2,15.064,1.02,0
Kosovo,1,364.243,1.23,0
Kuwait,2,98.816,0.74,0
Kyrgyzstan,2,123.387,0.95,0
Laos,2,0,0,0
Latvia,1,307.496,1.33,0
Lebanon,1,239.691,1.08,0
Lesotho,2,0,0.83,0
Liberia,2,5.338,1.06,0
Libya,2,89.794,1.01,0
Liechtenstein,1,655.531,0.96,0
Lithuania,0,830.918,1.25,0
Luxembourg,0,984.063,1.1,70.29
Madagascar,2,0,0.5,0
Malawi,2,0.052,0.84,0
Malaysia,2,29.97,1.11,0
Maldives,2,81.4,1.1,0
Mali,2,2.173,1.16,0
Malta,1,262.717,0.98,0
Marshall Islands,2,0,0,0
Mauritania,2,11.399,1.67,0
Mauritius,2,2.359,0.76,0
Mexico,2,80.158,1.09,0
Moldova,1,389.195,1.16,0
Monaco,2,178.371,0.75,0
Mongolia,2,3.965,1.43,0
Montenegro,0,987.164,1,0
Morocco,2,134.894,0.97,0
Mozambique,2,2.272,1.06,0
Myanmar,2,24.444,1.08,0
Namibia,2,26.762,1.16,0
Nepal,2,66.857,0.91,0
Netherlands,1,294.954,0.91,33.207
New Zealand,2,0.207,1.18,0
Nicaragua,2,0,0.62,0
Niger,2,0.537,1.47,0
Nigeria,2,0.961,1.08,0
North Macedonia,1,617.746,1.05,0
Norway,2,101.637,1,0
Oman,2,0,0.95,0
Pakistan,2,14.967,1.26,0
Palestine,1,337.161,1.44,0
Panama,1,371.283,1.2,0
Papua New Guinea,2,1.677,0.72,0
Paraguay,2,138.38,1.1,0
Peru,2,57.079,0.96,0
Philippines,2,10.887,0.92,0
Poland,1,405.743,0.93,0
Portugal,1,518.795,1,50.703
Qatar,2,72.543,0.99,0
Romania,1,506.246,1.05,62.637
Russia,2,160.298,1.09,0
Rwanda,2,2.239,1.29,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,49.012,0.85,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,0,1885.792,1.26,0
Sao Tome and Principe,2,4.563,0.81,0
Saudi Arabia,2,9.364,0.91,0
Senegal,2,1.135,1.28,0
Serbia,0,1113.806,1.45,0
Seychelles,2,0,0.16,0
Sierra Leone,2,0.251,0.94,0
Singapore,2,1.197,1.1,0
Slovakia,1,331.707,0.99,0
Slovenia,0,1070.742,1.07,97.646
Solomon Islands,2,0,0,0
Somalia,2,0,0.73,0
South Africa,2,54.798,1.25,0
South Korea,2,11.371,1.73,0
South Sudan,2,2.323,1.13,0
Spain,1,218.63,0.95,60.7
Sri Lanka,2,23.443,1.09,0
Sudan,2,4.972,1.4,0
Suriname,2,8.523,0.84,0
Sweden,1,490.531,1.49,0
Switzerland,1,563.399,0.95,0
Syria,2,5.143,1.11,0
Taiwan,2,0.21,1.13,0
Tajikistan,2,3.879,0.96,0
Tanzania,2,0,0,0
Thailand,2,0.229,1.18,0
Timor,2,0,0,0
Togo,2,2.053,1.04,0
Trinidad and Tobago,2,10.718,1.11,0
Tunisia,2,92.566,1.02,0
Turkey,2,80.793,2.62,0
Uganda,2,10.581,1.18,0
Ukraine,1,323.869,1.15,0
United Arab Emirates,2,131.137,1.03,0
United Kingdom,1,268.995,0.86,21.801
United States,1,547.69,1.07,53.595
Uruguay,2,33.969,1.22,0
Uzbekistan,2,7.231,0.91,0
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,2,11.218,0.98,0
Vietnam,2,0.051,1.11,0
Yemen,2,0.335,1.7,0
Zambia,2,3.753,0.9,0
Zimbabwe,2,7.401,1.29,0
