Nation,Similarity Score
Argentina,262
Bahrain,190
Bangladesh,171
Barbados,170
Bhutan,165
Bolivia,178
Botswana,177
Brunei,148
China,126
El Salvador,175
Fiji,168
Gabon,175
Iceland,140
Indonesia,153
Kuwait,212
Malaysia,162
Mongolia,129
Nepal,196
New Zealand,124
Nigeria,166
Oman,191
Panama,251
Paraguay,202
Poland,172
Rwanda,167
Singapore,124
Taiwan,49
Tajikistan,126
United Kingdom,186
Uzbekistan,173
Czechia,138
Germany,174
Moldova,241
Monaco,144
Australia,161
France,158
India,190
Philippines,162
Ecuador,177
Portugal,188
Papua New Guinea,150
Belgium,159
Croatia,176
Cuba,163
Finland,133
Georgia,166
Guatemala,180
Guinea,163
Kyrgyzstan,187
Sri Lanka,162
Sudan,158
Zimbabwe,159
Brazil,224
Kazakhstan,190
Liberia,152
Seychelles,128
Uganda,163
Italy,120
Qatar,145
Russia,185
Saudi Arabia,158
Timor,116
Trinidad and Tobago,181
Bosnia and Herzegovina,220
Jamaica,171
Norway,134
Pakistan,159
Spain,165
Burundi,49
Japan,74
Romania,184
United States,210
Costa Rica,242
Israel,220
South Korea,106
Vietnam,127
Ireland,156
Cape Verde,223
Guyana,178
Mauritania,144
Turkey,165
Angola,145
Solomon Islands,73
Gambia,158
Libya,197
Bulgaria,127
Malawi,131
Mozambique,141
Albania,169
Eswatini,165
Belize,184
Iraq,182
Lebanon,190
Zambia,89
Benin,98
Iran,130
Palestine,179
Afghanistan,140
San Marino,69
Austria,133
Greece,129
Kenya,146
Serbia,108
Nicaragua,34
Switzerland,97
United Arab Emirates,174
Azerbaijan,155
Denmark,156
Latvia,140
Lithuania,118
Venezuela,138
Hungary,152
Dominican Republic,178
Honduras,174
Ukraine,171
Haiti,130
Slovakia,122
Slovenia,102
Tunisia,134
Cyprus,148
Jordan,138
Luxembourg,121
Peru,167
South Africa,163
Lesotho,124
Thailand,129
Cambodia,95
Chad,107
Algeria,130
Andorra,71
Antigua and Barbuda,24
Armenia,54
Bahamas,75
Belarus,36
Burkina Faso,99
Cameroon,120
Canada,142
Central African Republic,120
Chile,136
Comoros,24
Congo,125
Cote d'Ivoire,124
Democratic Republic of Congo,125
Djibouti,102
Dominica,106
Egypt,125
Equatorial Guinea,25
Eritrea,126
Estonia,100
Ethiopia,123
Ghana,124
Grenada,23
Guinea-Bissau,24
International,24
Kosovo,155
Laos,83
Liechtenstein,19
Madagascar,122
Maldives,100
Mali,114
Malta,75
Marshall Islands,24
Mauritius,101
Mexico,134
Montenegro,69
Morocco,159
Myanmar,130
Namibia,136
Netherlands,138
Niger,73
North Macedonia,46
Saint Kitts and Nevis,24
Saint Lucia,24
Saint Vincent and the Grenadines,23
Samoa,24
Sao Tome and Principe,24
Senegal,123
Sierra Leone,112
Somalia,98
South Sudan,126
Suriname,176
Sweden,115
Syria,132
Tanzania,68
Togo,116
Uruguay,118
Vanuatu,117
Vatican,23
Yemen,84
Hong Kong,10
