Nation,Similarity Score
Afghanistan,122
Albania,48
Algeria,81
Andorra,105
Angola,226
Antigua and Barbuda,155
Argentina,50
Armenia,48
Australia,114
Austria,37
Azerbaijan,54
Bahamas,114
Bahrain,38
Bangladesh,83
Barbados,160
Belarus,59
Belgium,41
Belize,146
Benin,148
Bhutan,177
Bolivia,70
Bosnia and Herzegovina,50
Botswana,154
Brazil,50
Brunei,150
Bulgaria,52
Burkina Faso,155
Burundi,176
Cambodia,170
Cameroon,132
Canada,44
Cape Verde,81
Central African Republic,138
Chad,158
Chile,46
China,141
Colombia,50
Comoros,166
Congo,153
Costa Rica,54
Cote d'Ivoire,129
Croatia,66
Cuba,158
Cyprus,77
Czechia,41
Democratic Republic of Congo,142
Denmark,44
Djibouti,116
Dominica,163
Dominican Republic,53
Ecuador,62
Egypt,107
El Salvador,72
Equatorial Guinea,158
Eritrea,170
Estonia,73
Eswatini,86
Ethiopia,190
Fiji,166
Finland,86
France,47
Gabon,116
Gambia,173
Georgia,96
Germany,38
Ghana,142
Greece,70
Grenada,165
Guatemala,80
Guinea,127
Guinea-Bissau,136
Guyana,110
Haiti,147
Honduras,68
Hungary,92
Iceland,87
India,79
Indonesia,69
International,177
Iran,32
Iraq,56
Ireland,56
Israel,38
Italy,39
Jamaica,109
Japan,129
Jordan,127
Kazakhstan,72
Kenya,141
Kosovo,55
Kuwait,42
Kyrgyzstan,69
Laos,173
Latvia,94
Lebanon,59
Lesotho,172
Liberia,126
Libya,117
Liechtenstein,143
Lithuania,74
Luxembourg,49
Madagascar,159
Malawi,165
Malaysia,92
Maldives,71
Mali,135
Malta,62
Marshall Islands,176
Mauritania,167
Mauritius,154
Mexico,52
Moldova,50
Monaco,128
Mongolia,160
Montenegro,100
Morocco,55
Mozambique,221
Myanmar,164
Namibia,139
Nepal,111
Netherlands,39
New Zealand,138
Nicaragua,164
Niger,153
Nigeria,137
North Macedonia,49
Norway,61
Oman,53
Pakistan,130
Palestine,88
Panama,51
Papua New Guinea,186
Paraguay,74
Peru,54
Philippines,53
Poland,45
Portugal,43
Qatar,43
Romania,43
Russia,49
Rwanda,168
Saint Kitts and Nevis,167
Saint Lucia,161
Saint Vincent and the Grenadines,157
Samoa,179
San Marino,94
Sao Tome and Principe,138
Saudi Arabia,54
Senegal,119
Serbia,51
Seychelles,159
Sierra Leone,137
Singapore,55
Slovakia,95
Slovenia,78
Solomon Islands,180
Somalia,133
South Africa,49
South Korea,168
South Sudan,164
Spain,47
Sri Lanka,118
Sudan,141
Suriname,137
Sweden,42
Switzerland,45
Taiwan,146
Tajikistan,180
Tanzania,173
Thailand,140
Timor,169
Togo,192
Trinidad and Tobago,143
Tunisia,127
Turkey,53
Uganda,214
Ukraine,58
United Arab Emirates,48
United Kingdom,34
United States,40
Uruguay,127
Uzbekistan,93
Vanuatu,177
Vatican,166
Venezuela,100
Vietnam,173
Yemen,161
Zambia,185
Zimbabwe,193
Hong Kong,19
