Nation,Similarity Score
Afghanistan,82
Albania,65
Algeria,125
Andorra,72
Angola,124
Antigua and Barbuda,88
Argentina,59
Armenia,50
Australia,97
Austria,46
Azerbaijan,63
Bahamas,93
Bahrain,41
Bangladesh,84
Barbados,111
Belarus,49
Belgium,40
Belize,81
Benin,97
Bhutan,103
Bolivia,73
Bosnia and Herzegovina,59
Botswana,81
Brazil,57
Brunei,90
Bulgaria,74
Burkina Faso,92
Burundi,89
Cambodia,83
Cameroon,88
Canada,52
Cape Verde,62
Central African Republic,74
Chad,89
Chile,52
China,47
Colombia,63
Comoros,89
Congo,90
Costa Rica,82
Cote d'Ivoire,103
Croatia,67
Cuba,132
Cyprus,82
Czechia,52
Democratic Republic of Congo,90
Denmark,52
Djibouti,84
Dominica,84
Dominican Republic,60
Ecuador,64
Egypt,87
El Salvador,73
Equatorial Guinea,86
Eritrea,88
Estonia,82
Eswatini,89
Ethiopia,123
Fiji,88
Finland,82
France,43
Gabon,78
Gambia,96
Georgia,101
Germany,51
Ghana,89
Greece,83
Grenada,90
Guatemala,74
Guinea,121
Guinea-Bissau,77
Guyana,93
Haiti,90
Honduras,71
Hungary,95
Iceland,83
India,83
Indonesia,111
International,84
Iran,33
Iraq,63
Ireland,57
Israel,49
Italy,58
Jamaica,121
Japan,127
Jordan,100
Kazakhstan,84
Kenya,131
Kosovo,66
Kuwait,45
Kyrgyzstan,72
Laos,84
Latvia,112
Lebanon,70
Lesotho,87
Liberia,86
Libya,70
Liechtenstein,81
Lithuania,98
Luxembourg,45
Madagascar,104
Malawi,102
Malaysia,124
Maldives,51
Mali,97
Malta,69
Marshall Islands,84
Mauritania,94
Mauritius,99
Mexico,59
Moldova,54
Monaco,81
Mongolia,85
Montenegro,76
Morocco,74
Mozambique,123
Myanmar,120
Namibia,101
Nepal,76
Netherlands,45
New Zealand,99
Nicaragua,80
Niger,86
Nigeria,104
North Macedonia,50
Norway,73
Oman,56
Pakistan,101
Palestine,75
Panama,48
Papua New Guinea,88
Paraguay,64
Peru,53
Philippines,89
Poland,62
Portugal,42
Qatar,52
Romania,48
Russia,53
Rwanda,115
Saint Kitts and Nevis,85
Saint Lucia,100
Saint Vincent and the Grenadines,85
Samoa,84
San Marino,62
Sao Tome and Principe,88
Saudi Arabia,78
Senegal,92
Serbia,65
Seychelles,92
Sierra Leone,91
Singapore,40
Slovakia,107
Slovenia,74
Solomon Islands,86
Somalia,82
South Africa,67
South Korea,102
South Sudan,82
Spain,44
Sri Lanka,124
Sudan,77
Suriname,79
Sweden,40
Switzerland,50
Syria,127
Taiwan,76
Tajikistan,114
Tanzania,86
Thailand,82
Timor,83
Togo,114
Trinidad and Tobago,104
Tunisia,98
Turkey,64
Uganda,118
Ukraine,61
United Arab Emirates,45
United Kingdom,38
United States,44
Uzbekistan,92
Vanuatu,84
Vatican,83
Venezuela,89
Vietnam,82
Yemen,84
Zambia,112
Zimbabwe,108
Hong Kong,5
