Nation,Similarity Score
Afghanistan,54
Albania,65
Algeria,43
Andorra,64
Angola,38
Antigua and Barbuda,46
Argentina,102
Armenia,65
Australia,38
Austria,61
Azerbaijan,62
Bahamas,70
Bahrain,126
Bangladesh,59
Barbados,38
Belarus,58
Belgium,54
Belize,57
Benin,42
Bhutan,45
Bolivia,62
Bosnia and Herzegovina,68
Botswana,47
Brazil,98
Brunei,40
Bulgaria,53
Burkina Faso,38
Burundi,39
Cambodia,38
Cameroon,44
Canada,67
Cape Verde,69
Central African Republic,46
Chad,44
Chile,84
China,12
Colombia,88
Comoros,41
Congo,41
Costa Rica,81
Cote d'Ivoire,47
Croatia,47
Cuba,44
Cyprus,69
Czechia,58
Democratic Republic of Congo,41
Denmark,66
Djibouti,50
Dominica,46
Dominican Republic,81
Ecuador,64
Egypt,56
El Salvador,63
Equatorial Guinea,40
Eritrea,38
Estonia,70
Eswatini,55
Ethiopia,38
Fiji,39
Finland,58
France,58
Gabon,45
Gambia,39
Georgia,46
Germany,79
Ghana,47
Greece,54
Grenada,40
Guatemala,63
Guinea,46
Guinea-Bissau,42
Guyana,60
Haiti,44
Honduras,69
Hungary,51
Iceland,63
India,48
Indonesia,50
International,38
Iran,61
Iraq,86
Ireland,64
Italy,44
Jamaica,46
Japan,38
Jordan,45
Kazakhstan,72
Kenya,45
Kosovo,73
Kuwait,93
Kyrgyzstan,76
Laos,38
Latvia,52
Lebanon,63
Lesotho,38
Liberia,41
Libya,61
Liechtenstein,41
Lithuania,51
Luxembourg,64
Madagascar,40
Malawi,38
Malaysia,47
Maldives,90
Mali,42
Malta,61
Marshall Islands,38
Mauritania,54
Mauritius,39
Mexico,61
Moldova,64
Monaco,58
Mongolia,38
Montenegro,81
Morocco,69
Mozambique,38
Myanmar,40
Namibia,46
Nepal,72
Netherlands,58
New Zealand,39
Nicaragua,39
Niger,38
Nigeria,45
North Macedonia,65
Norway,74
Oman,66
Pakistan,55
Palestine,63
Panama,90
Papua New Guinea,38
Paraguay,78
Peru,90
Philippines,50
Poland,54
Portugal,65
Qatar,88
Romania,55
Russia,59
Rwanda,38
Saint Kitts and Nevis,39
Saint Lucia,44
Saint Vincent and the Grenadines,39
Samoa,38
San Marino,41
Sao Tome and Principe,45
Saudi Arabia,51
Senegal,41
Serbia,57
Seychelles,39
Sierra Leone,44
Singapore,31
Slovakia,46
Slovenia,45
Solomon Islands,38
Somalia,44
South Africa,68
South Korea,28
South Sudan,38
Spain,75
Sri Lanka,44
Sudan,41
Suriname,66
Sweden,56
Switzerland,65
Syria,38
Taiwan,36
Tajikistan,48
Tanzania,38
Thailand,37
Timor,38
Togo,41
Trinidad and Tobago,44
Tunisia,52
Turkey,70
Uganda,40
Ukraine,62
United Arab Emirates,72
United Kingdom,65
United States,90
Uruguay,49
Uzbekistan,43
Vanuatu,38
Vatican,38
Venezuela,44
Vietnam,37
Yemen,40
Zambia,39
Zimbabwe,40
Hong Kong,2
