Nation,Similarity Score
Afghanistan,165
Albania,48
Algeria,62
Andorra,166
Angola,230
Antigua and Barbuda,266
Argentina,55
Armenia,48
Australia,175
Austria,39
Azerbaijan,51
Bahamas,144
Bahrain,38
Bangladesh,84
Barbados,210
Belarus,59
Belgium,42
Belize,181
Benin,255
Bhutan,232
Bolivia,70
Bosnia and Herzegovina,64
Botswana,258
Brazil,55
Brunei,278
Bulgaria,54
Burkina Faso,276
Burundi,298
Cambodia,302
Cameroon,219
Canada,39
Cape Verde,83
Central African Republic,232
Chad,286
Chile,46
China,273
Colombia,53
Comoros,251
Congo,253
Costa Rica,75
Cote d'Ivoire,164
Croatia,72
Cuba,154
Cyprus,81
Czechia,42
Democratic Republic of Congo,260
Denmark,56
Djibouti,154
Dominica,284
Dominican Republic,54
Ecuador,67
Egypt,148
El Salvador,96
Equatorial Guinea,262
Eritrea,279
Estonia,79
Eswatini,91
Ethiopia,173
Fiji,296
Finland,73
France,70
Gabon,189
Gambia,238
Georgia,101
Germany,36
Ghana,167
Greece,76
Grenada,290
Guatemala,88
Guinea,140
Guinea-Bissau,244
Guyana,123
Haiti,214
Honduras,80
Hungary,90
Iceland,97
India,88
Indonesia,75
International,311
Iran,32
Iraq,63
Ireland,50
Israel,40
Italy,32
Jamaica,114
Japan,110
Jordan,147
Kazakhstan,73
Kenya,132
Kosovo,67
Kuwait,42
Kyrgyzstan,79
Laos,311
Latvia,106
Lebanon,72
Lesotho,256
Liberia,232
Libya,130
Liechtenstein,210
Lithuania,73
Luxembourg,71
Madagascar,203
Malawi,249
Malaysia,155
Maldives,72
Mali,255
Malta,78
Marshall Islands,309
Mauritania,168
Mauritius,265
Mexico,57
Moldova,50
Monaco,172
Mongolia,282
Montenegro,112
Morocco,62
Mozambique,220
Myanmar,221
Namibia,144
Nepal,114
Netherlands,38
New Zealand,255
Nicaragua,280
Niger,292
Nigeria,212
North Macedonia,49
Norway,57
Oman,89
Pakistan,110
Palestine,98
Panama,51
Papua New Guinea,300
Paraguay,90
Peru,71
Philippines,65
Poland,45
Portugal,43
Qatar,43
Romania,43
Russia,52
Rwanda,212
Saint Kitts and Nevis,297
Saint Lucia,257
Saint Vincent and the Grenadines,272
San Marino,202
Sao Tome and Principe,199
Saudi Arabia,50
Senegal,142
Serbia,50
Seychelles,271
Sierra Leone,227
Singapore,75
Slovakia,102
Slovenia,80
Solomon Islands,309
Somalia,236
South Africa,53
South Korea,178
South Sudan,276
Spain,86
Sri Lanka,208
Sudan,230
Suriname,135
Sweden,77
Switzerland,65
Syria,230
Taiwan,283
Tajikistan,142
Tanzania,307
Thailand,277
Timor,303
Togo,233
Trinidad and Tobago,161
Tunisia,165
Turkey,54
Uganda,239
Ukraine,60
United Arab Emirates,47
United Kingdom,36
United States,40
Uruguay,107
Uzbekistan,98
Vanuatu,311
Vatican,299
Venezuela,110
Vietnam,308
Yemen,291
Zambia,210
Zimbabwe,222
Hong Kong,70
