Nation,Similarity Score
Afghanistan,74
Albania,58
Algeria,47
Andorra,49
Angola,23
Antigua and Barbuda,31
Armenia,31
Australia,46
Austria,120
Azerbaijan,34
Bahamas,31
Belarus,92
Belgium,30
Belize,29
Benin,82
Bosnia and Herzegovina,65
Brazil,9
Bulgaria,95
Burkina Faso,86
Burundi,44
Cambodia,111
Cameroon,70
Canada,35
Cape Verde,22
Central African Republic,47
Chad,39
Chile,33
Comoros,31
Congo,52
Costa Rica,28
Cote d'Ivoire,124
Croatia,140
Cuba,8
Cyprus,48
Czechia,92
Democratic Republic of Congo,45
Denmark,90
Djibouti,75
Dominica,141
Dominican Republic,38
Ecuador,23
Egypt,49
Equatorial Guinea,31
Eritrea,47
Estonia,126
Eswatini,28
Ethiopia,17
Finland,149
France,19
Gambia,52
Georgia,25
Germany,32
Ghana,76
Greece,95
Grenada,31
Guatemala,18
Guinea,44
Guinea-Bissau,31
Guyana,19
Haiti,91
Honduras,41
Hungary,88
India,14
International,31
Iran,47
Iraq,41
Ireland,50
Israel,54
Italy,51
Jamaica,19
Japan,143
Jordan,41
Kazakhstan,31
Kenya,22
Kosovo,61
Kyrgyzstan,24
Laos,153
Latvia,74
Lebanon,61
Lesotho,63
Liberia,19
Libya,30
Liechtenstein,31
Lithuania,173
Luxembourg,97
Madagascar,95
Malawi,36
Maldives,31
Mali,90
Malta,31
Marshall Islands,31
Mauritania,84
Mauritius,125
Mexico,45
Moldova,19
Monaco,60
Montenegro,31
Morocco,46
Mozambique,31
Myanmar,20
Namibia,104
Netherlands,81
Nicaragua,76
Niger,101
North Macedonia,31
Norway,101
Pakistan,51
Palestine,68
Papua New Guinea,56
Peru,48
Philippines,21
Portugal,40
Qatar,28
Romania,65
Russia,32
Saint Kitts and Nevis,31
Saint Lucia,31
Saint Vincent and the Grenadines,31
Samoa,31
Sao Tome and Principe,31
Saudi Arabia,25
Senegal,137
Serbia,46
Seychelles,151
Sierra Leone,167
Slovakia,112
Slovenia,62
Solomon Islands,131
Somalia,132
South Africa,60
South Korea,43
South Sudan,84
Spain,46
Sri Lanka,71
Sudan,27
Suriname,43
Sweden,55
Switzerland,106
Syria,43
Tanzania,77
Thailand,43
Timor,144
Togo,47
Trinidad and Tobago,16
Tunisia,111
Turkey,31
Uganda,30
Ukraine,54
United Arab Emirates,52
United States,27
Uruguay,113
Vanuatu,88
Vatican,31
Venezuela,58
Vietnam,42
Yemen,114
Zambia,58
Zimbabwe,9
Paraguay,16
Poland,67
Argentina,5
Colombia,11
Nigeria,16
Panama,16
Tajikistan,71
United Kingdom,29
Uzbekistan,54
Bahrain,19
Bangladesh,35
Barbados,84
Bhutan,23
Botswana,25
Brunei,89
El Salvador,22
Fiji,22
Gabon,4
Iceland,45
Indonesia,19
Kuwait,34
Malaysia,31
Nepal,15
New Zealand,84
Oman,63
Rwanda,26
Singapore,16
Taiwan,81
Bolivia,35
China,19
Mongolia,43
Hong Kong,1
