Nation,Similarity Score
Albania,131
Algeria,151
Andorra,52
Angola,139
Antigua and Barbuda,101
Armenia,43
Australia,18
Austria,40
Azerbaijan,117
Bahamas,57
Belarus,42
Belgium,16
Belize,147
Benin,99
Bosnia and Herzegovina,67
Brazil,45
Bulgaria,55
Burkina Faso,150
Burundi,89
Cambodia,106
Cameroon,107
Canada,51
Cape Verde,93
Central African Republic,153
Chad,148
Chile,50
Comoros,104
Congo,151
Costa Rica,85
Cote d'Ivoire,140
Croatia,30
Cuba,28
Cyprus,37
Czechia,11
Democratic Republic of Congo,193
Denmark,33
Djibouti,107
Dominica,150
Dominican Republic,81
Ecuador,70
Egypt,160
Equatorial Guinea,104
Eritrea,157
Estonia,32
Eswatini,118
Ethiopia,94
Finland,24
France,9
Gambia,134
Georgia,88
Germany,67
Ghana,76
Greece,49
Grenada,103
Guatemala,96
Guinea,145
Guinea-Bissau,104
Guyana,141
Haiti,171
Honduras,96
Hungary,39
India,110
International,104
Iran,71
Iraq,65
Ireland,24
Israel,10
Italy,3
Jamaica,86
Japan,49
Jordan,103
Kazakhstan,31
Kenya,120
Kosovo,93
Kyrgyzstan,94
Laos,123
Latvia,32
Lebanon,142
Lesotho,107
Liberia,146
Libya,97
Liechtenstein,53
Lithuania,46
Luxembourg,35
Madagascar,139
Malawi,87
Maldives,46
Mali,113
Malta,30
Marshall Islands,104
Mauritania,160
Mauritius,174
Mexico,106
Moldova,42
Monaco,64
Montenegro,32
Morocco,80
Mozambique,92
Myanmar,50
Namibia,80
Netherlands,66
Nicaragua,115
Niger,105
North Macedonia,44
Norway,18
Pakistan,129
Palestine,110
Papua New Guinea,94
Peru,47
Philippines,110
Portugal,31
Qatar,10
Romania,54
Russia,27
Saint Kitts and Nevis,104
Saint Lucia,98
Saint Vincent and the Grenadines,104
Samoa,104
San Marino,94
Sao Tome and Principe,102
Saudi Arabia,28
Senegal,123
Serbia,47
Seychelles,102
Sierra Leone,143
Slovakia,39
Slovenia,43
Solomon Islands,80
Somalia,90
South Africa,66
South Korea,9
South Sudan,173
Spain,42
Sri Lanka,42
Sudan,171
Suriname,122
Sweden,63
Switzerland,51
Syria,164
Tanzania,119
Thailand,23
Timor,118
Togo,60
Trinidad and Tobago,105
Tunisia,73
Turkey,67
Uganda,96
Ukraine,107
United Arab Emirates,9
United States,23
Uruguay,50
Vanuatu,196
Vatican,101
Venezuela,148
Vietnam,53
Yemen,115
Zambia,76
Zimbabwe,117
Colombia,74
Panama,29
Paraguay,70
Poland,56
Argentina,71
Bahrain,10
Bangladesh,108
Barbados,149
Bhutan,131
Botswana,93
Brunei,79
El Salvador,64
Fiji,88
Gabon,95
Iceland,6
Indonesia,113
Kuwait,19
Malaysia,25
Nepal,89
New Zealand,8
Nigeria,149
Oman,50
Rwanda,23
Singapore,30
Tajikistan,99
United Kingdom,7
Uzbekistan,158
Mongolia,112
China,108
Bolivia,53
Hong Kong,8
Taiwan,5
