Nation,Similarity Score
Afghanistan,57
Albania,38
Algeria,44
Andorra,65
Angola,16
Antigua and Barbuda,214
Armenia,138
Australia,2
Austria,41
Azerbaijan,41
Belarus,95
Belgium,14
Belize,46
Benin,32
Bosnia and Herzegovina,23
Brazil,41
Bulgaria,24
Burkina Faso,66
Burundi,157
Cambodia,53
Cameroon,58
Canada,41
Cape Verde,45
Central African Republic,68
Chad,45
Chile,69
Comoros,217
Congo,50
Costa Rica,50
Cote d'Ivoire,56
Croatia,16
Cuba,5
Cyprus,50
Czechia,18
Democratic Republic of Congo,54
Denmark,45
Djibouti,58
Dominica,73
Dominican Republic,52
Ecuador,9
Egypt,51
Equatorial Guinea,207
Eritrea,49
Estonia,53
Eswatini,20
Ethiopia,42
Finland,6
France,13
Gambia,20
Georgia,12
Germany,10
Ghana,38
Greece,41
Grenada,217
Guatemala,7
Guinea,7
Guinea-Bissau,211
Guyana,18
Haiti,43
Honduras,44
Hungary,43
India,7
International,217
Iran,40
Iraq,47
Ireland,27
Israel,35
Italy,8
Jamaica,19
Japan,15
Jordan,51
Kazakhstan,13
Kenya,23
Kosovo,57
Kyrgyzstan,13
Laos,75
Latvia,41
Lebanon,53
Lesotho,42
Liberia,10
Libya,42
Liechtenstein,187
Lithuania,37
Luxembourg,48
Madagascar,55
Malawi,22
Maldives,164
Mali,61
Malta,95
Marshall Islands,217
Mauritania,50
Mauritius,107
Mexico,46
Moldova,30
Monaco,90
Montenegro,204
Morocco,59
Mozambique,21
Myanmar,39
Namibia,56
Netherlands,62
Nicaragua,168
Niger,105
North Macedonia,193
Norway,16
Pakistan,17
Palestine,55
Papua New Guinea,9
Peru,74
Philippines,2
Portugal,10
Qatar,26
Romania,20
Russia,23
Saint Kitts and Nevis,215
Saint Lucia,216
Saint Vincent and the Grenadines,217
Samoa,217
San Marino,52
Sao Tome and Principe,202
Saudi Arabia,8
Senegal,54
Serbia,28
Seychelles,44
Sierra Leone,68
Slovakia,38
Slovenia,46
Solomon Islands,34
Somalia,70
South Africa,36
South Korea,7
South Sudan,37
Spain,22
Sri Lanka,4
Sudan,20
Suriname,62
Sweden,44
Switzerland,38
Syria,39
Tanzania,93
Thailand,17
Timor,45
Togo,53
Trinidad and Tobago,10
Tunisia,56
Turkey,8
Uganda,3
Ukraine,51
United Arab Emirates,20
United States,42
Uruguay,50
Vanuatu,79
Vatican,209
Venezuela,37
Vietnam,6
Yemen,72
Zambia,32
Zimbabwe,4
Paraguay,24
Poland,9
Tajikistan,25
Taiwan,17
New Zealand,5
Singapore,1
Argentina,51
Colombia,38
Kuwait,37
Bolivia,10
El Salvador,6
Gabon,2
Bahrain,42
Oman,20
Panama,33
Barbados,6
Bhutan,1
Botswana,9
Brunei,8
Fiji,1
Indonesia,1
Mongolia,2
United Kingdom,11
Iceland,17
Nepal,13
Uzbekistan,2
Malaysia,1
