Nation,Similarity Score
Afghanistan,40
Albania,35
Algeria,17
Andorra,68
Angola,26
Antigua and Barbuda,8
Armenia,14
Australia,44
Austria,129
Azerbaijan,25
Bahamas,17
Belarus,51
Belgium,68
Belize,43
Benin,149
Bosnia and Herzegovina,58
Brazil,51
Bulgaria,139
Burkina Faso,125
Burundi,27
Cambodia,132
Cameroon,60
Canada,47
Cape Verde,59
Central African Republic,46
Chad,9
Chile,43
Comoros,8
Congo,14
Costa Rica,71
Cote d'Ivoire,94
Croatia,71
Cuba,42
Cyprus,67
Czechia,95
Democratic Republic of Congo,48
Denmark,87
Djibouti,42
Dominica,105
Dominican Republic,32
Ecuador,44
Egypt,16
Equatorial Guinea,8
Eritrea,9
Estonia,125
Eswatini,25
Ethiopia,18
Finland,166
France,69
Gambia,47
Georgia,29
Germany,96
Ghana,60
Greece,85
Grenada,8
Guatemala,54
Guinea,58
Guinea-Bissau,8
Guyana,36
Haiti,31
Honduras,26
Hungary,75
India,45
International,8
Iran,77
Iraq,37
Ireland,103
Israel,53
Italy,64
Jamaica,22
Japan,106
Jordan,44
Kazakhstan,35
Kenya,15
Kosovo,18
Kyrgyzstan,43
Laos,112
Latvia,123
Lebanon,23
Lesotho,46
Liberia,23
Libya,37
Liechtenstein,11
Lithuania,110
Luxembourg,58
Madagascar,35
Malawi,55
Maldives,25
Mali,88
Malta,17
Marshall Islands,8
Mauritania,81
Mauritius,55
Mexico,29
Moldova,29
Monaco,55
Montenegro,8
Morocco,32
Mozambique,49
Myanmar,10
Namibia,60
Netherlands,57
Nicaragua,31
Niger,62
North Macedonia,14
Pakistan,47
Palestine,27
Papua New Guinea,96
Peru,32
Philippines,5
Portugal,58
Qatar,54
Romania,58
Russia,58
Saint Kitts and Nevis,8
Saint Lucia,10
Saint Vincent and the Grenadines,9
Samoa,8
San Marino,93
Sao Tome and Principe,8
Saudi Arabia,54
Senegal,98
Serbia,64
Seychelles,118
Sierra Leone,97
Slovakia,115
Slovenia,103
Solomon Islands,123
Somalia,91
South Africa,36
South Korea,70
South Sudan,31
Spain,70
Sri Lanka,106
Sudan,34
Suriname,19
Sweden,34
Switzerland,121
Syria,25
Tanzania,63
Thailand,63
Timor,151
Togo,61
Trinidad and Tobago,64
Tunisia,73
Turkey,57
Uganda,17
Ukraine,41
United Arab Emirates,53
United States,35
Uruguay,90
Vanuatu,45
Vatican,8
Venezuela,25
Vietnam,36
Yemen,89
Zambia,79
Zimbabwe,21
Argentina,43
Bahrain,50
Bangladesh,20
Barbados,92
Bhutan,24
Botswana,53
Fiji,35
Iceland,112
Indonesia,29
Nepal,31
New Zealand,72
Nigeria,45
Oman,19
Rwanda,28
Uzbekistan,59
Colombia,39
Panama,38
United Kingdom,45
Brunei,114
El Salvador,16
Malaysia,47
Singapore,27
Taiwan,61
Tajikistan,96
Gabon,24
Kuwait,41
Paraguay,37
Poland,97
Mongolia,32
China,12
Bolivia,3
Hong Kong,4
