Nation,Similarity Score
Afghanistan,77
Albania,113
Algeria,124
Andorra,106
Angola,105
Antigua and Barbuda,109
Argentina,60
Armenia,92
Australia,119
Azerbaijan,76
Bahamas,112
Bahrain,46
Bangladesh,96
Barbados,111
Belarus,86
Belgium,121
Belize,123
Benin,105
Bhutan,107
Bolivia,57
Bosnia and Herzegovina,138
Botswana,108
Brazil,60
Brunei,107
Bulgaria,136
Burkina Faso,105
Burundi,105
Cambodia,105
Cameroon,93
Canada,100
Cape Verde,78
Central African Republic,80
Chad,105
Chile,76
China,79
Colombia,66
Comoros,95
Congo,99
Costa Rica,76
Cote d'Ivoire,100
Croatia,170
Cuba,109
Cyprus,146
Czechia,149
Democratic Republic of Congo,105
Denmark,136
Djibouti,75
Dominica,108
Dominican Republic,66
Ecuador,86
Egypt,80
El Salvador,66
Equatorial Guinea,96
Eritrea,104
Estonia,136
Eswatini,88
Ethiopia,114
Fiji,105
Finland,117
France,114
Gabon,68
Gambia,113
Georgia,159
Germany,148
Ghana,91
Greece,133
Grenada,106
Guatemala,68
Guinea,106
Guinea-Bissau,91
Guyana,123
Haiti,87
Honduras,69
Hungary,160
Iceland,148
India,120
Indonesia,110
International,105
Iran,116
Iraq,83
Ireland,138
Israel,84
Italy,151
Jamaica,137
Japan,105
Jordan,145
Kazakhstan,67
Kenya,118
Kosovo,92
Kuwait,59
Kyrgyzstan,90
Laos,105
Latvia,123
Lebanon,135
Lesotho,115
Liberia,105
Libya,141
Liechtenstein,140
Lithuania,149
Luxembourg,97
Madagascar,110
Malawi,107
Malaysia,104
Maldives,65
Mali,106
Malta,147
Marshall Islands,105
Mauritania,82
Mauritius,107
Mexico,72
Moldova,73
Monaco,128
Mongolia,105
Montenegro,114
Morocco,149
Mozambique,105
Myanmar,105
Namibia,114
Nepal,123
Netherlands,151
New Zealand,106
Nicaragua,99
Niger,105
Nigeria,105
North Macedonia,118
Norway,142
Oman,79
Pakistan,77
Palestine,102
Panama,68
Papua New Guinea,105
Paraguay,140
Peru,59
Philippines,129
Poland,166
Portugal,153
Qatar,75
Romania,130
Russia,84
Rwanda,109
Saint Kitts and Nevis,110
Saint Lucia,105
Saint Vincent and the Grenadines,104
Samoa,105
San Marino,87
Sao Tome and Principe,81
Saudi Arabia,58
Senegal,109
Serbia,93
Seychelles,103
Sierra Leone,105
Singapore,40
Slovakia,145
Slovenia,179
Solomon Islands,105
Somalia,105
South Africa,62
South Korea,97
South Sudan,101
Spain,114
Sri Lanka,104
Sudan,103
Suriname,74
Sweden,98
Switzerland,187
Syria,105
Taiwan,102
Tajikistan,82
Tanzania,106
Thailand,104
Timor,105
Togo,105
Trinidad and Tobago,131
Tunisia,123
Turkey,102
Uganda,105
Ukraine,131
United Arab Emirates,109
United Kingdom,137
United States,85
Uruguay,107
Uzbekistan,128
Vanuatu,105
Vatican,103
Venezuela,135
Vietnam,104
Yemen,105
Zambia,111
Zimbabwe,110
Hong Kong,3
