Nation,Similarity Score
Afghanistan,281
Albania,292
Algeria,280
Andorra,266
Angola,278
Antigua and Barbuda,246
Armenia,246
Australia,61
Austria,271
Azerbaijan,284
Bahamas,246
Belarus,247
Belgium,289
Belize,278
Benin,275
Bosnia and Herzegovina,294
Brazil,297
Bulgaria,289
Burkina Faso,284
Burundi,253
Cambodia,282
Cameroon,286
Canada,271
Cape Verde,276
Central African Republic,280
Chad,257
Chile,281
Comoros,246
Congo,278
Costa Rica,286
Cote d'Ivoire,286
Croatia,257
Cuba,176
Cyprus,132
Czechia,276
Democratic Republic of Congo,288
Denmark,175
Djibouti,283
Dominica,274
Dominican Republic,279
Ecuador,298
Egypt,275
Equatorial Guinea,246
Eritrea,274
Estonia,212
Eswatini,288
Ethiopia,258
Finland,189
France,285
Gambia,287
Georgia,271
Germany,289
Ghana,275
Greece,224
Grenada,246
Guatemala,289
Guinea,282
Guinea-Bissau,246
Guyana,270
Haiti,286
Honduras,284
Hungary,246
India,287
International,246
Iran,281
Iraq,277
Ireland,243
Israel,258
Italy,232
Jamaica,277
Japan,247
Jordan,280
Kazakhstan,272
Kenya,281
Kosovo,287
Kyrgyzstan,277
Laos,276
Latvia,163
Lebanon,283
Lesotho,287
Liberia,288
Libya,267
Liechtenstein,246
Lithuania,186
Luxembourg,235
Madagascar,279
Malawi,265
Maldives,245
Mali,282
Malta,181
Marshall Islands,246
Mauritania,281
Mauritius,282
Mexico,267
Monaco,301
Montenegro,246
Morocco,276
Mozambique,266
Myanmar,181
Namibia,271
Netherlands,288
Nicaragua,245
Niger,281
North Macedonia,246
Norway,198
Pakistan,281
Palestine,288
Papua New Guinea,274
Peru,287
Philippines,272
Portugal,289
Qatar,279
Romania,294
Russia,270
Saint Kitts and Nevis,246
Saint Lucia,246
Saint Vincent and the Grenadines,246
Samoa,246
San Marino,287
Sao Tome and Principe,246
Saudi Arabia,251
Senegal,279
Serbia,275
Seychelles,267
Sierra Leone,275
Slovakia,240
Slovenia,240
Solomon Islands,265
Somalia,279
South Africa,286
South Korea,144
South Sudan,270
Spain,289
Sri Lanka,235
Sudan,301
Suriname,284
Sweden,272
Switzerland,267
Syria,291
Tanzania,260
Thailand,58
Timor,281
Togo,270
Trinidad and Tobago,281
Tunisia,252
Turkey,268
Uganda,221
Ukraine,287
United Arab Emirates,174
United States,292
Uruguay,211
Vanuatu,281
Vatican,246
Venezuela,288
Vietnam,160
Yemen,250
Zambia,243
Zimbabwe,275
Argentina,286
Bahrain,273
Bangladesh,274
Barbados,281
Bhutan,269
Bolivia,264
Botswana,275
Brunei,274
China,262
Colombia,292
El Salvador,276
Fiji,221
Gabon,282
Iceland,202
Indonesia,261
Kuwait,294
Malaysia,164
Mongolia,266
Nepal,245
New Zealand,69
Nigeria,279
Oman,280
Panama,297
Paraguay,301
Poland,299
Rwanda,194
Singapore,154
Taiwan,94
Tajikistan,253
United Kingdom,252
Uzbekistan,293
Hong Kong,66
