country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,9,0,0,0.899
Albania,2,0,1.042,56.988
Algeria,7,0,0.137,5.815
Andorra,9,0,0,0
Angola,0,0,0.03,1.704
Antigua and Barbuda,9,0,0,0
Argentina,5,0.473,2.544,238.429
Armenia,2,0,0.675,58.045
Australia,0,0,0.275,1.725
Austria,1,1.629,0.444,96.487
Azerbaijan,6,0,0.197,13.315
Bahamas,5,0,5.086,289.893
Bahrain,5,5.863,1.763,439.003
Bangladesh,7,0.065,0.206,7.784
Barbados,9,0,0,0
Belarus,6,0,0.635,20.213
Belgium,2,2.341,0.345,81.193
Belize,2,0,0,57.844
Benin,9,0,0,0
Bhutan,0,0,0,3.888
Bolivia,2,0.265,4.026,69.391
Bosnia and Herzegovina,1,0,1.219,92.66
Botswana,9,0,0,0
Brazil,8,0,3.83,157.711
Brunei,9,0,0,0
Bulgaria,6,0.335,0.576,13.24
Burkina Faso,9,0,0,0.718
Burundi,9,0,0,0.168
Cambodia,9,0,0,0.06
Cameroon,9,0,0,0
Canada,6,0.607,0.159,12.93
Cape Verde,1,0.865,0,107.916
Central African Republic,9,0,0,0
Chad,9,0,0.061,0.122
Chile,1,1.991,2.354,111.476
China,9,0,0.001,0.016
Colombia,8,0.479,4.245,135.134
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,5,0.588,1.374,291.513
Cote d'Ivoire,9,0.067,0,0
Croatia,2,1.386,1.705,63.577
Cuba,7,0.67,0.177,5.297
Cyprus,0,2.649,0,3.425
Czechia,8,1.237,0.28,143.898
Democratic Republic of Congo,9,0.003,0,0.268
Denmark,2,7.138,0.173,59.218
Djibouti,9,0,0,0
Dominica,9,0,0,0
Dominican Republic,2,0,1.106,79.278
Ecuador,1,0.235,1.587,97.432
Egypt,0,0,0.195,1.446
El Salvador,7,0.385,0.771,12.026
Equatorial Guinea,9,0,0,0
Eritrea,9,0,0,0
Estonia,6,1.603,0,17.338
Eswatini,6,0,0,21.549
Ethiopia,0,0.071,0.087,4.532
Fiji,9,0.031,0,0
Finland,7,1.864,0,8.122
France,6,1.562,0.015,14.11
Gabon,9,0,0,0
Gambia,7,0,0.828,5.793
Georgia,3,0,0,39.607
Germany,7,0,0.048,12.914
Ghana,0,0.037,0.032,1.48
Greece,3,0,0.192,28.974
Grenada,9,0,0,0
Guatemala,3,0.057,1.116,36.225
Guinea,0,0,0,3.122
Guinea-Bissau,9,0,0,0
Guyana,2,0,2.543,62.297
Haiti,0,0,0.263,1.842
Honduras,1,0,0.707,109.747
Hong Kong,9,0,0,0
Hungary,1,1.226,0.207,94.821
Iceland,0,0.979,0,2.93
India,2,0.791,0.807,68.385
Indonesia,6,0.104,0.388,13.915
International,9,0,0,0
Iran,6,0.297,1.381,25.466
Iraq,1,0.471,1.492,102.082
Ireland,3,2.477,0.405,32.201
Israel,5,3.532,1.733,314.134
Italy,6,1.533,0.099,24.826
Jamaica,3,0.213,0,37.823
Japan,7,0.083,0.103,5.123
Jordan,7,0,0.098,11.467
Kazakhstan,6,1.043,0.107,19.972
Kenya,0,0,0.056,3.273
Kosovo,3,0,1.552,36.217
Kuwait,8,1.17,0.234,172.343
