country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,4,0,0.026,0.565
Albania,2,0,1.042,45.521
Algeria,0,0,0.228,4.356
Andorra,4,0,0,0
Angola,0,0,0.03,3.621
Antigua and Barbuda,4,0,0,0
Argentina,6,0.541,10.399,266.109
Armenia,2,0,0.675,38.809
Australia,4,1.239,0.196,1.176
Austria,5,1.616,0.444,71.616
Azerbaijan,9,0,0.197,9.665
Bahamas,1,0,5.086,124.603
Bahrain,6,6.722,1.763,381.997
Bangladesh,9,0.086,0.17,9.454
Barbados,4,0,0,0
Belarus,7,0,0.635,21.801
Belgium,1,3.887,0.431,158.245
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,2,0.137,3.341,40.007
Bosnia and Herzegovina,5,0,2.438,65.837
Botswana,4,0,0,0
Brazil,1,0,3.919,156.775
Brunei,4,0,0,0
Bulgaria,7,0.43,0.288,15.687
Burkina Faso,4,0,0,0.526
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,2,1.813,0.185,33.702
Cape Verde,3,0.91,0,100.722
Central African Republic,0,0,0,3.313
Chad,4,0,0,0.122
Chile,5,0.7,1.203,55.189
China,4,0,0,0.013
Colombia,1,0.479,0,139.575
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,6,0.373,2.945,213.384
Cote d'Ivoire,4,0.021,0,0.607
Croatia,2,1.258,0.487,35.077
Cuba,9,0.646,0.088,7.151
Cyprus,7,3.093,0,17.125
Czechia,6,2.092,0.84,223.551
Democratic Republic of Congo,4,0.003,0,0.045
Denmark,3,9.775,0.173,84.079
Djibouti,0,0,0,3.036
Dominica,4,0,0,0
Dominican Republic,2,0,0.922,44.801
Ecuador,5,0.144,1.757,52.825
Egypt,4,0,0.186,1.104
El Salvador,7,0.529,0.308,24.051
Equatorial Guinea,9,0,0,11.404
Eritrea,4,0,0,0
Estonia,7,2.292,0,26.384
Eswatini,7,0,1.724,21.549
Ethiopia,0,0.059,0.165,6.202
Fiji,4,0.112,0,0
Finland,7,2.562,0,26.892
France,1,3.356,1.226,157.782
Gabon,4,0,0,0
Gambia,0,0,0.828,5.793
Georgia,5,0,0.752,54.648
Germany,7,0,0.179,22.104
Ghana,4,0.031,0,0
Greece,2,1.046,0.768,31.948
Grenada,4,0,0,0
Guatemala,5,0.223,0.726,52.58
Guinea,0,0,0,3.274
Guinea-Bissau,9,0,0,10.671
Guyana,2,0,2.543,44.498
Haiti,4,0,0.175,0.789
Honduras,7,0,0.202,23.322
Hong Kong,4,0,0,0
Hungary,5,0.622,0.828,65.526
Iceland,1,13.26,0,123.077
India,5,0.676,0.786,60.396
Indonesia,9,0.091,0.585,14.884
International,4,0,0,0
Iran,2,0.325,2.119,44.194
Iraq,1,0.538,1.417,117.447
Ireland,5,2.548,0,65.414
Israel,8,7.286,3.004,811.157
Italy,7,1.444,0.232,23.006
Jamaica,2,0.182,1.689,42.889
Japan,0,0.027,0.008,2.459
Jordan,5,0,0.098,62.138
Kazakhstan,0,0.5,0.053,4.633
Kenya,0,0.033,0.167,2.585
Kosovo,2,0,0,34.148
Kuwait,1,1.089,0.702,168.362
