country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,8,0,0,0.103
Albania,9,0,1.39,46.216
Algeria,2,0,0.205,7.936
Andorra,3,0,0,673.008
Angola,6,0,0.03,0.913
Antigua and Barbuda,8,0,0,0
Argentina,0,0.425,4.492,205.971
Armenia,2,0,0.675,10.462
Australia,4,1.813,0.196,2.863
Austria,1,0.957,0,30.201
Azerbaijan,2,0,0.296,12.427
Bahamas,0,0,0,127.146
Bahrain,3,0,0.588,233.9
Bangladesh,7,0.076,0.2,13.201
Barbados,5,0,0,3.48
Belarus,7,0,0.529,16.509
Belgium,7,1.696,0.086,16.739
Belize,1,0,0,35.209
Benin,8,0,0,0
Bhutan,6,0,0,1.296
Bolivia,9,0,5.226,53.971
Bosnia and Herzegovina,9,0,3.353,52.121
Botswana,8,0,0,0
Brazil,3,0,2.602,216.227
Brunei,8,0,0,0
Bulgaria,2,0,2.303,10.938
Burkina Faso,8,0,0,0.526
Burundi,8,0,0,0
Cambodia,8,0,0,0.06
Cameroon,8,0,0,0
Canada,1,1.694,0.238,27.29
Cape Verde,9,0.692,0,57.555
Central African Republic,6,0,0.207,2.278
Chad,8,0,0,0.061
Chile,0,1.669,2.354,91.65
China,8,0,0.001,0.013
Colombia,0,0.498,5.876,141.305
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,3,0.543,3.533,311.732
Cote d'Ivoire,5,0.047,0.076,4.511
Croatia,1,0.388,0.487,35.564
Cuba,5,0.438,0,5.209
Cyprus,4,2.187,0,1.142
Czechia,7,0.875,0.093,23.438
Democratic Republic of Congo,8,0.002,0,0.581
Denmark,7,6.841,0,16.229
Djibouti,6,0,0,2.024
Dominica,8,0,0,0
Dominican Republic,1,0.196,2.673,43.695
Ecuador,2,0.036,0.057,6.745
Egypt,6,0,0.215,2.072
El Salvador,7,0.384,0.617,14.492
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0.282
Estonia,4,2.075,0,1.508
Eswatini,7,0,0,13.791
Ethiopia,2,0.168,0.139,8.777
Fiji,8,0.048,0,0
Finland,4,2.367,0.18,1.624
France,9,3.365,0.444,48.611
Gabon,2,0,0,12.58
Gambia,8,0,0,0
Georgia,5,0,0,4.512
Germany,7,0,0.036,17.867
Ghana,5,0.028,0,2.993
Greece,7,0.814,0.384,17.557
Grenada,8,0,0,0
Guatemala,2,0.189,1.116,9.042
Guinea,5,0,0,2.894
Guinea-Bissau,8,0,0,0
Guyana,0,0,3.814,91.538
Haiti,6,0,0,1.315
Honduras,0,0,1.514,84.809
Hong Kong,8,0,0,0
Hungary,7,0.402,0.104,18.426
Iceland,5,1.978,0,5.861
India,9,0.613,0.593,50.667
Indonesia,2,0.041,0.271,10.028
International,8,0,0,0
Iran,7,0.284,1.298,19.549
Iraq,0,0.462,2.064,93.405
Ireland,2,1.892,0,10.328
Israel,3,3.693,2.657,251.631
Italy,7,0.968,0.099,16.473
Jamaica,1,0.28,0,34.446
Japan,5,0.17,0.103,3.463
Jordan,2,0,0,6.665
Kazakhstan,8,0.496,0,0
Kenya,5,0.079,0.056,2.678
Kosovo,9,0,4.657,62.087
Kuwait,0,0.817,0.234,110.758
Kyrgyzstan,2,0,0,11.956
Laos,8,0,0,0
Latvia,6,0.534,0,1.59
Lebanon,9,0,1.026,64.172
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,9,0.419,0.728,79.024
Liechtenstein,8,0,0,0
Lithuania,2,1.456,0,11.755
Luxembourg,4,8.389,0,0
Madagascar,6,0.007,0.036,0.722
Malawi,6,0.052,0.052,1.568
Malaysia,8,0.319,0.031,0.185
Maldives,3,2.2,0,253.449
Mali,8,0,0,0.148
Malta,9,4.337,0,47.561
Marshall Islands,8,0,0,0
Mauritania,2,0.063,0,6.882
Mauritius,6,0,0,0.786
Mexico,1,0.117,1.986,28.844
Moldova,9,0,0.744,54.537
Monaco,8,0,0,0
Mongolia,6,0,0,0.915
Montenegro,9,0,3.184,71.649
Morocco,1,0.579,0.813,32.267
Mozambique,5,0.054,0,3.039
Myanmar,6,0.035,0,1.967
Namibia,9,0.573,1.181,72.808
Nepal,1,0.382,0.24,30.854
Netherlands,1,0,0,32.273
New Zealand,4,1.854,0,2.903
Nicaragua,8,0,0,0
Niger,8,0,0,0.041
Nigeria,6,0.006,0,0.694
North Macedonia,5,0.799,1.44,5.28
Norway,1,4.193,0,25.64
Oman,1,0,1.567,34.857
Pakistan,6,0.082,0.027,0.964
Palestine,0,0.869,0,102.913
Panama,3,1.297,1.622,212.526
Papua New Guinea,8,0,0,0
Paraguay,9,0.322,2.524,78.093
Peru,3,0.256,5.49,234.473
Philippines,1,0.296,0.347,31.237
Poland,7,0.317,0.159,13.264
Portugal,7,1.536,0.294,23.929
Qatar,9,1.813,0,70.46
Romania,1,0.38,2.235,39.246
Russia,1,1.404,0.569,33.796
Rwanda,5,0.368,0,3.32
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,0,0,0,147.327
Sao Tome and Principe,8,0,0,0
Saudi Arabia,1,1.527,0.776,27.317
Senegal,5,0.065,0,3.285
Serbia,5,0.857,0.294,6.025
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,2,0,0,7.008
Slovakia,2,0.506,0,7.51
Slovenia,2,0.681,0,8.658
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,1,0.318,2.04,33.469
South Korea,5,0.267,0,4.584
South Sudan,6,0,0,0.715
Spain,3,0,1.775,504.162
Sri Lanka,6,0.091,0,1.728
Sudan,8,0,0,0
Suriname,1,0,6.819,42.616
Sweden,1,1.785,-1.287,41.686
Switzerland,7,1.318,0.116,18.834
Syria,5,0,0.171,3.543
Taiwan,8,0.009,0,0
