country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,7,0,0.051,1.567
Albania,5,0,1.39,106.331
Algeria,8,0,0.205,6.226
Andorra,9,0,77.655,2937.941
Angola,8,0,0.152,7.515
Antigua and Barbuda,7,0,0,0
Argentina,0,0.701,8.43,347.776
Armenia,2,0,4.725,834.899
Australia,7,0,0,0.745
Austria,0,3.112,1.443,285.464
Azerbaijan,5,0,0.789,79.198
Bahamas,0,0,0,338.209
Bahrain,6,6.438,1.763,213.331
Bangladesh,8,0.086,0.085,9.63
Barbados,8,0,0,6.96
Belarus,5,0,0,83.286
Belgium,9,5.967,6.04,1515.84
Belize,5,0,0,138.323
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,1,0,2.056,14.306
Bosnia and Herzegovina,0,0,4.267,359.362
Botswana,7,0,0,0
Brazil,5,0,2.686,141.259
Brunei,7,0,0,0
Bulgaria,6,1.301,1.871,228.684
Burkina Faso,7,0,0,0.909
Burundi,7,0,0,0.168
Cambodia,7,0,0,0.06
Cameroon,7,0,0,0
Canada,5,1.934,0.636,76.89
Cape Verde,5,1.394,5.396,136.694
Central African Republic,7,0,0,0
Chad,7,0,0,0.791
Chile,5,1.954,2.72,92.853
China,7,0,0,0.024
Colombia,6,0.706,3.243,168.406
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,6,0,2.748,237.529
Cote d'Ivoire,7,0.053,0,0.569
Croatia,0,1.781,1.705,454.782
Cuba,8,0.627,0,5.121
Cyprus,6,4.94,0,182.669
Czechia,9,4.226,11.766,1424.785
Democratic Republic of Congo,7,0.002,0,0.279
Denmark,6,8.704,0.518,148.303
Djibouti,8,0,0,6.073
Dominica,4,0,0,55.563
Dominican Republic,7,0,0,0
Ecuador,5,0.534,1.587,103.1
Egypt,7,0,0.098,1.661
El Salvador,3,0.374,0.617,24.514
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,1.128
Estonia,4,1.594,1.508,39.954
Eswatini,1,0,0,14.653
Ethiopia,8,0.057,0.035,4.662
Fiji,7,0.03,0,0
Finland,4,2.955,-0.361,39.526
France,2,5.796,4.581,653.68
Gabon,8,0,0,8.087
Gambia,7,0,0,0
Georgia,0,0,1.253,440.943
Germany,6,0,0.215,160.842
Ghana,7,0.047,0.064,2.027
Greece,5,1.962,0.959,80.687
Grenada,7,0,0,0
Guatemala,4,0.264,0.781,40.747
Guinea,7,0,0,0
Guinea-Bissau,7,0,0,0
Guyana,5,0,0,105.523
Haiti,7,0,0,0.702
Honduras,7,0,0,0
Hong Kong,7,0,0,0
Hungary,6,1.411,4.865,213.864
Iceland,5,4.612,0,117.216
India,4,1.045,0.471,38.674
Indonesia,1,0.119,0.431,15.973
International,7,0,0,0
Iran,4,0.356,3.988,73.03
Iraq,5,0.457,1.193,94.102
Ireland,6,3.594,1.418,158.978
Israel,5,3.525,3.004,98.087
Italy,0,3.011,1.505,316.613
Jamaica,1,0.186,1.013,12.833
Japan,8,0.181,0.071,5.803
Jordan,6,0,2.646,243.945
Kazakhstan,3,1.396,0.053,19.439
Kenya,1,0.114,0.26,11.735
Kosovo,5,0,1.035,87.439
Kuwait,6,1.839,2.342,190.139
Kyrgyzstan,5,0,0.613,89.206
Laos,7,0,0,0
Latvia,5,3.036,0.53,132.541
Lebanon,6,0,1.026,212.733
Lesotho,8,0,0,5.135
Liberia,7,0,0,1.582
Libya,5,0,0.873,111.187
Liechtenstein,2,0,0,1101.293
Lithuania,6,3.741,0.367,161.996
Luxembourg,2,19.427,1.598,827.508
Madagascar,7,0,0,0
Malawi,7,0,0,0.575
Malaysia,3,0.549,0.309,21.937
Maldives,4,2.904,0,61.05
Mali,7,0,0,0.198
Malta,6,7.121,0,274.041
Marshall Islands,7,0,0,0
Mauritania,7,0,0,2.581
Mauritius,8,0,0,7.863
Mexico,4,0.138,6.957,51.22
Moldova,6,0,3.223,170.552
Monaco,0,0,0,356.742
Mongolia,7,0,0,0
Montenegro,0,0,3.184,281.819
Morocco,5,0.615,1.978,99.836
Mozambique,8,0.045,0.032,6.047
Myanmar,3,0,0.607,24.94
Namibia,1,0.407,0,16.136
Nepal,6,0.579,0.583,154.41
Netherlands,2,0,2.626,585.298
New Zealand,7,1.597,0,2.281
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,7,0,0.01,0.374
North Macedonia,6,0.732,4.32,248.634
Norway,4,2.859,0,54.969
Oman,7,0,0,0
Pakistan,8,0.122,0.054,3.834
Palestine,5,0.725,0.784,87.231
Panama,6,1.601,2.318,148.096
Papua New Guinea,7,0,0,0
Paraguay,5,0.4,2.243,102.769
Peru,7,0.284,0,0
Philippines,1,0.325,1.205,17.439
Poland,0,1.58,4.043,360.191
Portugal,0,3.305,3.04,284.307
Qatar,5,3.355,0.347,86.427
Romania,6,2.149,4.262,261.362
Russia,5,3.865,1.926,117.018
Rwanda,7,0.161,0,2.702
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,3,0,0,32.675
Saint Vincent and the Grenadines,4,0,0,45.067
Samoa,7,0,0,0
San Marino,0,0,0,500.913
Sao Tome and Principe,1,0,0,13.689
Saudi Arabia,1,1.574,0.402,11.001
Senegal,7,0.082,0,1.015
Serbia,5,1.206,0.441,85.09
Seychelles,3,0,0,20.338
Sierra Leone,7,0,0.125,0.376
Singapore,7,0,0,1.709
Slovakia,0,2.477,3.48,472.742
Slovenia,2,3.379,1.443,798.968
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,3,0.395,0.809,31.985
South Korea,7,0.247,0.039,1.502
South Sudan,7,0.037,0.089,0.357
Spain,0,0,4.941,424.577
Sri Lanka,4,0.442,0,40.442
Sudan,7,0,0,0
Suriname,7,0,0,1.705
Sweden,6,2.373,0.297,160.903
Switzerland,2,3.758,2.426,766.527
Syria,7,0,0.229,2.971
Taiwan,7,0.007,0,0
Tajikistan,8,0,0,4.404
Tanzania,7,0,0,0
Thailand,7,0.061,0,0.057
Timor,7,0,0,0
Togo,7,0.089,0,2.778
Trinidad and Tobago,3,0.051,0.715,29.296
Tunisia,5,0,3.723,111.857
Turkey,3,1.375,0.877,25.67
Uganda,7,0.038,0.022,2.667
Ukraine,6,0.834,2.812,177.895
United Arab Emirates,6,12.168,0.101,158.032
United Kingdom,0,4.602,3.3,302.846
United States,6,4.182,2.873,244.672
Uruguay,1,0.879,0,16.697
Uzbekistan,8,0,0.06,8.515
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,1,0,0.176,10.62
Vietnam,7,0,0,0
Yemen,7,0,0.067,0.101
Zambia,7,0.23,0,3.264
Zimbabwe,7,0.07,0,1.009
