country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,6,0,1.25,84.26
Albania,6,0,1.29,83.33
Algeria,7,0,1.01,76.85
Andorra,0,0,0.48,50
Angola,7,0,0,81.48
Antigua and Barbuda,3,0,0,0
Argentina,5,0.139,1.37,90.74
Armenia,3,0,1.36,0
Australia,0,0,0.89,65.28
Austria,0,0.007,0.78,59.26
Azerbaijan,7,0,1.28,77.78
Bahamas,3,0,0.06,0
Bahrain,2,0.049,1.2,75
Bangladesh,5,0.173,1.27,93.52
Barbados,7,0,0,81.48
Belarus,3,0.066,1.01,16.67
Belgium,2,0.021,0.72,75
Belize,6,0,0,85.19
Benin,0,0,0.97,57.41
Bhutan,6,0,0,83.33
Bolivia,6,0.4,1.37,84.26
Bosnia and Herzegovina,2,0,1.17,71.3
Botswana,0,0,0,61.11
Brazil,7,0,1.3,81.02
Brunei,0,0,0.01,52.78
Bulgaria,0,0.023,0.88,56.48
Burkina Faso,0,0,0.94,60.19
Burundi,3,0,0,13.89
Cambodia,0,0,0.04,57.41
Cameroon,0,0,1.2,63.89
Canada,2,0.048,0.85,70.83
Cape Verde,7,0,1.08,79.17
Central African Republic,7,0,0.98,75.93
Chad,2,0,0.85,74.07
Chile,7,0.32,1.36,78.24
China,7,0,1.02,81.94
Colombia,6,0,1.3,87.04
Comoros,3,0,0,0
Congo,7,0,0.81,82.41
Costa Rica,2,0,1.33,72.22
Cote d'Ivoire,0,0.053,1.19,64.81
Croatia,0,0.002,0.19,62.04
Cuba,4,0.006,0.9,100
Cyprus,7,0.001,0.86,76.85
Czechia,1,0.009,0.95,45.37
Democratic Republic of Congo,7,0,1.12,80.56
Denmark,0,0.005,0.83,57.41
Djibouti,0,0,1.5,59.26
Dominica,2,0,0,72.22
Dominican Republic,6,0.177,1.07,87.04
Ecuador,6,0,0.93,86.11
Egypt,6,0,1.34,84.26
El Salvador,4,0.033,1.17,100
Equatorial Guinea,3,0,0.53,0
Eritrea,5,0,0,93.52
Estonia,0,0.005,0.96,50
Eswatini,6,0,1.08,84.26
Ethiopia,7,0.012,2.14,80.56
Fiji,7,0,0,78.7
Finland,0,0.011,0.74,53.7
France,7,0.017,1.1,76.85
Gabon,7,0,1.12,80.56
Gambia,7,0,0,77.78
Georgia,6,0,0.65,84.26
Germany,0,0,0.76,59.72
Ghana,0,0.056,1.25,62.04
Greece,2,0.002,0.9,68.52
