country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,5,0,1.2,5.56
Albania,1,0,1.11,54.63
Algeria,7,0,1.23,75
Andorra,4,0,1.17,62.96
Angola,4,0,1.09,65.74
Antigua and Barbuda,5,0,0.31,0
Argentina,0,0.501,0.94,81.94
Armenia,5,0,1.24,0
Australia,3,0,0.8,45.83
Austria,4,0.139,1.58,64.81
Azerbaijan,4,0,1.39,64.35
Bahamas,5,0,0.71,0
Bahrain,4,0.028,0.88,63.89
Bangladesh,7,0.115,1.05,80.09
Barbados,3,0,0.8,40.74
Belarus,2,0.041,1.2,22.22
Belgium,1,0.275,1.17,56.48
Belize,4,0,1.16,66.67
Benin,3,0,0.94,43.52
Bhutan,7,0,0.86,77.78
Bolivia,0,0.157,0.82,84.26
Bosnia and Herzegovina,3,0,1.17,40.74
Botswana,1,0,0.74,52.78
Brazil,1,0,1,57.87
Brunei,3,0,0,35.19
Bulgaria,1,0.232,1.5,48.15
Burkina Faso,2,0,0.99,22.22
Burundi,2,0,0.78,14.81
Cambodia,3,0,0.85,34.26
Cameroon,3,0,0.9,45.37
Canada,4,0.046,1.15,60.65
Cape Verde,6,0.133,1.06,71.3
Central African Republic,2,0,0.57,24.07
Chad,6,0,0.97,74.07
Chile,0,0.044,0.97,81.94
China,0,0,1.17,81.94
Colombia,4,0,1.06,65.74
Comoros,5,0,0.64,0
Congo,1,0,0.58,47.22
Costa Rica,1,0,0.99,58.33
Cote d'Ivoire,2,0.026,0.96,30.56
Croatia,2,0.256,1.51,31.48
Cuba,4,0.006,1.1,64.81
Cyprus,4,0.039,1.33,63.89
Czechia,6,0.32,1.13,73.15
Democratic Republic of Congo,2,0.086,1.11,22.22
Denmark,3,0.015,1.2,39.81
Djibouti,3,0,1.01,43.52
Dominica,2,0,0,31.48
Dominican Republic,4,0.101,1.01,67.59
Ecuador,1,0,1.02,52.78
Egypt,7,0,1.12,75.93
El Salvador,1,0.069,1.12,52.78
Equatorial Guinea,5,0,0.48,0
Eritrea,7,0,0.4,77.78
Estonia,2,0.025,1.45,25.93
Eswatini,1,0,0.95,48.15
Ethiopia,1,0.079,0.84,57.41
Fiji,1,0.002,0,49.07
Finland,3,0.014,1.11,40.74
France,1,0.156,1.23,49.54
Gabon,6,0,1.09,72.22
Gambia,1,0,0.72,56.48
Georgia,1,0,1.25,55.56
Germany,4,0,1.43,60.65
Ghana,3,0.038,1.16,44.44
Greece,4,0.06,1.4,59.72
Grenada,5,0,0,0
Guatemala,1,0.137,1,49.54
Guinea,3,0,1.09,35.65
Guinea-Bissau,5,0,0.39,0
Guyana,6,0,1,72.22
Haiti,1,0,0.84,47.22
Honduras,0,0,1,87.04
Hong Kong,1,0,0,51.85
Hungary,3,0.164,1.4,40.74
Iceland,3,0.038,0.88,45.37
India,4,0.041,0.9,61.57
Indonesia,1,0.144,0.93,50.46
International,5,0,0,0
Iran,6,0.219,1.38,70.83
Iraq,1,0.201,0.96,51.85
Ireland,0,0.056,0.88,81.48
Israel,3,0.023,0.61,40.74
Italy,4,0.124,1.53,66.67
Jamaica,6,0.091,0.92,71.3
Japan,3,0.034,1.19,38.89
Jordan,7,0,1.36,75.93
Kazakhstan,6,0.014,1.5,68.06
Kenya,6,0.144,1.29,68.52
Kosovo,1,0,1.63,52.78
Kuwait,4,0.111,0.99,62.96
Kyrgyzstan,1,0,1.14,57.87
Laos,3,0,0,36.11
Latvia,3,0.042,1.35,42.59
Lebanon,1,0,1.11,57.41
Lesotho,1,0,0.8,47.22
Liberia,1,0,1.01,57.41
Libya,7,0,1.04,79.63
Liechtenstein,5,0,1.42,0
Lithuania,4,0.072,1.53,59.72
Luxembourg,1,0.059,1.56,52.78
Madagascar,3,0.083,0.27,37.04
Malawi,1,0.017,0.9,50.93
Malaysia,4,0.049,1.16,64.81
Maldives,5,0.024,0.96,0
Mali,3,0,1.13,37.96
Malta,5,0.034,1.02,0
Marshall Islands,5,0,0,0
Mauritania,2,0.026,1.18,17.59
Mauritius,2,0,0.8,16.67
