country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.21,5.56
Albania,1,0,1.3,50.93
Algeria,4,0,1.52,71.3
Andorra,5,0,1.1,62.96
Angola,2,0,1.07,60.19
Antigua and Barbuda,3,0,0.33,0
Argentina,7,0.43,0.91,79.17
Armenia,3,0,1.04,0
Australia,1,0,0.83,50.46
Austria,4,0.219,1.38,75
Azerbaijan,5,0,1.3,64.35
Bahamas,3,0,0.74,0
Bahrain,2,0.022,0.88,58.33
Bangladesh,7,0.121,1.02,80.09
Barbados,6,0,0.84,40.74
Belarus,0,0.043,1.14,22.22
Belgium,5,0.24,0.78,65.74
Belize,5,0,1.15,66.67
Benin,6,0,0.95,31.48
Bhutan,7,0,0.91,77.78
Bolivia,7,0.106,0.86,84.26
Bosnia and Herzegovina,6,0,1.16,40.74
Botswana,1,0,0.73,52.78
Brazil,2,0,1.07,57.87
Brunei,6,0,0,35.19
Bulgaria,1,0.31,1.3,48.15
Burkina Faso,0,0,1,22.22
Burundi,0,0,0.8,14.81
Cambodia,6,0,0.91,34.26
Cameroon,1,0,0.93,45.37
Canada,2,0.068,1.19,60.65
Cape Verde,4,0.144,1.05,71.3
Central African Republic,0,0,0.62,24.07
Chad,4,0,0.95,70.37
Chile,7,0.042,0.99,81.94
China,5,0,1.04,63.43
Colombia,5,0,0.99,65.74
Comoros,3,0,0.64,0
Congo,1,0,0.56,47.22
Costa Rica,2,0,1.01,55.56
Cote d'Ivoire,0,0.022,0.94,25
Croatia,6,0.274,1.16,31.48
Cuba,2,0.006,0.94,59.26
Cyprus,4,0.06,1.22,69.44
Czechia,4,0.302,0.84,73.15
Democratic Republic of Congo,0,0.173,1.11,22.22
Denmark,6,0.017,1.14,39.81
Djibouti,6,0,1.04,43.52
Dominica,6,0,0,37.04
Dominican Republic,5,0.109,1.07,67.59
Ecuador,1,0,0.94,52.78
Egypt,2,0,1.16,60.19
El Salvador,1,0.1,1.13,52.78
Equatorial Guinea,3,0,0.48,0
Eritrea,7,0,0.42,82.41
Estonia,0,0.04,1.5,25.93
Eswatini,1,0,1.08,48.15
Ethiopia,2,0.077,0.9,57.41
Fiji,1,0,0,49.07
Finland,6,0.014,1.12,40.74
France,7,0.14,1.08,78.7
Gabon,4,0,1.1,69.44
Gambia,2,0,0.67,56.48
Georgia,2,0,1.33,55.56
Germany,5,0,1.2,62.04
Ghana,6,0.059,1.17,38.89
Greece,7,0.104,1.31,78.7
Grenada,3,0,0,0
Guatemala,1,0.152,1.02,49.54
Guinea,6,0,1.09,35.65
Guinea-Bissau,3,0,0.38,0
Guyana,4,0,1.04,72.22
Haiti,1,0,0.86,47.22
Honduras,7,0,0.99,87.04
Hungary,2,0.237,1.32,57.41
Iceland,1,0.021,0.62,52.78
India,5,0.042,0.94,61.57
Indonesia,1,0.133,1.04,50.46
International,3,0,0,0
Iran,4,0.236,1.2,68.06
Iraq,1,0.188,0.94,51.85
Ireland,7,0.042,0.77,81.48
Israel,5,0.021,0.78,65.74
Italy,7,0.159,1.26,76.85
Jamaica,5,0.093,0.93,67.59
Japan,6,0.048,1.36,38.89
Jordan,7,0,1.25,75.93
Kazakhstan,4,0.024,1.41,68.06
Kenya,5,0.146,1.16,62.96
Kosovo,2,0,1.54,60.19
Kuwait,5,0.119,1,62.96
Kyrgyzstan,2,0,1.05,57.87
Laos,6,0,0,33.33
Latvia,1,0.05,1.31,45.37
Lebanon,2,0,1.09,57.41
Lesotho,1,0,0.8,47.22
Liberia,2,0,1.03,57.41
Libya,7,0.241,1.02,79.63
Liechtenstein,3,0,1.13,0
Lithuania,5,0.117,1.44,62.96
Luxembourg,2,0.062,1.22,56.48
Madagascar,6,0,0.35,37.04
Malawi,1,0.005,0.86,50.93
Malaysia,7,0.056,1.15,78.24
Maldives,3,0.029,1.02,0
Mali,6,0,1.15,37.96
Malta,3,0.046,1.06,0
Marshall Islands,3,0,0,0
Mauritania,0,0.032,1.44,17.59
Mauritius,0,0,0.73,16.67
Mexico,4,0.42,1.03,71.76
Moldova,1,0,1.13,48.15
Monaco,3,0,1.25,0
Mongolia,6,0,1.2,35.19
Montenegro,3,0,1.3,0
Morocco,2,0.229,1.15,60.19
Mozambique,2,0.068,1.06,55.09
Myanmar,7,0,1.03,79.63
Namibia,6,0.038,0.99,37.96
Nepal,5,0.247,0.93,63.89
Netherlands,5,0,0.84,65.74
New Zealand,0,0.001,0.9,22.22
Nicaragua,3,0,0.56,8.33
Niger,0,0,1.39,24.07
Nigeria,1,0.017,1.09,50.93
North Macedonia,3,0.365,1.24,0
Norway,1,0.025,1.27,52.78
Oman,6,0,1.01,37.04
Pakistan,1,0.043,1.3,53.24
Palestine,6,0.127,1.01,40.74
Panama,2,0.128,1.14,58.33
Papua New Guinea,6,0,0.7,41.67
Paraguay,5,0.205,1.01,64.81
Peru,4,0,0.96,74.07
Philippines,4,0.065,0.97,68.98
Poland,4,0.354,1.27,71.3
Portugal,2,0.127,1.28,60.65
Qatar,5,0.041,0.95,64.81
Romania,2,0.298,1.24,54.63
Russia,1,0.037,1.11,44.91
Rwanda,2,0.007,1.28,58.33
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0.76,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,6,0,1.28,40.74
Sao Tome and Principe,3,0,0.82,0
Saudi Arabia,1,0.007,0.96,50
Senegal,6,0.014,0.94,37.96
Serbia,2,0.184,1.6,54.63
Seychelles,6,0,0.18,31.48
Sierra Leone,6,0,0.94,31.48
Singapore,1,0,0.99,52.78
Slovakia,4,0.146,1.05,73.15
Slovenia,4,0.282,1.07,68.52
Solomon Islands,6,0,0,43.52
Somalia,6,0,0.71,36.11
South Africa,6,0.075,1.04,38.89
South Korea,1,0.011,1.17,44.44
South Sudan,6,0.01,1.07,35.19
Spain,4,0.122,1.09,71.3
Sri Lanka,2,0.035,1.15,55.09
Sudan,0,0,1.37,28.7
Suriname,2,0,0.83,57.41
Sweden,2,0.097,1.51,55.56
Switzerland,2,0.276,1.2,59.26
Syria,6,0,1.1,40.74
Taiwan,0,0.01,1.21,23.15
Tajikistan,6,0,0.99,33.33
Tanzania,0,0,0,13.89
Thailand,1,0.002,1.02,47.22
Timor,0,0,0,25.93
Togo,1,0.022,1.05,52.78
Trinidad and Tobago,5,0.174,1.01,65.74
Tunisia,5,0,1.1,66.67
Turkey,5,0.017,1.09,62.5
Uganda,2,0.093,1.17,61.11
Ukraine,2,0.215,1.18,58.8
United Arab Emirates,1,0.011,0.97,45.37
United Kingdom,4,0.081,1.07,75
United States,5,0.108,1.27,62.5
Uruguay,6,0.016,1.2,43.52
Uzbekistan,6,0,0.91,39.81
Vanuatu,0,0,0,22.22
Vatican,3,0,0,0
Venezuela,7,0,0.9,84.26
Vietnam,6,0,1.27,43.06
Yemen,0,0,0.89,24.07
Zambia,1,0.015,0.9,45.37
Zimbabwe,4,0.026,1.21,71.3
