country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.22,84.26
Albania,2,0,1.5,86.11
Algeria,0,0,0.89,76.85
Andorra,7,0,0.48,50
Angola,0,0,0,77.78
Antigua and Barbuda,4,0,0,0
Argentina,1,0.156,1.36,90.74
Armenia,4,0,1.32,0
Australia,5,0,0.95,65.28
Austria,6,0.006,0.81,59.26
Azerbaijan,0,0,1.35,77.78
Bahamas,4,0,0.06,0
Bahrain,0,0.051,1.19,75
Bangladesh,1,0.185,1.25,93.52
Barbados,3,0,0,81.48
Belarus,4,0.066,0.99,16.67
Belgium,0,0.019,0.71,75
Belize,2,0,0,85.19
Benin,6,0,0.97,57.41
Bhutan,2,0,0,83.33
Bolivia,2,0.439,1.36,84.26
Bosnia and Herzegovina,5,0,1.17,71.3
Botswana,6,0,0,61.11
Brazil,3,0,1.29,81.02
Brunei,6,0,0,52.78
Bulgaria,6,0.021,0.91,56.48
Burkina Faso,6,0,0.94,60.19
Burundi,4,0,0,13.89
Cambodia,6,0,0.04,57.41
Cameroon,6,0,1.19,63.89
Canada,5,0.048,0.84,70.83
Cape Verde,3,0,1.09,79.17
Central African Republic,0,0,0.99,75.93
Chad,0,0,0.84,74.07
Chile,0,0.334,1.32,78.24
China,3,0,1.05,81.94
Colombia,2,0,1.31,87.04
Comoros,4,0,0,0
Congo,3,0,0.81,82.41
Costa Rica,5,0,1.37,72.22
Cote d'Ivoire,6,0.059,1.21,64.81
Croatia,6,0.001,0.17,53.7
Cuba,1,0.007,1.02,100
Cyprus,0,0.001,0.85,76.85
Czechia,7,0.008,0.92,45.37
Democratic Republic of Congo,3,0,1.12,80.56
Denmark,6,0.004,0.83,57.41
Djibouti,6,0,1.44,59.26
Dominica,5,0,0,72.22
Dominican Republic,2,0.169,1.08,87.04
Ecuador,2,0,0.95,86.11
Egypt,2,0,1.36,84.26
El Salvador,1,0.032,1.17,100
Equatorial Guinea,4,0,0.49,0
Eritrea,1,0,0,93.52
Estonia,7,0.005,0.99,50
Eswatini,2,0,1.08,84.26
Ethiopia,3,0.013,1.82,80.56
Fiji,0,0,0,78.7
Finland,6,0.014,0.76,53.7
France,0,0.015,1.16,75
Gabon,3,0,1.12,80.56
Gambia,0,0,0,77.78
Georgia,2,0,0.88,84.26
Germany,6,0,0.78,59.72
Ghana,6,0.064,1.24,56.48
Greece,5,0.002,0.94,68.52
Grenada,4,0,0,0
Guatemala,1,0.284,1.33,96.3
Guinea,3,0,1.11,78.7
Guinea-Bissau,4,0,0.81,0
Guyana,2,0,0.6,87.04
Haiti,1,0,1.39,89.81
Honduras,1,0,1.29,100
Hungary,5,0.007,0.73,66.67
Iceland,7,0.001,0.75,39.81
India,3,0.063,1.28,79.17
Indonesia,5,0.113,1.1,71.76
International,4,0,0,0
Iran,7,0.117,1.05,44.44
Iraq,1,0.035,1.69,92.59
Ireland,2,0.017,0.55,83.33
Israel,0,0.005,1.55,75
Italy,6,0.009,0.7,63.89
Jamaica,2,0.018,0.9,87.04
Japan,7,0.01,0.82,34.26
Jordan,0,0,0.84,77.78
Kazakhstan,2,0.017,1.2,83.8
Kenya,2,0.025,1.49,88.89
Kosovo,2,0,1.11,87.04
Kuwait,1,0.252,0.98,100
Kyrgyzstan,3,0,1.24,79.17
Laos,6,0,0,56.48
Latvia,6,0.004,0.82,61.11
Lebanon,0,0,1.15,77.78
Lesotho,6,0,0,62.04
Liberia,2,0,1.01,84.26
Libya,1,0.018,0,100
Liechtenstein,4,0,0,0
Lithuania,5,0.002,0.85,71.3
Luxembourg,7,0.004,0.73,47.22
Madagascar,5,0.13,1.44,70.37
Malawi,6,0.018,1.33,60.19
Malaysia,0,0.011,1.13,75
Maldives,4,0.06,1.07,0
Mali,6,0,1.07,56.48
Malta,4,0.003,0.53,0
Marshall Islands,4,0,0,0
Mauritania,0,0.051,1.45,77.78
Mauritius,0,0,0.06,78.7
Mexico,3,0.405,1.22,82.41
Moldova,3,0,1.13,80.56
Monaco,5,0,0,68.52
Mongolia,5,0,0.59,71.3
Montenegro,4,0,0,0
Morocco,1,0.007,0.78,93.52
Mozambique,6,0.028,1.12,56.48
Myanmar,3,0.001,0.71,80.56
Namibia,5,0.01,0,66.67
Nepal,1,0.02,1.88,92.59
Netherlands,5,0,0.85,68.52
New Zealand,7,0,0.15,39.81
Nicaragua,4,0,0.24,18.52
Niger,7,0,0.7,33.33
Nigeria,2,0.199,1.19,84.26
North Macedonia,4,0.049,1.36,0
Norway,6,0.007,0.79,58.33
Oman,2,0,1.27,86.11
Pakistan,3,0.154,1.27,82.41
Palestine,3,0,1.19,80.56
Panama,1,0.196,1.3,89.81
Papua New Guinea,6,0,0,56.02
Paraguay,3,0.01,1.13,81.48
Peru,1,0,1.19,89.81
Philippines,1,0.035,1.44,96.3
Poland,3,0.02,1.01,79.63
Portugal,5,0.018,1.05,71.3
Qatar,2,0.385,1.15,83.33
Romania,0,0.019,0.9,75
Russia,0,0.033,0.95,78.24
Rwanda,5,0.003,1.25,73.15
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,5,0,0.62,66.67
Sao Tome and Principe,4,0,0.42,0
Saudi Arabia,1,0.134,1.07,91.67
Senegal,5,0.079,1.03,72.22
Serbia,7,0.014,0.74,49.07
Seychelles,6,0,0,59.26
Sierra Leone,5,0,0.98,70.37
