country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,0.79,78.7
Albania,4,0,1.07,62.96
Algeria,0,0,1.19,74.07
Andorra,6,0,0.8,45.37
Angola,3,0,1.15,76.39
Antigua and Barbuda,1,0,0,0
Argentina,2,0.348,1.2,92.59
Armenia,1,0,0.87,0
Australia,0,0.005,1.42,68.06
Austria,5,0.015,1.19,35.19
Azerbaijan,2,0,0.88,96.3
Bahamas,1,0,2.96,0
Bahrain,0,0.057,1,69.44
Bangladesh,3,0.237,0.93,80.09
Barbados,6,0,0.36,54.63
Belarus,5,0.021,0.77,16.67
Belgium,6,0.014,1.45,50
Belize,0,0,0,69.44
Benin,6,0,0.96,41.67
Bhutan,4,0,0,62.96
Bolivia,7,0.628,1.1,84.26
Bosnia and Herzegovina,4,0,1.17,56.48
Botswana,4,0,0.87,57.41
Brazil,3,0,1.05,81.02
Brunei,6,0,0,49.07
Bulgaria,5,0.05,1.13,36.11
Burkina Faso,6,0,0.98,45.37
Burundi,1,0,0.66,13.89
Cambodia,5,0,0.36,38.89
Cameroon,4,0,1,60.19
Canada,0,0.009,1.11,67.13
Cape Verde,0,0.108,1.09,68.06
Central African Republic,6,0,0.69,53.7
Chad,0,0,0.8,67.59
Chile,7,0.147,0.86,84.72
China,3,0,1.64,78.24
Colombia,7,0,1.25,87.04
Comoros,1,0,0.69,0
Congo,0,0,0.72,73.15
Costa Rica,0,0,1.29,73.61
Cote d'Ivoire,4,0.19,0.96,60.65
Croatia,6,0.062,1.1,46.3
Cuba,0,0.001,0.87,66.67
Cyprus,6,0.002,1.34,47.22
Czechia,5,0.027,1.18,37.5
Democratic Republic of Congo,3,0.093,1.06,80.56
Denmark,6,0.002,1.23,54.63
Djibouti,6,0,0.66,50.93
Dominica,6,0,0,44.44
Dominican Republic,3,0.355,1.14,75
Ecuador,3,0,1.07,79.63
Egypt,4,0,0.76,60.19
El Salvador,2,0.123,1.11,89.81
Equatorial Guinea,1,0,0.26,0
Eritrea,2,0,0.29,89.81
Estonia,5,0.002,1.04,25.93
Eswatini,3,0,1.23,80.56
Ethiopia,3,0.046,1.59,80.56
Fiji,6,0,0,51.85
Finland,5,0.001,1.2,35.19
France,6,0.011,1.22,46.3
Gabon,0,0,1.08,66.67
Gambia,0,0,0,68.98
Georgia,6,0,1.42,51.85
Germany,6,0,1.13,55.09
Ghana,6,0.143,1.1,52.78
Greece,4,0.006,1.17,57.41
Grenada,1,0,0,0
Guatemala,2,0.478,1.14,96.3
Guinea,4,0,1.09,64.81
Guinea-Bissau,1,0,0.72,0
Guyana,3,0,1.13,77.31
Haiti,0,0,0.91,69.44
Honduras,2,0,1.1,96.3
Hungary,6,0.007,1.4,54.63
Iceland,5,0.006,1.29,39.81
India,3,0.107,1.23,77.78
Indonesia,4,0.125,1.06,62.5
International,1,0,0,0
Iran,4,0.093,0.93,58.8
