country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,5,0,1.17,25
Albania,2,0,1.09,54.63
Algeria,3,0,0.83,75.93
Andorra,2,0,1.47,53.7
Angola,0,0,1.12,71.3
Antigua and Barbuda,6,0,0.26,0
Argentina,3,0.489,1.05,87.96
Armenia,6,0,1.36,0
Australia,0,0.001,0.86,68.06
Austria,4,0.043,1.19,40.74
Azerbaijan,0,0,1.2,68.98
Bahamas,6,0,1.17,0
Bahrain,0,0.046,0.92,63.89
Bangladesh,3,0.12,0.96,80.09
Barbados,1,0,0.85,35.19
Belarus,5,0.022,1.28,16.67
Belgium,7,0.065,1.48,47.22
Belize,0,0,1.16,69.44
Benin,7,0,0.93,47.22
Bhutan,3,0,0.78,77.78
Bolivia,3,0.294,0.78,84.26
Bosnia and Herzegovina,4,0,1.16,40.74
Botswana,0,0,0.75,63.89
Brazil,0,0,0.97,67.13
Brunei,1,0,0,35.19
Bulgaria,1,0.06,1.43,35.19
Burkina Faso,1,0,0.99,36.11
Burundi,5,0,0.74,14.81
Cambodia,1,0,0.48,37.04
Cameroon,7,0,0.92,47.22
Canada,2,0.03,1.25,60.65
Cape Verde,0,0.182,1.07,67.13
Central African Republic,2,0,0.56,56.48
Chad,0,0,1.02,73.15
Chile,3,0.051,0.97,81.94
China,2,0,1.07,54.17
Colombia,0,0,1.02,71.3
Comoros,6,0,0.65,0
Congo,2,0,0.57,56.48
Costa Rica,2,0,1.03,61.11
Cote d'Ivoire,1,0.039,0.92,36.11
Croatia,1,0.048,1.28,28.7
Cuba,0,0.007,0.78,73.15
Cyprus,2,0.007,1.46,53.7
Czechia,7,0.154,1.43,48.15
Democratic Republic of Congo,4,0.108,1.08,43.52
Denmark,7,0.01,1.12,50.93
Djibouti,7,0,0.98,47.22
Dominica,1,0,0,28.7
Dominican Republic,3,0.146,0.99,78.7
Ecuador,7,0,0.95,51.39
Egypt,0,0,0.97,62.96
El Salvador,7,0.043,1.09,52.78
Equatorial Guinea,6,0,0.51,0
Eritrea,3,0,0.37,82.41
Estonia,5,0.017,1.05,25.93
Eswatini,2,0,0.86,59.26
Ethiopia,0,0.118,1.04,65.74
Fiji,7,0,0,49.07
Finland,1,0.011,1.32,32.41
France,7,0.077,1.29,49.54
Gabon,0,0,1.06,66.67
Gambia,3,0,0.68,75.93
Georgia,2,0,1.45,56.48
Germany,7,0,1.32,49.54
Ghana,4,0.034,1.05,44.44
Greece,7,0.035,1.15,50.46
Grenada,6,0,0,0
Guatemala,7,0.162,0.99,49.54
Guinea,7,0,1.08,51.85
Guinea-Bissau,6,0,0.44,0
Guyana,3,0,1.04,80.56
Haiti,7,0,0.89,47.22
Honduras,3,0,1.03,84.26
Hong Kong,7,0,0,51.85
Hungary,4,0.099,1.1,40.74
Iceland,4,0.03,1.44,40.74
India,0,0.067,0.93,73.61
Indonesia,0,0.154,1.01,72.69
International,6,0,0,0
Iran,2,0.179,1.12,57.41
Iraq,2,0.195,0.92,61.11
Ireland,7,0.035,1.31,52.31
Israel,3,0.119,0.86,85.19
Italy,7,0.023,1.39,47.22
Jamaica,0,0.234,0.96,71.3
Japan,1,0.017,0.97,33.33
Jordan,0,0,1.53,65.74
Kazakhstan,3,0.016,1.07,78.7
Kenya,0,0.057,1.25,67.59
Kosovo,2,0,1.07,58.33
Kuwait,0,0.162,1.02,62.96
Kyrgyzstan,0,0,1.29,67.13
Laos,1,0,0,36.11
Latvia,1,0.018,1.52,32.41
Lebanon,2,0,1.14,59.26
Lesotho,7,0,0.9,50.93
