country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.43,84.26
Albania,1,0,0.71,89.81
Algeria,6,0,1.28,76.85
Andorra,3,0,0.53,52.78
Angola,6,0,0,78.7
Antigua and Barbuda,4,0,0,0
Argentina,0,0.069,1.22,88.89
Armenia,4,0,1.37,0
Australia,5,0.001,0.59,69.44
Austria,6,0.009,0.6,75
Azerbaijan,0,0,1.09,87.96
Bahamas,4,0,0,0
Bahrain,6,0.028,1.29,75
Bangladesh,7,0.114,1.4,93.52
Barbados,0,0,0,88.89
Belarus,4,0.111,1.34,16.67
Belgium,2,0.042,0.73,81.48
Belize,6,0,0,76.85
Benin,5,0,0,70.83
Bhutan,2,0,0,83.33
Bolivia,2,0.299,1.46,84.26
Bosnia and Herzegovina,1,0,1.16,90.74
Botswana,2,0,0,86.11
Brazil,6,0,1.48,77.31
Brunei,3,0,0.05,58.33
Bulgaria,5,0.025,1.09,73.15
Burkina Faso,2,0,0.95,84.26
Burundi,4,0,0,13.89
Cambodia,3,0,0.04,57.41
Cameroon,5,0,1.25,71.3
Canada,5,0.065,1.03,72.69
Cape Verde,6,0,1.07,79.63
Central African Republic,5,0,0,68.52
Chad,0,0,0,88.89
Chile,5,0.111,1.47,73.15
China,3,0,0.33,56.94
Colombia,1,0,1.35,90.74
Comoros,4,0,0,0
Congo,7,0,0.8,97.22
Costa Rica,2,0,0.93,81.48
Cote d'Ivoire,6,0.096,1.19,80.56
Croatia,1,0.012,0.51,89.81
Cuba,2,0.02,0.86,83.33
Cyprus,7,0.003,0.66,94.44
Czechia,3,0.011,0.7,57.41
Democratic Republic of Congo,6,0,1.14,80.56
Denmark,5,0.011,0.91,68.52
Djibouti,7,0,0.76,94.44
Dominica,6,0,0,79.63
Dominican Republic,7,0.175,1.18,100
Ecuador,7,0,0.87,93.52
Egypt,2,0,1.32,84.26
El Salvador,7,0.016,1.2,94.44
Equatorial Guinea,4,0,0.53,0
Eritrea,1,0,0,93.52
Estonia,6,0.011,0.64,75
Eswatini,2,0,0,84.26
Ethiopia,6,0.002,0.58,80.56
Fiji,0,0,0,88.89
Finland,3,0.029,0.93,60.19
France,0,0,0.98,87.96
Gabon,6,0,1.15,79.63
Gambia,6,0,0,78.7
Georgia,7,0,1.06,96.3
Germany,6,0,0.67,76.85
Ghana,5,0.039,1.39,62.04
Greece,2,0.008,0.79,84.26
Grenada,4,0,0,0
Guatemala,7,0.135,1.32,96.3
Guinea,6,0,1.13,78.7
Guinea-Bissau,4,0,0.87,0
Guyana,0,0,0,87.04
Haiti,1,0,0,89.81
Honduras,7,0,1.38,100
Hong Kong,5,0,0,66.67
Hungary,6,0.028,0.86,76.85
Iceland,3,0.002,0.2,53.7
India,7,0.036,1.42,96.3
Indonesia,6,0.099,1.1,80.09
International,4,0,0,0
Iran,3,0.103,0.81,53.7
Iraq,2,0.015,1.35,85.19
Ireland,1,0.063,0.76,90.74
Israel,2,0.014,0.5,84.26
Italy,1,0.039,0.73,93.52
Jamaica,0,0.072,0.87,87.04
Japan,3,0.064,0.7,47.22
Jordan,1,0,0.86,89.81
Kazakhstan,1,0.012,1.27,92.13
Kenya,0,0.018,1.28,88.89
Kosovo,1,0,0.87,92.59
Kuwait,0,0,1.55,88.89
Kyrgyzstan,0,0,1.06,88.43
Laos,7,0,0,96.3
Latvia,5,0.005,0.89,69.44
Lebanon,2,0,1.09,81.48
Lesotho,1,0,0,90.74
Liberia,0,0,0.94,87.96
Libya,7,0.002,0,100
Liechtenstein,4,0,0,0
Lithuania,6,0,0.73,77.78
Luxembourg,5,0.014,0.59,70.37
Madagascar,5,0,1.08,67.59
Malawi,3,0.015,0,60.19
Malaysia,5,0.009,0.88,73.15
Maldives,4,0.135,1.43,0
Mali,5,0,1.08,72.22
Malta,4,0.003,0.74,0
Marshall Islands,4,0,0,0
