country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,0,8.33
Albania,2,0,0,5.56
Algeria,0,0,0,0
Andorra,0,0,0,0
Angola,2,0,0,5.56
Antigua and Barbuda,0,0,0,0
Argentina,2,0,0,11.11
Armenia,0,0,0,0
Australia,6,0,0,19.44
Austria,2,0,0,11.11
Azerbaijan,0,0,0,2.78
Bahamas,0,0,0,0
Bahrain,6,0,0,25
Bangladesh,6,0,0,13.89
Barbados,6,0,0,13.89
Belarus,0,0,0,0
Belgium,2,0,0,11.11
Belize,2,0,0,5.56
Benin,2,0,0,8.33
Bhutan,6,0,0,13.89
Bolivia,4,0,0,62.04
Bosnia and Herzegovina,2,0,0,11.11
Botswana,6,0,0,13.89
Brazil,2,0,0,5.56
Brunei,6,0,0,19.44
Bulgaria,6,0,0,13.89
Burkina Faso,0,0,0,0
Burundi,2,0,0,5.56
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,0,0,0,2.78
Cape Verde,2,0,0,11.11
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,0,0,0,0
China,4,0,0.39,75.46
Colombia,2,0,0,12.04
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,2,0,0,11.11
Cote d'Ivoire,0,0,0,0
Croatia,6,0,0,13.89
Cuba,6,0,0,13.89
Cyprus,0,0,0,0
Czechia,6,0,0,16.67
Democratic Republic of Congo,0,0,0,2.78
Denmark,0,0,0,0
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,0,0,0,0
Ecuador,2,0,0,5.56
Egypt,0,0,0,0
El Salvador,6,0,0,19.44
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0,0,0
Eswatini,2,0,0,8.33
Ethiopia,0,0,0,2.78
Fiji,6,0,0,19.44
Finland,6,0,0,13.89
France,2,0,0,11.11
Gabon,6,0,0,13.89
Gambia,2,0,0,5.56
Georgia,6,0,0,19.44
Germany,2,0,0,11.11
Ghana,0,0,0,2.78
Greece,0,0,0,0
Grenada,0,0,0,0
Guatemala,2,0,0,11.11
Guinea,2,0,0,11.11
Guinea-Bissau,0,0,0,0
Guyana,6,0,0,13.89
Haiti,0,0,0,2.78
Honduras,0,0,0,0
Hungary,0,0,0,0
Iceland,6,0,0,16.67
India,2,0,0,10.19
Indonesia,6,0,0,28.7
International,0,0,0,0
Iran,2,0,0,11.11
Iraq,6,0,0,19.44
Ireland,2,0,0,5.56
Israel,6,0.004,0,19.44
Italy,4,0,3.27,69.91
Jamaica,6,0,0,19.44
Japan,6,0.187,1.03,25
Jordan,0,0,0,0
Kazakhstan,2,0,0,8.33
Kenya,0,0,0,2.78
Kosovo,0,0,0,0
Kuwait,6,0,0,13.89
Kyrgyzstan,6,0,0,13.89
Laos,0,0,0,0
Latvia,0,0,0,2.78
Lebanon,2,0,0,8.33
Lesotho,0,0,0,0
Liberia,2,0,0,5.56
Libya,2,0,0,5.56
Liechtenstein,0,0,0,0
Lithuania,0,0,0,0
Luxembourg,0,0,0,0
Madagascar,0,0,0,0
Malawi,2,0,0,5.56
Malaysia,6,0,0,19.44
Maldives,0,0,0,0
Mali,0,0,0,0
Malta,0,0,0,0
Marshall Islands,0,0,0,0
Mauritania,2,0,0,5.56
Mauritius,0,0,0,0
Mexico,0,0,0,0
Moldova,2,0,0,5.56
Monaco,2,0,0,9.26
Mongolia,4,0,0,65.74
Montenegro,0,0,0,0
Morocco,0,0,0,0
Mozambique,2,0,0,8.33
Myanmar,0,0,0,2.78
Namibia,0,0,0,0
Nepal,6,0,0,16.67
Netherlands,0,0,0,0
New Zealand,6,0,0,19.44
Nicaragua,0,0,0,2.78
Niger,0,0,0,0
Nigeria,2,0,0,11.11
North Macedonia,0,0,0,0
Norway,2,0,0,11.11
Oman,6,0,0,19.44
Pakistan,6,0,0,19.44
Palestine,2,0,0,5.56
Panama,2,0,0,8.33
Papua New Guinea,6,0,0,13.89
Paraguay,2,0,0,5.56
Peru,0,0,0,0
Philippines,6,0,0,25
Poland,2,0,0,5.56
Portugal,2,0,0,11.11
Qatar,6,0,0,13.89
Romania,2,0,0,5.56
Russia,2,0,0,8.33
Rwanda,6,0,0,13.89
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,0,0,5.56
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,0,0,11.11
Senegal,0,0,0,0
Serbia,0,0,0,2.78
Seychelles,6,0,0,16.67
Sierra Leone,0,0,0,0
Singapore,6,0,0,25
Slovakia,0,0,0,2.78
Slovenia,0,0,0,0
Solomon Islands,2,0,0,8.33
Somalia,0,0,0,0
South Africa,0,0,0,2.78
South Korea,4,0.039,3.27,55.56
South Sudan,2,0,0,5.56
Spain,2,0,0,11.11
Sri Lanka,2,0,0,11.11
Sudan,2,0,0,5.56
Suriname,0,0,0,0
Sweden,0,0,0,0
Switzerland,0,0,0,0
Syria,0,0,0,2.78
Taiwan,6,0.002,0,30.56
Tajikistan,2,0,0,11.11
Tanzania,0,0,0,2.78
Thailand,0,0,0,0
Timor,2,0,0,11.11
Togo,0,0,0,0
Trinidad and Tobago,2,0,0,11.11
Tunisia,0,0,0,0
Turkey,6,0,0,19.44
Uganda,6,0,0,16.67
Ukraine,0,0,0,0
United Arab Emirates,2,0.001,0,8.33
United Kingdom,2,0,0,11.11
United States,2,0,0,5.56
Uruguay,0,0,0,0
Uzbekistan,2,0,0,11.11
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0,0
Vietnam,4,0,0,47.22
Yemen,0,0,0,0
Zambia,6,0,0,16.67
Zimbabwe,2,0,0,8.33
