country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0,0.051
Albania,4,0,0.347,6.602
Algeria,5,0,0.046,0.775
Andorra,1,0,0,401.217
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,5,0.009,0.044,1.903
Armenia,5,0,0,4.725
Australia,4,0,0.039,14.196
Austria,2,0.551,0.777,89.825
Azerbaijan,5,0,0,1.479
Bahamas,5,0,0,2.543
Bahrain,4,0,0.588,8.815
Bangladesh,5,0,0.006,0.036
Barbados,5,0,0,3.48
Belarus,5,0,0,0
Belgium,0,0.343,2.934,45.385
Belize,5,0,0,0
Benin,5,0,0,0.082
Bhutan,5,0,0,0
Bolivia,5,0,0,0.171
Bosnia and Herzegovina,4,0,0.61,9.144
Botswana,5,0,0,0
Brazil,5,0,0.056,1.52
Brunei,0,0,0,29.715
Bulgaria,5,0,0,2.447
Burkina Faso,5,0,0,0.718
Burundi,5,0,0,0
Cambodia,5,0,0,0.239
Cameroon,5,0,0,0.377
Canada,4,0.475,0.026,18.6
Cape Verde,5,0,1.799,0
Central African Republic,5,0,0,0
Chad,5,0,0,0.122
Chile,4,0,0,9.207
China,5,0,0.005,0.065
Colombia,5,0.015,0,1.985
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,5,0.032,0,3.73
Cote d'Ivoire,5,0,0,1.82
Croatia,4,0,0,16.32
Cuba,5,0.01,0,0.706
Cyprus,4,0,2.283,9.133
Czechia,4,0.286,0.187,14.754
Democratic Republic of Congo,5,0,0.011,0.1
Denmark,0,0.194,1.381,25.206
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,5,0.012,0.277,6.176
Ecuador,5,0.013,0.51,5.725
Egypt,5,0,0.01,0.352
El Salvador,5,0,0,0.308
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,4,1.076,0,12.815
Eswatini,5,0,0,0
Ethiopia,5,0,0,0.009
Fiji,5,0.037,0,1.116
Finland,4,0.286,0,16.604
France,0,0,3.677,38.285
Gabon,5,0,0,0.449
Gambia,5,0,0,0.414
Georgia,5,0,0,2.256
Germany,0,0,0.406,46.906
Ghana,5,0,0,0.837
Greece,5,0.041,0.288,4.605
Grenada,5,0,0,0
Guatemala,5,0.008,0,0.056
Guinea,5,0,0,0
Guinea-Bissau,5,0,0,0
Guyana,3,0,0,-19.07
Haiti,5,0,0,0.088
Honduras,5,0,0,0
Hungary,5,0.062,0.207,2.07
Iceland,2,2.834,2.93,175.824
India,5,0,0,0.027
Indonesia,5,0.001,0.022,0.391
International,5,0,0,0
Iran,4,0,1.453,20.978
Iraq,5,0,0.099,1.243
Ireland,0,0.317,0.203,41.314
Israel,4,0.553,0.347,11.784
Italy,2,0.356,12.289,86.815
Jamaica,5,0,0,0.675
Japan,5,0,0.008,0.577
Jordan,5,0,0,2.646
Kazakhstan,5,0.086,0,0.533
Kenya,5,0,0,0.167
Kosovo,4,0,0,14.487
Kuwait,5,0,0,0.468
Kyrgyzstan,5,0,0,3.985
Laos,5,0,0,0.275
Latvia,4,0.47,0,9.013
Lebanon,4,0,0,7.472
Lesotho,5,0,0,0
Liberia,5,0,0,0
Libya,5,0.004,0,0.146
Liechtenstein,5,0,0,0
Lithuania,4,0.141,0.367,11.02
Luxembourg,1,1.414,0,357.841
Madagascar,5,0,0,0.181
Malawi,5,0,0,0
Malaysia,5,0.015,0.062,3.275
Maldives,5,0,0,0
Mali,5,0,0,0
Malta,4,1.105,0,6.794
Marshall Islands,5,0,0,0
Mauritania,5,0,0,0
Mauritius,5,0,0,4.718
Mexico,5,0.011,0.008,0.295
Moldova,5,0,0,3.966
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,0,0,0,31.844
Morocco,5,0.002,0.027,0.731
Mozambique,5,0,0,0.064
Myanmar,5,0,0,0
Namibia,5,0,0,1.181
Nepal,5,0,0,0
Netherlands,0,0,3.677,47.622
New Zealand,4,0.455,0,10.991
Nicaragua,5,0,0,0
Niger,5,0,0,0
Nigeria,5,0,0,0.019
North Macedonia,5,0,0,5.76
Norway,0,0.651,0.369,44.639
Oman,5,0,0,3.525
Pakistan,5,0.001,0.005,0.412
Palestine,5,0,0,0
Panama,5,0.071,0,0
Papua New Guinea,5,0,0,0
Paraguay,5,0.013,0.14,0.701
Peru,5,0.03,0.061,0.637
Philippines,5,0,0.018,0.821
Poland,5,0,0.053,4.016
Portugal,0,0.492,0.981,29.617
Qatar,4,0.061,0,8.677
Romania,4,0.073,0.208,11.332
Russia,5,0.047,0,0.391
Rwanda,5,0,0,0.309
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,5,0,29.465,0
Sao Tome and Principe,5,0,0,0
Saudi Arabia,5,0.17,0.029,5.888
Senegal,5,0.004,0,0.418
Serbia,4,0.014,0,7.936
Seychelles,5,0,0,0
Sierra Leone,5,0,0,0
Singapore,4,0,0,8.376
Slovakia,5,0.087,0,3.297
Slovenia,4,0.598,0.481,18.279
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,5,0.046,0,2.563
South Korea,5,0.17,0.176,1.482
South Sudan,5,0,0,0
Spain,2,0,10.63,101.572
Sri Lanka,5,0.008,0,0.234
Sudan,5,0,0,0.023
Suriname,5,0,0,3.409
Sweden,4,0,2.178,22.774
Switzerland,2,0.67,0.231,125.02
Syria,5,0,0,0
Taiwan,5,0.039,0,0.84
Tajikistan,5,0,0,0
Tanzania,5,0,0,0
Thailand,5,0.034,0.043,1.519
Timor,5,0,0,0
Togo,5,0.004,0,0.242
Trinidad and Tobago,5,0,0,4.287
Tunisia,5,0.019,0.085,2.115
Turkey,5,0,0.083,4.067
Uganda,5,0,0,0
Ukraine,5,0,0,0.549
United Arab Emirates,5,0.919,0,5.055
United Kingdom,0,0,2.18,35.088
United States,0,0.31,0.728,32.06
