country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0.103,1.105
Albania,4,0,0.695,53.861
Algeria,3,0,0.274,9.555
Andorra,5,0,0,0
Angola,5,0,0.061,0.943
Antigua and Barbuda,5,0,0,0
Argentina,2,0.36,5.177,151.342
Armenia,4,0,2.7,48.933
Australia,5,1.746,0.471,8.471
Austria,4,1.535,0,32.754
Azerbaijan,3,0,0.099,12.92
Bahamas,0,0,2.543,241.578
Bahrain,0,5.41,1.175,232.724
Bangladesh,3,0.089,0.279,19.431
Barbados,5,0,0,3.48
Belarus,5,0,0.423,8.89
Belgium,4,2.339,1.294,31.321
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,5,0,0,7.776
Bolivia,2,0.395,4.198,153.859
Bosnia and Herzegovina,1,0,2.743,73.153
Botswana,5,0,0,0
Brazil,0,0,6.361,224.803
Brunei,5,0,0,0
Bulgaria,3,0.756,1.007,24.322
Burkina Faso,5,0,0,0
Burundi,5,0,0,0.252
Cambodia,5,0,0,0
Cameroon,5,0,0.113,0.64
Canada,3,1.063,0.397,22.945
Cape Verde,1,0.734,0,89.93
Central African Republic,5,0,0,2.485
Chad,5,0,0,0.67
Chile,1,1.214,1.726,70.778
China,5,0,0.001,0.037
Colombia,0,0.705,4.854,244.915
Comoros,5,0,0,1.15
Congo,5,0,0,0
Costa Rica,2,0.208,1.963,109.734
Cote d'Ivoire,5,0.035,0,1.63
Croatia,4,0.444,0,48.474
Cuba,5,0.441,0,3.885
Cyprus,3,4.926,0,9.133
Czechia,3,0.718,0.187,26.24
Democratic Republic of Congo,5,0.003,0,0.167
Denmark,3,6.541,0,20.545
Djibouti,5,0,0,2.024
Dominica,5,0,0,0
Dominican Republic,4,0.416,0.737,35.583
Ecuador,1,0.182,1.247,67.449
Egypt,5,0,0.107,1.593
El Salvador,4,0.385,1.079,41.473
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,5.358
Estonia,5,1.026,0,6.031
Eswatini,1,0,2.586,81.885
Ethiopia,3,0.192,0.244,12.056
Fiji,5,0.028,0,0
Finland,5,2.326,0,4.332
France,5,2.227,0,0.015
Gabon,5,0,0,0
Gambia,1,0,0,100.966
Georgia,5,0,0,2.507
Germany,3,0,0.06,16.948
Ghana,3,0.048,0.29,10.942
Greece,3,1.335,0.192,23.985
Grenada,5,0,0,0
Guatemala,4,0.232,1.675,50.403
Guinea,5,0,0.076,7.234
Guinea-Bissau,5,0,0,0
Guyana,4,0,2.543,35.598
Haiti,5,0,0,2.105
Honduras,1,0,1.01,68.15
Hungary,5,0.257,0.104,2.484
Iceland,4,1.477,0,38.095
India,4,0.652,0.791,46.791
Indonesia,5,0.045,0.256,6.116
International,5,0,0,0
Iran,4,0.311,2,28.395
Iraq,2,0.516,2.039,113.767
Ireland,4,0.879,0.203,37.669
Israel,0,3.223,1.617,190.514
Italy,5,0.893,0.083,6.632
Jamaica,5,0.315,0,5.741
Japan,5,0.167,0.182,7.266
Jordan,5,0,0,3.92
Kazakhstan,3,0.423,7.882,17.788
Kenya,5,0.075,0.093,5.04
Kosovo,1,0,3.104,72.952
Kuwait,2,1.242,0.702,150.566
Kyrgyzstan,3,0,0.307,23.758
Laos,5,0,0,0
Latvia,5,1.184,0.53,0
Lebanon,1,0,0.293,61.681
Lesotho,5,0,0,0
Liberia,5,0,0,0.989
Libya,1,0.499,1.019,71.166
Liechtenstein,1,0,0,78.664
Lithuania,3,1.568,0,13.959
Luxembourg,4,8.909,0,47.925
Madagascar,5,0.022,0.072,4.442
Malawi,5,0.018,0.052,3.555
Malaysia,5,0.26,0,0.216
Maldives,0,1.783,1.85,314.499
Mali,5,0,0,1.284
Malta,2,5.118,0,108.711
Marshall Islands,5,0,0,0
Mauritania,5,0.082,0,5.807
Mauritius,5,0,0,0
Mexico,4,0.116,5.825,42.704
Moldova,1,0,0,102.133
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,1,0,0,74.833
Morocco,4,0.594,0.894,33.73
Mozambique,5,0.02,0,2.464
Myanmar,5,0.032,0,0
Namibia,4,0.424,0.394,47.227
Nepal,4,0.461,0.24,34.87
Netherlands,4,0,0.175,33.849
New Zealand,5,4.707,0,1.244
Nicaragua,4,0,0.755,29.587
Niger,5,0,0,0
Nigeria,5,0.012,0.019,1.989
North Macedonia,1,0.913,0.96,62.399
Norway,3,3.133,0.184,9.407
Oman,4,0,1.762,37.598
Pakistan,5,0.08,0.068,2.793
Palestine,1,0,0,90.563
Panama,4,0.561,4.867,57.245
Papua New Guinea,5,0,0,1.565
Paraguay,1,0.428,2.243,66.035
Peru,2,0.247,6.066,168.234
Philippines,4,0.289,0.055,43.247
Poland,3,0.525,0.291,15.774
Portugal,3,1.818,0.49,20.987
Qatar,1,1.742,0,101.699
Romania,4,1.109,2.339,52.709
Russia,4,1.704,0.884,32.33
Rwanda,5,0.334,0.154,2.857
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,5.446
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,1,0,0,88.396
Sao Tome and Principe,5,0,0,0
Saudi Arabia,4,1.845,0.977,40.472
Senegal,5,0.055,0,4.061
Serbia,3,1.35,0.588,15.872
Seychelles,5,0,0,0
Sierra Leone,5,0,0,0.376
Singapore,3,0,0,17.093
Slovakia,5,0.675,0,2.747
