country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.051,0.154
Albania,3,0,0.695,37.529
Algeria,1,0,0.091,3.649
Andorra,1,0,0,0
Angola,1,0,0.122,2.495
Antigua and Barbuda,1,0,0,0
Argentina,5,0.45,7.412,248.895
Armenia,5,0,0.337,144.774
Australia,1,0,0.078,0.941
Austria,0,0,0.111,79.277
Azerbaijan,4,0,0.197,10.652
Bahamas,1,0,0,0
Bahrain,2,0,1.763,343.798
Bangladesh,1,0.065,0.219,6.716
Barbados,1,0,0,0
Belarus,3,0,0.635,35.135
Belgium,5,2.885,0.431,157.641
Belize,3,0,2.515,42.754
Benin,1,0,0,0
Bhutan,4,0,0,10.368
Bolivia,4,0.125,2.399,31.697
Bosnia and Herzegovina,0,0,3.658,71.019
Botswana,1,0,0,0
Brazil,0,0,4.088,133.506
Brunei,1,0,0,0
Bulgaria,4,0,0,24.322
Burkina Faso,1,0,0,0.526
Burundi,1,0,0,0.168
Cambodia,1,0,0,0.06
Cameroon,1,0,0,0.866
Canada,4,1.86,0.185,27.9
Cape Verde,0,0.854,1.799,131.298
Central African Republic,1,0,0,0
Chad,1,0,0,0.122
Chile,0,1.996,3.348,110.43
China,1,0,0,0.01
Colombia,5,0.438,3.793,151.741
Comoros,1,0,0,4.6
Congo,1,0,0,0
Costa Rica,5,0.907,3.141,242.044
Cote d'Ivoire,1,0.048,0,1.668
Croatia,3,1.114,0.731,51.641
Cuba,1,0.62,0.177,5.474
Cyprus,4,3.676,0,14.842
Czechia,5,1.437,0.934,184.518
Democratic Republic of Congo,1,0.001,0,0.167
Denmark,0,6.834,0.173,107.213
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,3,0.409,0.553,33.186
Ecuador,0,0.338,2.097,85.359
Egypt,1,0,0.156,1.085
El Salvador,1,0.374,0,0
Equatorial Guinea,1,0,0,7.128
Eritrea,1,0,0,1.692
Estonia,3,2.357,0,35.431
Eswatini,4,0,0,17.239
Ethiopia,1,0.067,0.087,4.584
Fiji,1,0.073,0,0
Finland,4,2.664,0,16.785
France,1,1.3,0,0.506
Gabon,1,0,0,0
Gambia,1,0,0,0
Georgia,0,0,0.251,74.201
Germany,4,0,0.095,15.683
Ghana,1,0.025,0,0
Greece,4,1.211,0.672,30.221
Grenada,1,0,0,0
Guatemala,3,0.109,1.507,45.994
Guinea,1,0,0,2.589
Guinea-Bissau,1,0,0,0
Guyana,4,0,1.271,20.342
Haiti,1,0,0,3.42
Honduras,0,0,1.716,71.482
Hong Kong,1,0,0,0
Hungary,0,1.22,1.242,98.34
Iceland,0,2.854,0,117.216
India,3,0.972,0.814,64.203
Indonesia,4,0.094,0.329,16.43
International,1,0,0,0
Iran,3,0,2.048,38.146
Iraq,0,0.442,1.691,106.159
Ireland,3,2.391,1.013,49.617
Israel,2,5.363,2.888,679.565
Italy,4,1.726,0.281,30.912
Jamaica,3,0.237,2.702,44.239
Japan,1,0.083,0.024,5.131
