country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.077,3.16
Albania,2,0,6.255,224.13
Algeria,1,0,0.456,24.127
Andorra,4,0,0,983.628
Angola,1,0,0.03,2.678
Antigua and Barbuda,1,0,0,0
Argentina,2,0.488,6.085,173.6
Armenia,3,0,7.424,498.104
Australia,1,0,0,0.51
Austria,3,3.003,12.547,550.053
Azerbaijan,5,0,3.452,366.105
Bahamas,1,0,0,35.601
Bahrain,0,7.28,0,98.732
Bangladesh,1,0.099,0.121,13.802
Barbados,1,0,0,13.919
Belarus,2,0,0.847,171.547
Belgium,5,2.9,10.354,284.479
Belize,2,0,25.15,181.077
Benin,1,0,0,0
Bhutan,1,0,0,7.776
Bolivia,1,0.108,0.343,8.909
Bosnia and Herzegovina,5,0,18.898,359.362
Botswana,1,0,0,0
Brazil,2,0,2.418,160.567
Brunei,1,0,0,0
Bulgaria,3,1.309,21.731,478.812
Burkina Faso,1,0,0,1.866
Burundi,1,0,0,0.336
Cambodia,1,0,0,0.06
Cameroon,1,0,0,3.579
Canada,2,2.709,2.597,157.755
Cape Verde,0,0.761,0,100.722
Central African Republic,1,0,0,0
Chad,1,0,0,0.122
Chile,0,2.036,2.249,82.705
China,1,0,0,0.068
Colombia,2,0.635,3.832,196.982
Comoros,1,0,0,0
Congo,1,0,0.181,25.734
Costa Rica,2,0,2.159,265.208
Cote d'Ivoire,1,0.047,0,1.251
Croatia,4,2.702,11.692,993.845
Cuba,1,0.896,0,3.09
Cyprus,5,7.625,0,353.922
Czechia,5,2.182,17.555,416.846
Democratic Republic of Congo,1,0.005,0,0
Denmark,2,12.4,0.863,228.411
Djibouti,1,0,0,0
Dominica,1,0,0,41.672
Dominican Republic,0,0,0.645,78.817
Ecuador,0,0.304,2.381,79.125
Egypt,1,0,0.117,3.489
El Salvador,0,0,0.617,80.324
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,5,4.331,3.769,277.414
Eswatini,1,0,0,28.444
Ethiopia,1,0.046,0.122,6.689
Fiji,1,0.081,0,0
Finland,0,3.909,0.902,111.538
France,2,3.351,14.677,194.137
Gabon,1,0,0,8.087
Gambia,1,0,0,1.241
Georgia,4,0,9.275,1198.243
Germany,2,0,4.428,248.484
Ghana,1,0.035,0,0
Greece,2,2.021,9.69,190.059
Grenada,1,0,0,0
Guatemala,1,0.236,0.447,24.95
Guinea,1,0,0,6.853
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,43.226
Haiti,1,0,0,0.702
Honduras,0,0,0.707,45.736
Hungary,3,2.174,13.975,661.777
Iceland,0,3.068,0,67.399
India,1,0.82,0.351,29.943
Indonesia,1,0.144,0.618,21.307
International,1,0,0,0
Iran,2,0,4.834,167.288
Iraq,0,0.74,1.044,63.273
Ireland,1,2.183,1.418,41.516
Israel,0,5.644,0.693,119.23
Italy,3,3.685,13.678,468.759
Jamaica,1,0.243,0.675,19.925
Japan,1,0.343,0.253,20.186
Jordan,3,2.573,5.979,448.881
Kazakhstan,0,2.07,0.266,52.565
Kenya,1,0,0.26,28.9
Kosovo,5,0,6.209,395.287
Kuwait,0,1.587,0.468,77.039
Kyrgyzstan,1,0,0,0
Laos,1,0,0,0
Latvia,5,3.813,1.06,337.716
Lebanon,2,0,0.879,261.082
Lesotho,1,0,0,0
Liberia,1,0,0,0.791
Libya,0,0,1.892,126.032
Liechtenstein,3,0,26.221,603.089
Lithuania,4,5.328,8.081,858.835
Luxembourg,4,18.779,9.585,856.263
Madagascar,1,0,0,0
Malawi,1,0,0,0.209
Malaysia,1,0.59,0.062,34.264
Maldives,0,2.092,0,81.4
Mali,1,0,0.049,3.062
Malta,2,6.5,6.794,217.421
Marshall Islands,1,0,0,0
Mauritania,1,0,0.215,29.249
Mauritius,1,0,0,2.359
Mexico,1,0,0,0
Moldova,5,0,5.206,308.877
Monaco,0,0,0,76.445
Mongolia,1,0,0,6.711
Montenegro,4,0,7.961,827.944
Morocco,0,0.596,1.896,124.409
Mozambique,1,0.048,0,1.248
Myanmar,1,0,0.349,26.245
Namibia,1,0.542,0.787,20.465
Nepal,0,0.359,0.789,58.448
Netherlands,5,0,4.844,343.335
New Zealand,1,1.546,0,0.622
Nicaragua,1,0,0,0
Niger,1,0,0,1.198
Nigeria,1,0,0.01,1.193
North Macedonia,3,1.501,13.44,524.628
Norway,0,2.942,2.214,82.085
Oman,1,0,0,0
Pakistan,1,0.196,0.204,13.785
Palestine,5,1.513,1.764,379.502
Panama,5,2.558,2.781,337.677
Papua New Guinea,1,0,0,0
Paraguay,0,0.492,2.243,128.846
