country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,0.719,1.43,0
Albania,3,3.822,1.03,0
Algeria,3,1.665,1.93,0
Andorra,1,465.929,0.93,0
Angola,3,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,3,1.659,1.6,0
Armenia,2,19.573,1.39,0
Australia,3,14.784,1.33,0
Austria,0,92.157,1.2,0
Azerbaijan,4,6.312,1.76,0
Bahamas,2,7.629,0,0
Bahrain,3,9.403,1.32,0
Bangladesh,3,0.006,0,0
Barbados,3,0,0,0
Belarus,2,6.138,0,0
Belgium,0,91.72,1.76,88.096
Belize,4,2.515,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,3,1.371,0,0
Bosnia and Herzegovina,3,13.716,1.17,0
Botswana,4,1.276,0,0
Brazil,3,1.52,2.01,0
Brunei,4,2.286,0.23,0
Bulgaria,3,1.871,1.13,0
Burkina Faso,3,1.148,0.96,0
Burundi,2,0,0,0
Cambodia,4,0.239,0.13,0
Cameroon,4,0,1.31,0
Canada,3,29.622,1.98,0
Cape Verde,3,0,0,0
Central African Republic,4,0,0,0
Chad,4,0.122,0,0
Chile,3,16.217,1.86,0
China,3,0.053,0.9,0
Colombia,3,1.887,1.69,0
Comoros,2,0,0,0
Congo,3,0,0,0
Costa Rica,3,3.141,1.02,0
Cote d'Ivoire,3,0.114,1.3,0
Croatia,3,18.756,1.39,0
Cuba,4,2.737,1.35,0
Cyprus,3,18.267,1.26,0
Czechia,3,17.182,1.43,6.163
Democratic Republic of Congo,3,0.179,0,0
Denmark,0,32.975,1.33,23.652
Djibouti,3,0,0,0
Dominica,4,0,0,0
Dominican Republic,3,3.872,1.83,0
Ecuador,3,2.154,1.87,0
Egypt,3,0.459,1.49,0
El Salvador,3,0.925,0,0
Equatorial Guinea,2,0,0,0
Eritrea,3,0,0,0
Estonia,3,27.138,1.29,9.8
Eswatini,3,0,0,0
Ethiopia,4,0.017,0,0
Fiji,3,0,0,0
Finland,4,20.214,1.35,8.844
France,0,68.359,1.73,77.459
Gabon,4,0,0,0
Gambia,3,0,0,0
Georgia,3,3.008,0,0
Germany,0,57.171,1.49,0
Ghana,3,0,1.38,0
Greece,3,5.373,1.17,0
Grenada,2,0,0,0
Guatemala,3,0.112,0,0
Guinea,3,0.457,0,0
Guinea-Bissau,2,3.049,0,0
Guyana,4,0,0,0
Haiti,3,0,0,0
Honduras,3,2.928,1.26,0
Hungary,3,4.037,1.5,0
Iceland,1,193.407,1.17,32.234
India,3,0.164,2.08,0
Indonesia,4,0.472,1.56,0
International,2,0,0,0
Iran,4,37.932,1.54,0
Iraq,3,2.064,1.55,0
Ireland,0,59.743,1.74,21.67
Israel,0,63.081,1.6,0
Italy,0,66.984,1.03,65.843
Jamaica,3,1.351,0,0
Japan,4,0.743,1.9,0
Jordan,3,0.882,0.84,0
