country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,2.44,1.2,0
Albania,4,98.686,1.12,0
Algeria,2,6.545,1.23,0
Andorra,3,1100.11,1.19,0
Angola,2,6.907,1.09,0
Antigua and Barbuda,1,0,0.31,0
Argentina,0,316.578,0.95,0
Armenia,0,539.951,1.27,0
Australia,2,0.549,0.83,0
Austria,0,314.776,1.53,22.54
Azerbaijan,2,65.39,1.37,0
Bahamas,4,233.949,0.77,0
Bahrain,4,136.344,0.88,0
Bangladesh,2,8.106,1.01,0
Barbados,1,0,0.8,0
Belarus,4,95.457,1.21,0
Belgium,3,1170.962,1.25,78.691
Belize,4,138.323,1.15,0
Benin,1,0,0.94,0
Bhutan,2,3.888,0.86,0
Bolivia,2,14.735,0.82,0
Bosnia and Herzegovina,0,473.968,1.17,0
Botswana,2,0,0.74,0
Brazil,4,140.135,1,0
Brunei,1,0,0,0
Bulgaria,0,369.723,1.53,20.868
Burkina Faso,1,0.335,0.99,0
Burundi,1,0.084,0.78,0
Cambodia,1,0.12,0.86,0
Cameroon,1,0,0.9,0
Canada,2,72.333,1.15,0
Cape Verde,4,88.131,1.06,0
Central African Republic,1,0,0.58,0
Chad,2,1.157,0.97,0
Chile,2,48.493,0.96,0
China,2,0.033,1.2,0
Colombia,4,160.486,1.06,0
Comoros,1,0,0.63,0
Congo,1,0,0.58,0
Costa Rica,4,169.215,0.99,0
Cote d'Ivoire,1,0.076,0.96,0
Croatia,0,344.192,1.49,0
Cuba,2,7.328,1.15,0
Cyprus,4,206.645,1.37,0
Czechia,3,1462.604,1.2,89.831
Democratic Republic of Congo,1,0.19,1.1,0
Denmark,4,129.312,1.21,3.28
Djibouti,1,3.036,1.07,0
Dominica,1,0,0,0
Dominican Republic,2,15.21,1,0
Ecuador,2,57.473,1.05,0
Egypt,2,1.661,1.12,0
El Salvador,2,0,1.12,0
Equatorial Guinea,1,2.851,0.49,0
Eritrea,2,0,0.4,0
Estonia,1,27.892,1.38,3.015
Eswatini,2,10.343,0.93,0
Ethiopia,2,4.445,0.83,0
Fiji,1,0,0,0
Finland,2,34.833,1.1,0
France,0,529.939,1.27,44.566
Gabon,2,0,1.09,0
Gambia,2,0.414,0.71,0
Georgia,0,457.237,1.34,0
Germany,4,157.083,1.44,0
Ghana,1,0,1.15,0
Greece,4,120.502,1.39,0
Grenada,1,0,0,0
Guatemala,2,37.788,1,0
Guinea,1,14.011,1.09,0
Guinea-Bissau,1,0,0.39,0
Guyana,2,44.498,0.99,0
Haiti,1,1.228,0.85,0
Honduras,2,66.333,1.01,0
Hong Kong,1,0,0,0
Hungary,4,215.21,1.38,0
Iceland,4,205.128,0.93,0
