country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,0.026,0,0
Albania,3,2.085,0,0
Algeria,4,1.117,0,0
Andorra,1,168.252,0,0
Angola,2,0.03,0,0
Antigua and Barbuda,2,0,0,0
Argentina,3,0.664,1.82,0
Armenia,2,8.099,1.42,0
Australia,4,10.98,2.39,0
Austria,3,47.3,2.29,0
Azerbaijan,0,0.888,0,0
Bahamas,2,2.543,0,0
Bahrain,0,11.754,1.3,0
Bangladesh,3,0.03,0,0
Barbados,4,3.48,0,0
Belarus,2,0.741,0,0
Belgium,3,48.147,2.26,25.022
Belize,0,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,3,0.343,0,0
Bosnia and Herzegovina,3,1.219,0,0
Botswana,0,0,0,0
Brazil,0,1.073,2.38,0
Brunei,4,11.429,0,0
Bulgaria,3,5.181,1.19,0
Burkina Faso,3,1.148,0,0
Burundi,2,0,0,0
Cambodia,4,0.12,0,0
Cameroon,0,0.264,0,0
Canada,0,8.85,2.52,0
Cape Verde,4,3.597,0,0
Central African Republic,2,0,0,0
Chad,4,0,0,0
Chile,0,6.853,2.37,0
China,3,0.038,0.7,0
Colombia,4,0.747,1.88,0
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,0,5.497,0,0
Cote d'Ivoire,0,0.19,0,0
Croatia,3,19,2.49,0
Cuba,4,0.441,0,0
Cyprus,0,19.409,0,0
Czechia,3,15.127,2.09,1.307
Democratic Republic of Congo,0,0.056,0,0
Denmark,0,14.33,1.38,7.251
Djibouti,4,0,0,0
Dominica,2,0,0,0
Dominican Republic,3,3.687,0,0
Ecuador,3,7.878,2.82,0
Egypt,4,0.088,1.47,0
El Salvador,3,0.308,0,0
Equatorial Guinea,2,0,0,0
Eritrea,2,0.282,0,0
Estonia,0,17.338,1.34,3.015
Eswatini,0,0,0,0
Ethiopia,4,0,0,0
Fiji,3,0,0,0
Finland,0,13.175,1.5,0
France,3,26.121,2.07,22.26
Gabon,0,0.449,0,0
Gambia,0,0,0,0
Georgia,0,1.504,0,0
Germany,0,28.227,2.22,0
Ghana,4,0.097,0,0
Greece,3,3.358,1.3,0
Grenada,2,0,0,0
Guatemala,3,0.279,0,0
Guinea,2,0.076,0,0
Guinea-Bissau,2,0,0,0
Guyana,4,0,0,0
Haiti,3,0,0,0
Honduras,3,0,0,0
Hungary,0,1.863,0,0
Iceland,1,187.546,1.69,2.93
India,3,0.062,2.04,0
Indonesia,4,0.296,1.94,0
International,2,0,0,0
Iran,0,11.501,1.02,0
Iraq,3,0.149,1.36,0
Ireland,4,20.657,2.29,0
Israel,3,24.84,2.5,0
Italy,1,108.449,1.65,47.253
Jamaica,3,0,0,0
Japan,4,0.293,1.27,0
Jordan,3,0,0,0
Kazakhstan,3,0.213,0,0
Kenya,0,0,0,0
Kosovo,3,1.552,0,0
Kuwait,3,3.981,0.9,0
Kyrgyzstan,0,1.226,0,0
Laos,2,0,0,0
Latvia,0,6.892,1.12,0
Lebanon,3,3.516,1.13,0
Lesotho,3,0,0,0
Liberia,4,0.198,0,0
Libya,4,0,0,0
Liechtenstein,1,235.991,0,0
Lithuania,3,12.489,0,0
