country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,0.411,1.42,0
Albania,0,3.822,1.02,0
Algeria,2,1.026,1.6,0
Andorra,3,530.641,0.96,0
Angola,0,0.03,0,0
Antigua and Barbuda,4,0,0,0
Argentina,0,2.235,1.66,0
Armenia,4,26.323,1.43,0
Australia,2,19.49,1.59,0
Austria,1,68.174,1.41,0
Azerbaijan,2,1.677,1.67,0
Bahamas,4,0,0,0
Bahrain,0,5.877,1.31,0
Bangladesh,0,0,0,0
Barbados,2,6.96,0,0
Belarus,4,0,0,0
Belgium,1,159.626,1.93,74.808
Belize,2,0,0,0
Benin,4,0,0,0
Bhutan,0,0,0,0
Bolivia,0,1.114,0,0
Bosnia and Herzegovina,0,6.401,1.17,0
Botswana,2,0,0,0
Brazil,2,2.291,2.06,0
Brunei,2,11.429,0.24,0
Bulgaria,2,5.469,1.15,0
Burkina Faso,0,1.292,0.96,0
Burundi,4,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,2,23.687,2.11,0
Cape Verde,2,0,0,0
Central African Republic,2,0,0,0
Chad,4,0,0,0
Chile,2,18.309,1.98,0
China,2,0.071,0.93,0
Colombia,0,1.356,1.73,0
Comoros,4,0,0,0
Congo,0,0,0,0
Costa Rica,2,6.282,1.05,0
Cote d'Ivoire,0,0,1.3,0
Croatia,0,17.295,1.55,0
Cuba,2,3.443,0,0
Cyprus,0,19.409,1.21,0
Czechia,0,32.87,1.64,5.323
Democratic Republic of Congo,2,0.156,0,0
Denmark,2,28.659,1.35,20.89
Djibouti,0,2.024,0,0
Dominica,4,0,0,0
Dominican Republic,0,12.721,1.95,0
Ecuador,0,12.923,1.99,0
Egypt,0,0.391,1.46,0
El Salvador,0,0.925,0,0
Equatorial Guinea,4,0,0,0
Eritrea,2,0,0,0
Estonia,1,52.769,1.38,7.538
Eswatini,0,0,0,0
Ethiopia,2,0,0,0
Fiji,0,0,0,0
Finland,2,22.741,1.39,5.595
France,1,72.051,1.8,64.896
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,0,1.755,0,0
Germany,1,81.448,1.66,0
Ghana,2,0.129,1.37,0
Greece,0,9.114,1.21,0
Grenada,4,0,0,0
Guatemala,0,0.335,0,0
Guinea,2,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,2,3.814,0,0
Haiti,0,0,0,0
Honduras,0,2.726,0,0
Hungary,2,4.451,1.59,0
Iceland,1,213.919,1.28,20.513
India,0,0.072,2.04,0
Indonesia,2,0.399,1.65,0
International,4,0,0,0
Iran,2,36.622,1.78,0
Iraq,0,1.193,1.64,0
Ireland,1,59.541,1.85,16.202
Israel,1,55.456,1.74,0
Italy,1,98.806,1.15,63.776
Jamaica,2,1.351,0,0
Japan,2,1.566,1.98,0
Jordan,0,1.078,0.93,0
Kazakhstan,0,4.154,1.74,0
Kenya,0,0.13,0,0
Kosovo,0,1.035,0,0
Kuwait,0,2.342,1.41,0
Kyrgyzstan,0,0,0,0
Laos,4,0.275,0,0
Latvia,2,13.254,1.09,0
Lebanon,0,3.077,1.07,0
Lesotho,2,0,0,0
Liberia,0,0,0,0
Libya,0,0.291,0,0
Liechtenstein,4,0,0,0
Lithuania,0,13.224,1.3,0
Luxembourg,3,361.036,1.52,36.743
Madagascar,0,0,0,0
Malawi,2,0,0,0
Malaysia,2,4.913,1.37,0
Maldives,4,0,0,0
Mali,2,0.346,0,0
Malta,4,22.648,0.79,4.53
Marshall Islands,4,0,0,0
Mauritania,2,0.43,0,0
Mauritius,0,6.29,0,0
Mexico,2,1.016,1.83,0
Moldova,0,7.933,1.64,0
Monaco,0,0,0,0
Mongolia,2,0.305,0,0
Montenegro,4,3.184,0,0
Morocco,0,1.544,1.75,0
Mozambique,2,0.032,0,0
Myanmar,2,0,0,0
Namibia,2,0,0,0
Nepal,0,0.034,0,0
Netherlands,1,68.399,1.68,58.01
New Zealand,0,17.212,1.88,0
Nicaragua,4,0.302,0,0
Niger,2,0,0,0
Nigeria,2,0.092,0,0
North Macedonia,4,10.56,1.28,0
Norway,1,47.959,1.28,0
Oman,0,4.112,1.28,0
Pakistan,0,0.462,1.7,0
Palestine,0,1.372,0,0
Panama,0,25.957,1.86,0
Papua New Guinea,2,0,0,0
Paraguay,0,0.561,0,0
Peru,0,1.092,1.9,0
Philippines,0,2.482,2.22,0
Poland,2,6.579,1.87,0
Portugal,1,88.46,2.03,8.728
Qatar,0,9.719,1.63,0
Romania,0,8.317,1.97,1.767
Russia,2,1.562,2.48,0
Rwanda,0,0.463,0,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,0,29.465,0.98,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,0,2.844,1.75,0
Senegal,2,0.657,0.91,0
Serbia,0,29.686,2.11,0
Seychelles,2,10.169,0,0
Sierra Leone,2,0,0,0
Singapore,2,11.965,1.42,0
Slovakia,2,4.213,1.22,0
Slovenia,0,25.013,1.18,11.063
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,0,0.287,1.42,0
South Korea,2,2.848,1.04,0
South Sudan,2,0,0,0
Spain,1,160.754,1.67,0
Sri Lanka,0,0.327,0.85,0
Sudan,2,0.046,0,0
Suriname,2,0,0,0
Sweden,2,29.705,1.42,0
Switzerland,1,132.646,1.49,0
Syria,0,0,0,0
Taiwan,4,0.672,0.69,0
Tajikistan,4,0,0,0
Tanzania,2,0.017,0,0
Thailand,2,1.562,1.33,0
Timor,2,0,0,0
Togo,2,0,0,0
Trinidad and Tobago,2,5.716,0,0
Tunisia,0,4.315,1.18,0
Turkey,2,20.204,3.14,0
Uganda,2,0.153,0,0
Ukraine,0,1.052,2.28,0
United Arab Emirates,0,6.37,2,0
United Kingdom,0,41.879,1.61,0
United States,1,59.235,2.19,6.568
Uruguay,2,8.348,1,0
Uzbekistan,0,0.478,0,0
Vanuatu,0,0,0,0
Vatican,3,2472.188,0,0
Venezuela,0,0.422,0.58,0
Vietnam,0,0.113,0.7,0
Yemen,2,0,0,0
Zambia,2,0.326,0,0
Zimbabwe,2,0.135,0,0
