country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,7.963,0.89,0
Albania,1,11.467,1.19,0
Algeria,1,3.398,1.24,0
Andorra,0,0,0.35,0
Angola,1,0.091,1.11,0
Antigua and Barbuda,3,0,0,0
Argentina,4,47.482,1.3,0
Armenia,4,107.99,1.06,0
Australia,0,0.706,1.63,0
Austria,0,4.33,1.17,1.11
Azerbaijan,4,47.144,1.25,0
Bahamas,3,0,0.08,0
Bahrain,2,377.883,1.09,0
Bangladesh,1,21.131,1.08,0
Barbados,1,0,0,0
Belarus,3,54.819,0.78,0
Belgium,0,0,0.92,3.624
Belize,1,2.515,0,0
Benin,0,3.464,0.97,0
Bhutan,1,0,0,0
Bolivia,4,94.663,1.2,0
Bosnia and Herzegovina,4,76.81,1.18,0
Botswana,0,0,0,0
Brazil,4,108.812,1.14,0
Brunei,0,0,0,0
Bulgaria,0,11.369,1.3,1.871
Burkina Faso,0,0,0.97,0
Burundi,3,0,0.65,0
Cambodia,0,0.06,0.14,0
Cameroon,0,5.613,1.06,0
Canada,1,9.008,0.82,0
Cape Verde,4,97.124,1.1,0
Central African Republic,1,32.093,0.91,0
Chad,1,0,0.75,0
Chile,2,241.052,0.92,0
China,1,0.036,1.26,0
Colombia,4,49.742,1.28,0
Comoros,3,0,0.72,0
Congo,1,36.969,0.72,0
Costa Rica,1,12.564,1.47,0
Cote d'Ivoire,1,7.013,1.13,0
Croatia,0,4.628,3.05,0
Cuba,1,0.265,0.56,0
Cyprus,1,2.283,0.89,0
Czechia,0,2.334,1.33,0.84
Democratic Republic of Congo,1,1.094,1.09,0
Denmark,1,23.48,1.01,1.209
Djibouti,1,17.206,0.57,0
Dominica,1,0,0,0
Dominican Republic,4,63.883,1.2,0
Ecuador,1,0,1.13,0
Egypt,1,15.4,1.02,0
El Salvador,1,28.06,1.15,0
Equatorial Guinea,3,0,0.26,0
Eritrea,1,0,0.42,0
Estonia,0,0,0.53,0.754
Eswatini,1,6.896,1.22,0
Ethiopia,1,1.139,0.99,0
Fiji,0,0,0,0
Finland,0,0.18,0.76,0.361
France,0,5.714,1.07,10.31
Gabon,4,139.73,1.08,0
Gambia,1,1.655,0,0
Georgia,0,0.501,0.68,0
Germany,1,5.92,1.13,0
Ghana,0,0,1.18,0
Greece,0,2.015,1.15,0
Grenada,3,0,0,0
Guatemala,1,34.83,1.23,0
Guinea,1,0,1.1,0
Guinea-Bissau,3,7.622,0.78,0
Guyana,1,26.699,0.78,0
Haiti,1,11.752,1.02,0
Honduras,4,59.265,1.23,0
Hungary,0,0.828,0.81,0
Iceland,0,0,1.07,0
India,1,10.821,1.23,0
Indonesia,1,3.488,1.1,0
International,3,0,0,0
Iran,0,30.634,1.02,0
Iraq,4,44.95,1.32,0
Ireland,1,0.81,0.69,3.24
Israel,1,39.859,1.49,0
Italy,0,3.655,0.97,2.1
Jamaica,1,2.026,1.14,0
Japan,0,0.316,1.2,0
Jordan,0,0.882,0.93,0
Kazakhstan,1,26.575,1.15,0
Kenya,1,1.097,1.22,0
Kosovo,4,49.67,1.4,0
Kuwait,4,150.097,1.09,0
Kyrgyzstan,1,0,1.59,0
Laos,0,0,0,0
Latvia,0,0,0.94,0
Lebanon,1,2.344,1.2,0
Lesotho,0,3.734,0,0
Liberia,1,4.745,1.01,0
Libya,1,3.493,1.23,0
Liechtenstein,3,0,0,0
Lithuania,0,1.102,0.83,0
Luxembourg,0,1.598,1.56,1.598
Madagascar,1,1.589,1.35,0
Malawi,0,0.993,1.29,0
Malaysia,0,0.463,0.58,0
Maldives,3,25.9,1.01,0
Mali,0,1.383,1.03,0
Malta,3,0,0.54,2.265
Marshall Islands,3,0,0,0
Mauritania,1,29.465,1.18,0
Mauritius,0,2.359,0.1,0
Mexico,1,35.499,1.12,0
Moldova,1,40.407,1.06,0
Monaco,3,25.482,0.14,0
Mongolia,1,0.61,0.77,0
Montenegro,3,7.961,1.79,0
Morocco,1,5.283,1.58,0
Mozambique,1,0.128,1.11,0
Myanmar,1,0.018,0.67,0
Namibia,1,3.148,0,0
Nepal,1,18.362,1.2,0
Netherlands,0,3.793,0.72,4.027
New Zealand,0,0.415,1.48,0
Nicaragua,3,0,0.24,0
Niger,0,0.413,0.75,0
Nigeria,1,3.274,1.11,0
North Macedonia,3,43.199,1.06,0
Norway,0,1.107,0.99,0
Oman,2,314.298,1.14,0
Pakistan,1,17.864,0.97,0
Palestine,1,32.932,3.2,0
Panama,4,167.332,1.19,0
Papua New Guinea,0,0.112,0,0
Paraguay,1,1.823,1.46,0
Peru,4,76.156,1.02,0
Philippines,1,5.749,1.21,0
Poland,0,7.821,0.88,0
Portugal,1,25.4,1.04,7.061
Qatar,2,358.896,0.83,0
Romania,0,12.787,1.18,10.136
Russia,4,51.982,0.92,0
Rwanda,1,4.555,1.33,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,29.465,0.36,0
Sao Tome and Principe,3,18.251,0.48,0
Saudi Arabia,4,97.461,1.05,0
Senegal,0,4.897,1.01,0
Serbia,3,14.108,1.37,0
Seychelles,0,0,0,0
Sierra Leone,0,1.63,0.97,0
Singapore,0,37.263,0.74,0
Slovakia,0,0.183,1.42,0
Slovenia,0,0.481,1.71,0.481
Solomon Islands,0,0,0,0
Somalia,0,2.076,0.79,0
South Africa,4,72.3,1.31,0
South Korea,0,0.897,0.95,0
South Sudan,1,2.144,0.78,0
Spain,0,4.962,1.05,0
Sri Lanka,0,0.047,0.9,0
Sudan,1,2.691,1.06,0
Suriname,1,8.523,1.16,0
Sweden,4,79.214,1.04,0
Switzerland,0,2.08,1.31,0
