country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,3,0.103,0,1.105
Albania,5,0.695,0,53.861
Algeria,3,0.274,0,9.555
Andorra,3,0,0,0
Angola,3,0.061,0,0.943
Antigua and Barbuda,3,0,0,0
Argentina,1,5.177,0,151.342
Armenia,5,2.7,0,48.933
Australia,3,0.471,0,8.471
Austria,5,0,2.11,32.754
Azerbaijan,2,0.099,0,12.92
Bahamas,4,2.543,0,241.578
Bahrain,4,1.175,0,232.724
Bangladesh,2,0.279,0,19.431
Barbados,3,0,0,3.48
Belarus,3,0.423,0,8.89
Belgium,5,1.294,7.679,31.321
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,7.776
Bolivia,1,4.198,0,153.859
Bosnia and Herzegovina,0,2.743,0,73.153
Botswana,3,0,0,0
Brazil,4,6.361,0,224.803
Brunei,3,0,0,0
Bulgaria,2,1.007,8.779,24.322
Burkina Faso,3,0,0,0
Burundi,3,0,0,0.252
Cambodia,3,0,0,0
Cameroon,3,0.113,0,0.64
Canada,2,0.397,0,22.945
Cape Verde,0,0,0,89.93
Central African Republic,3,0,0,2.485
Chad,3,0,0,0.67
Chile,0,1.726,0,70.778
China,3,0.001,0,0.037
Colombia,4,4.854,0,244.915
Comoros,3,0,0,1.15
Congo,3,0,0,0
Costa Rica,1,1.963,0,109.734
Cote d'Ivoire,3,0,0,1.63
Croatia,5,0,0,48.474
Cuba,3,0,0,3.885
Cyprus,3,0,0,9.133
Czechia,2,0.187,2.521,26.24
Democratic Republic of Congo,3,0,0,0.167
Denmark,2,0,0.173,20.545
Djibouti,3,0,0,2.024
Dominica,3,0,0,0
Dominican Republic,5,0.737,0,35.583
Ecuador,0,1.247,0,67.449
Egypt,3,0.107,0,1.593
El Salvador,5,1.079,0,41.473
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,5.358
Estonia,3,0,0.754,6.031
Eswatini,0,2.586,0,81.885
Ethiopia,2,0.244,0,12.056
Fiji,3,0,0,0
Finland,3,0,0,4.332
France,3,0,5.469,0.015
Gabon,3,0,0,0
Gambia,1,0,0,100.966
Georgia,3,0,0,2.507
Germany,2,0.06,0,16.948
Ghana,2,0.29,0,10.942
Greece,2,0.192,0,23.985
Grenada,3,0,0,0
Guatemala,5,1.675,0,50.403
Guinea,3,0.076,0,7.234
