country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0,0,0.719
Albania,0,0.347,0,3.822
Algeria,5,0.091,0,1.665
Andorra,3,25.885,0,465.929
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,5,0.089,0,1.659
Armenia,2,0,0,19.573
Australia,1,0.039,0,14.784
Austria,4,2.443,0,92.157
Azerbaijan,0,0,0,6.312
Bahamas,0,0,0,7.629
Bahrain,1,0,0,9.403
Bangladesh,5,0,0,0.006
Barbados,5,0,0,0
Belarus,0,0,0,6.138
Belgium,4,7.075,88.096,91.72
Belize,0,0,0,2.515
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,5,0.257,0,1.371
Bosnia and Herzegovina,1,1.219,0,13.716
Botswana,5,0,0,1.276
Brazil,5,0.108,0,1.52
Brunei,0,0,0,2.286
Bulgaria,5,0,0,1.871
Burkina Faso,5,0,0,1.148
Burundi,5,0,0,0
Cambodia,5,0,0,0.239
Cameroon,5,0,0,0
Canada,2,0.424,0,29.622
Cape Verde,5,0,0,0
Central African Republic,5,0,0,0
Chad,5,0,0,0.122
Chile,1,0.052,0,16.217
China,5,0.003,0,0.053
Colombia,5,0.039,0,1.887
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,0,0,0,3.141
Cote d'Ivoire,5,0,0,0.114
Croatia,2,0,0,18.756
Cuba,0,0.088,0,2.737
Cyprus,2,2.283,0,18.267
Czechia,2,0.654,6.163,17.182
Democratic Republic of Congo,5,0.022,0,0.179
Denmark,2,0.863,23.652,32.975
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,0,0.277,0,3.872
Ecuador,5,0.113,0,2.154
Egypt,5,0.01,0,0.459
El Salvador,5,0,0,0.925
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,2,0,9.8,27.138
Eswatini,5,0,0,0
Ethiopia,5,0,0,0.017
Fiji,5,0,0,0
Finland,2,0.361,8.844,20.214
France,4,6.419,77.459,68.359
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,0,0,0,3.008
Germany,4,1.337,0,57.171
Ghana,5,0,0,0
Greece,0,0.48,0,5.373
Grenada,5,0,0,0
Guatemala,5,0,0,0.112
Guinea,5,0,0,0.457
Guinea-Bissau,0,0,0,3.049
Guyana,5,0,0,0
Haiti,5,0,0,0
Honduras,0,0.404,0,2.928
Hungary,0,0.207,0,4.037
Iceland,3,0,32.234,193.407
India,5,0.004,0,0.164
Indonesia,5,0.029,0,0.472
International,5,0,0,0
Iran,2,1.393,0,37.932
Iraq,5,0.099,0,2.064
Ireland,4,1.62,21.67,59.743
