country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,2,0.103,0,4.213
Albania,2,0,0,3.127
Algeria,2,0.068,0,3.375
Andorra,0,12.942,0,0
Angola,0,0,0,0.091
Antigua and Barbuda,1,0,0,10.212
Argentina,0,0.155,0,2.301
Armenia,1,0.337,0,27.672
Australia,0,0,0,0.471
Austria,2,0.555,13.768,8.772
Azerbaijan,2,0.099,0,4.931
Bahamas,0,0,0,0
Bahrain,5,0,0,76.399
Bangladesh,2,0.012,0,3.467
Barbados,0,0,0,0
Belarus,5,0.423,0,94.187
Belgium,4,9.405,59.536,44.264
Belize,0,0,0,0
Benin,0,0.082,0,2.145
Bhutan,0,0,0,0
Bolivia,2,0.343,0,5.311
Bosnia and Herzegovina,2,0.305,0,7.315
Botswana,0,0,0,0
Brazil,1,1.91,0,23.593
Brunei,0,0,0,0
Bulgaria,2,0.288,6.188,7.052
Burkina Faso,0,0.048,0,0.191
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,4,6.014,0,49.971
Cape Verde,0,0,0,1.799
Central African Republic,2,0,0,4.555
Chad,0,0,0,0
Chile,5,0.366,0,51.527
China,0,0,0,0.002
Colombia,1,0.413,0,9.807
Comoros,0,0,0,0
Congo,0,0,0,1.631
Costa Rica,0,0,0,1.178
Cote d'Ivoire,0,0.038,0,2.199
Croatia,0,1.462,0,2.192
Cuba,2,0.265,0,3.178
Cyprus,2,0,0,7.992
Czechia,2,0.374,5.136,5.136
Democratic Republic of Congo,0,0.011,0,0.357
Denmark,4,1.381,10.531,26.415
Djibouti,2,0,0,8.097
Dominica,0,0,0,0
Dominican Republic,4,1.106,0,29.13
Ecuador,5,9.239,0,79.465
Egypt,2,0.137,0,3.498
El Salvador,2,0,0,4.471
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,2,0,6.785,3.769
Eswatini,2,0,0,5.172
Ethiopia,0,0,0,0.017
Fiji,0,0,0,0
Finland,1,1.263,8.844,10.107
France,4,3.34,58.508,0.092
Gabon,0,0,0,0
Gambia,0,0,0,0.414
Georgia,2,0.251,0,6.768
Germany,1,1.349,0,12.747
Ghana,0,0,0,0
Greece,0,0,0,2.015
Grenada,0,0,0,0
Guatemala,0,0,0,2.512
Guinea,2,0,0,3.198
Guinea-Bissau,1,0,0,26.423
Guyana,0,0,0,0
Haiti,0,0,0,0.351
Honduras,2,0.404,0,3.332
Hungary,2,1.139,0,9.109
Iceland,2,0,0,2.93
India,0,0.05,0,1.735
Indonesia,0,0.029,0,1.583
International,0,0,0,0
Iran,1,0.75,0,11.977
Iraq,0,0.025,0,1.691
Ireland,4,6.683,20.049,44.757
Israel,1,0.462,0,13.402
Italy,4,4.449,26.099,32.5
Jamaica,2,0,0,3.377
Japan,0,0.229,0,2.166
Jordan,0,0,0,0.588
Kazakhstan,1,0,0,10.385
Kenya,0,0.074,0,0.279
Kosovo,2,0,0,3.622
Kuwait,5,0.937,0,82.659
Kyrgyzstan,0,0,0,1.533
Laos,0,0,0,0
Latvia,2,0.53,0,6.362
Lebanon,0,0,0,0.586
Lesotho,0,0,0,0
Liberia,0,0.395,0,2.175
Libya,0,0,0,0.291
Liechtenstein,0,0,0,0
Lithuania,2,0,0,5.143
Luxembourg,4,3.195,39.938,28.755
Madagascar,0,0,0,0.144
Malawi,0,0,0,0
Malaysia,0,0.031,0,2.132
Maldives,4,0,0,42.55
Mali,0,0,0,0.889
Malta,2,0,4.53,4.53
