country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,7,0,0,1.259
Albania,5,0,0,42.046
Algeria,4,0,0,4.242
Andorra,1,0,0,931.858
Angola,4,0,0,3.864
Antigua and Barbuda,4,0,0,10.212
Argentina,3,0,0,279.34
Armenia,5,0,0,70.869
Australia,7,0,0,0.314
Austria,5,37.307,8.549,75.613
Azerbaijan,4,0,0,14.4
Bahamas,1,0,0,383.982
Bahrain,1,0,0,359.665
Bangladesh,4,0,0,10.116
Barbados,7,0,0,0
Belarus,6,0,0,26.774
Belgium,0,47.456,8.197,143.318
Belize,3,0,0,178.562
Benin,7,0,0,2.557
Bhutan,7,0,0,0
Bolivia,5,0,0,46.003
Bosnia and Herzegovina,2,0,0,104.852
Botswana,7,0,0,0
Brazil,7,0,0,0
Brunei,7,0,0,0
Bulgaria,0,104.484,4.174,23.027
Burkina Faso,7,0,0,1.052
Burundi,7,0,0,0.168
Cambodia,7,0,0,0
Cameroon,4,0,0,3.466
Canada,6,0,0,28.721
Cape Verde,2,0,0,134.895
Central African Republic,7,0,0,0
Chad,7,0,0,0.548
Chile,5,0,0,72.19
China,7,0,0,0.007
Colombia,2,0,0,132.284
Comoros,7,0,0,0
Congo,7,0,0,0.544
Costa Rica,3,0,0,268.938
Cote d'Ivoire,4,0,0,3.298
Croatia,5,67.718,0,49.692
Cuba,4,0,0,4.238
Cyprus,5,0,0,41.101
Czechia,3,62.564,12.233,215.333
Democratic Republic of Congo,7,0,0,0.156
Denmark,2,13.466,2.59,96.854
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,5,0,0,43.142
Ecuador,2,0,0,127.472
Egypt,7,0,0,1.182
El Salvador,7,0,0,0
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,5,23.369,2.262,42.969
Eswatini,6,0,0,31.03
Ethiopia,4,0,0,5.75
Fiji,7,0,0,0
Finland,6,3.971,0.722,16.785
France,6,90.588,15.244,20.008
Gabon,4,0,0,5.391
Gambia,7,0,0,0.828
Georgia,5,0,0,56.904
Germany,6,0,0,19.252
Ghana,7,0,0,2.929
Greece,6,0,0,34.347
Grenada,7,0,0,0
Guatemala,5,0,0,45.714
Guinea,4,0,0,3.579
Guinea-Bissau,7,0,0,0
Guyana,2,0,0,124.593
Haiti,7,0,0,1.14
Honduras,5,0,0,37.255
Hong Kong,7,0,0,0
Hungary,0,57.762,0,98.444
Iceland,3,2.93,0,167.033
India,5,0,0,62.687
Indonesia,6,0,0,16.324
International,7,0,0,0
Iran,5,0,0,42.92
Iraq,2,0,0,125.676
Ireland,5,18.227,3.443,46.782
Israel,1,0,0,823.172
Italy,6,47.997,4.036,27.125
Jamaica,5,0,0,42.213
Japan,7,0,0,1.866
Jordan,6,0,0,35.577
Kazakhstan,6,0,0,23.433
Kenya,7,0,0,2.418
Kosovo,6,0,0,32.078
Kuwait,2,0,0,144.243
Kyrgyzstan,4,0,0,13.488
Laos,7,0,0,0
Latvia,4,4.771,0,6.362
Lebanon,2,0,0,137.72
Lesotho,5,0,0,38.744
Liberia,7,0,0,0.198
Libya,2,0,0,94.742
Liechtenstein,6,0,0,26.221
Lithuania,6,0,0,26.816
Luxembourg,2,41.535,4.793,118.215
Madagascar,7,0,0,1.119
Malawi,7,0,0,0.366
Malaysia,4,0,0,4.542
Maldives,2,0,0,123.95
Mali,7,0,0,0.198
Malta,2,0,0,95.122
Marshall Islands,7,0,0,0
Mauritania,4,0,0,4.732
Mauritius,7,0,0,0
Mexico,5,0,0,37.12
Moldova,3,0,0,194.846
Monaco,5,0,0,50.963
Mongolia,7,0,0,0
Montenegro,1,0,0,461.738
Morocco,5,0,0,64.941
Mozambique,4,0,0,4.735
Myanmar,6,0,0,15.953
Namibia,6,0,0,22.039
Nepal,5,0,0,40.224
Netherlands,2,0,7.062,143.567
New Zealand,7,0,0,0.622
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,7,0,0,0.538
North Macedonia,2,0,0,87.358
Norway,6,3.505,0,22.873
Oman,2,0,0,122.978
Pakistan,4,0,0,3.617
Palestine,2,0,0,98.6
Panama,3,0,0,163.624
Papua New Guinea,7,0,0,0
Paraguay,2,0,0,104.171
Peru,3,0,0,232.046
Philippines,6,0,0,25.57
Poland,6,52.079,0,25.735
Portugal,0,55.998,7.551,78.653
Qatar,2,0,0,89.55
Romania,2,0,25.887,91.851
Russia,5,0,0,43.376
Rwanda,4,0,0,3.165
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,7,0,0,0
Sao Tome and Principe,7,0,0,0
Saudi Arabia,6,0,0,16.114
Senegal,7,0,0,2.15
Serbia,4,0,0,11.904
Seychelles,7,0,0,0
Sierra Leone,7,0,0,1.128
Singapore,7,0,0,2.051
Slovakia,5,19.782,0,61.909
Slovenia,5,31.266,4.81,65.418
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,6,0,0,32.137
South Korea,7,0,0,2.438
South Sudan,7,0,0,0.357
Spain,0,230.03,30.713,241.451
Sri Lanka,7,0,0,0.514
Sudan,7,0,0,0
Suriname,6,0,0,34.093
Sweden,6,0,0,31.685
Switzerland,5,0,0,50.493
Syria,7,0,0,2.686
Taiwan,7,0,0,0
Tajikistan,4,0,0,4.508
Tanzania,7,0,0,0
Thailand,7,0,0,0.029
Timor,7,0,0,0
Togo,7,0,0,2.174
Trinidad and Tobago,5,0,0,78.6
Tunisia,2,0,0,103.142
Turkey,6,0,0,20.951
Uganda,4,0,0,3.651
Ukraine,2,0,0,82.271
United Arab Emirates,2,0,0,109.5
United Kingdom,2,24.497,3.359,91.138
United States,0,90.697,18.74,116.558
Uruguay,4,0,0,3.455
Uzbekistan,6,0,0,17.628
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,6,0,0,34.674
Vietnam,7,0,0,0.01
Yemen,7,0,0,0.034
Zambia,7,0,0,2.937
Zimbabwe,7,0,0,0.942
