country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,1.259
Albania,2,0,0,2.78
Algeria,2,0,0,1.984
Andorra,7,0,0,168.252
Angola,3,0,0,0
Antigua and Barbuda,3,0,0,0
Argentina,2,0,0,1.527
Armenia,0,0,0,9.449
Australia,2,0,0,2.51
Austria,6,84.273,26.981,20.541
Azerbaijan,0,0,0,4.833
Bahamas,0,0,0,5.086
Bahrain,5,0,0,98.144
Bangladesh,3,0,0,1.269
Barbados,3,0,0,0
Belarus,5,0,0,38.31
Belgium,1,477.324,103.886,45.731
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,2,0,0,2.056
Bosnia and Herzegovina,4,0,0,14.021
Botswana,3,0,0,0
Brazil,0,0,0,8.619
Brunei,3,0,0,0
Bulgaria,2,30.079,4.174,4.03
Burkina Faso,2,0,0,1.483
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,1.055
Canada,5,0,0,35.901
Cape Verde,2,0,0,1.799
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,4,0,0,20.506
China,3,0,0,0.065
Colombia,2,0,0,2.496
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,3,0,0,1.178
Cote d'Ivoire,3,0,0,0.455
Croatia,4,0,0,13.154
Cuba,2,0,0,3.532
Cyprus,5,0,0,37.676
Czechia,0,35.951,7.751,4.856
Democratic Republic of Congo,3,0,0,0.067
Denmark,6,65.605,16.056,33.321
Djibouti,5,0,0,65.789
Dominica,3,0,0,0
Dominican Republic,0,0,0,10.97
Ecuador,2,0,0,4.194
Egypt,2,0,0,1.564
El Salvador,2,0,0,1.85
Equatorial Guinea,4,0,0,14.255
Eritrea,3,0,0,0
Estonia,6,108.553,7.538,30.907
Eswatini,3,0,0,0
Ethiopia,3,0,0,0.07
Fiji,3,0,0,0
Finland,4,41.872,13.536,17.507
France,1,492.252,101.098,76.156
Gabon,3,0,0,0
Gambia,3,0,0,0
Georgia,0,0,0,7.019
Germany,4,0,0,15.361
Ghana,2,0,0,2.253
Greece,2,0,0,2.399
Grenada,3,0,0,0
Guatemala,3,0,0,0.614
Guinea,2,0,0,3.35
Guinea-Bissau,3,0,0,0
Guyana,2,0,0,2.543
Haiti,3,0,0,0
Honduras,3,0,0,1.01
Hungary,6,131.258,0,5.59
Iceland,6,90.842,23.443,26.374
India,3,0,0,0.749
Indonesia,3,0,0,1.031
International,3,0,0,0
Iran,4,0,0,18.74
Iraq,3,0,0,0.547
Ireland,1,175.787,30.175,168.496
Israel,5,0,0,46.098
Italy,1,515.978,52.694,49.155
Jamaica,3,0,0,0
Japan,2,0,0,3.985
Jordan,3,0,0,0.588
Kazakhstan,0,0,0,7.509
Kenya,3,0,0,0.149
Kosovo,0,0,0,7.761
Kuwait,4,0,0,12.879
Kyrgyzstan,2,0,0,1.686
Laos,3,0,0,0
Latvia,3,24.388,0,1.06
Lebanon,3,0,0,1.319
Lesotho,3,0,0,0
Liberia,3,0,0,0
Libya,3,0,0,1.31
Liechtenstein,3,0,0,0
Lithuania,2,0,0,2.939
Luxembourg,1,277.966,54.315,23.963
Madagascar,3,0,0,0.072
Malawi,3,0,0,0
Malaysia,0,0,0,5.252
Maldives,3,0,0,0
Mali,3,0,0,1.037
Malta,4,20.383,6.794,20.383
Marshall Islands,3,0,0,0
Mauritania,3,0,0,0
Mauritius,3,0,0,0
Mexico,2,0,0,2.986
Moldova,5,0,0,55.033
Monaco,3,0,0,0
Mongolia,2,0,0,3.965
Montenegro,4,0,0,14.33
Morocco,2,0,0,3.387
Mozambique,3,0,0,0.224
Myanmar,3,0,0,0.018
Namibia,3,0,0,0
Nepal,3,0,0,0.069
Netherlands,5,0,69.799,50.774
New Zealand,2,0,0,3.525
Nicaragua,3,0,0,0
Niger,2,0,0,1.694
Nigeria,3,0,0,0.146
North Macedonia,4,0,0,25.919
Norway,2,37.076,0,3.689
Oman,4,0,0,16.841
Pakistan,2,0,0,2.472
Palestine,2,0,0,2.156
Panama,4,0,0,16.687
Papua New Guinea,3,0,0,0
Paraguay,2,0,0,1.682
Peru,4,0,0,15.741
Philippines,2,0,0,2.656
Poland,0,0,0,7.081
Portugal,6,120.333,21.379,50.408
Qatar,5,0,0,68.378
Romania,4,0,12.527,12.787
