country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,6,0,0,0.077
Albania,0,0,0,29.189
Algeria,4,0,0,8.62
Andorra,6,0,0,0
Angola,6,0,0,2.434
Antigua and Barbuda,6,0,0,0
Argentina,7,0,0,204.223
Armenia,2,0,0,59.057
Australia,4,0,0,4.824
Austria,0,12.658,3.331,43.858
Azerbaijan,1,0,0,18.542
Bahamas,7,0,0,198.348
Bahrain,7,0,0,163.377
Bangladesh,1,0,0,12.94
Barbados,1,0,0,13.919
Belarus,1,0,0,18.732
Belgium,2,19.845,6.212,55.826
Belize,7,0,0,236.406
Benin,6,0,0,0
Bhutan,6,0,0,0
Bolivia,2,0,0,80.956
Bosnia and Herzegovina,3,0,0,102.414
Botswana,6,0,0,0
Brazil,7,0,0,194.534
Brunei,6,0,0,0
Bulgaria,5,104.052,8.779,14.248
Burkina Faso,6,0,0,0
Burundi,6,0,0,1.009
Cambodia,6,0,0,0
Cameroon,6,0,0,0
Canada,4,0,0,7.869
Cape Verde,2,0,0,59.354
Central African Republic,6,0,0,0
Chad,6,0,0,0
Chile,3,0,0,106.559
China,6,0,0,0.019
Colombia,7,0,0,184.581
Comoros,6,0,0,1.15
Congo,6,0,0,0
Costa Rica,7,0,0,238.314
Cote d'Ivoire,4,0,0,3.639
Croatia,2,51.397,0,76
Cuba,4,0,0,5.209
Cyprus,6,0,0,2.283
Czechia,0,14.567,3.455,29.601
Democratic Republic of Congo,6,0,0,0.145
Denmark,1,3.626,0.691,13.639
Djibouti,6,0,0,2.024
Dominica,6,0,0,0
Dominican Republic,0,0,0,31.527
Ecuador,0,0,0,43.36
Egypt,6,0,0,2.072
El Salvador,1,0,0,18.809
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0.282
Estonia,1,6.785,0,15.077
Eswatini,0,0,0,42.235
Ethiopia,1,0,0,13.169
Fiji,6,0,0,0
Finland,6,0,0,1.263
France,5,69.125,6.036,0
Gabon,6,0,0,0
Gambia,0,0,0,40.552
Georgia,6,0,0,1.755
Germany,4,0,0,8.462
Ghana,4,0,0,5.439
Greece,1,0,0,16.982
Grenada,6,0,0,0
Guatemala,0,0,0,42.31
Guinea,6,0,0,0
Guinea-Bissau,6,0,0,0
Guyana,4,0,0,5.085
Haiti,6,0,0,1.14
Honduras,2,0,0,84.304
Hungary,1,9.316,0,16.356
Iceland,1,0,0,23.443
India,2,0,0,57.073
Indonesia,1,0,0,12.094
International,6,0,0,0
Iran,1,0,0,22.68
Iraq,3,0,0,95.32
Ireland,0,6.076,1.013,28.758
Israel,3,0,0,105.135
Italy,1,20.625,1.307,23.883
Jamaica,0,0,0,34.446
Japan,4,0,0,6.752
Jordan,6,0,0,2.352
Kazakhstan,2,0,0,75.732
Kenya,6,0,0,3.05
Kosovo,2,0,0,59.5
Kuwait,3,0,0,151.268
Kyrgyzstan,1,0,0,19.159
Laos,6,0,0,0
Latvia,4,2.121,0,3.181
Lebanon,3,0,0,96.99
Lesotho,6,0,0,0
Liberia,6,0,0,1.186
