country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,16.851
Albania,3,0,0,10.772
Algeria,5,0,0,2.486
Andorra,3,0,0,12.942
Angola,5,0,0,0.365
Antigua and Barbuda,5,0,0,0
Argentina,0,0,0,30.777
Armenia,2,0,0,206.531
Australia,5,0,0,0.196
Austria,5,6.662,0.999,3.331
Azerbaijan,0,0,0,33.139
Bahamas,5,0,0,0
Bahrain,1,0,0,353.788
Bangladesh,3,0,0,21.076
Barbados,5,0,0,0
Belarus,6,0,0,74.503
Belgium,4,36.671,7.593,9.319
Belize,5,0,0,0
Benin,5,0,0,6.846
Bhutan,5,0,0,0
Bolivia,6,0,0,65.45
Bosnia and Herzegovina,3,0,0,18.593
Botswana,5,0,0,0
Brazil,2,0,0,122.234
Brunei,5,0,0,0
Bulgaria,4,29.359,2.159,15.111
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,3,0,0,11.552
Cape Verde,6,0,0,71.944
Central African Republic,3,0,0,19.049
Chad,5,0,0,0
Chile,1,0,0,353.313
China,5,0,0,0.008
Colombia,0,0,0,32.349
Comoros,5,0,0,1.15
Congo,5,0,0,0
Costa Rica,3,0,0,14.527
Cote d'Ivoire,3,0,0,10.615
Croatia,5,1.462,0,0
Cuba,5,0,0,1.236
Cyprus,5,0,0,5.708
Czechia,5,6.35,1.027,7.751
Democratic Republic of Congo,5,0,0,1.362
Denmark,3,2.072,2.072,11.049
Djibouti,0,0,0,43.522
Dominica,5,0,0,0
Dominican Republic,0,0,0,52.637
Ecuador,6,0,0,75.837
Egypt,3,0,0,15.41
El Salvador,3,0,0,16.651
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,11.308,0,3.769
Eswatini,3,0,0,19.825
Ethiopia,5,0,0,2.131
Fiji,5,0,0,0
Finland,5,4.151,0.541,1.624
France,7,169.732,13.037,11.138
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,5,0,0,3.008
Germany,5,0,0,6.385
Ghana,3,0,0,16.027
Greece,5,0,0,1.919
Grenada,5,0,0,0
Guatemala,3,0,0,23.499
Guinea,5,0,0,4.112
Guinea-Bissau,0,0,0,36.077
Guyana,5,0,0,1.271
Haiti,5,0,0,0
Honduras,0,0,0,46.746
Hungary,4,30.02,0,1.449
Iceland,5,0,0,0
India,3,0,0,8.303
Indonesia,5,0,0,4.062
International,5,0,0,0
Iran,0,0,0,28.205
Iraq,0,0,0,27.224
Ireland,4,15.999,5.468,2.43
Israel,3,0,0,21.258
Italy,7,68.142,3.754,2.696
Jamaica,5,0,0,1.013
Japan,5,0,0,0.498
Jordan,5,0,0,2.45
Kazakhstan,5,0,0,0
Kenya,5,0,0,1.674
Kosovo,3,0,0,14.487
Kuwait,2,0,0,121.764
Kyrgyzstan,5,0,0,0
Laos,5,0,0,0
Latvia,5,5.302,0,1.06
Lebanon,5,0,0,2.93
Lesotho,5,0,0,0
Liberia,5,0,0,2.175
Libya,5,0,0,2.329
Liechtenstein,5,0,0,0
Lithuania,5,0,0,1.469
Luxembourg,4,25.56,0,4.793
Madagascar,5,0,0,1.336
Malawi,5,0,0,0
Malaysia,5,0,0,1.02
Maldives,0,0,0,49.95
Mali,5,0,0,1.481
Malta,3,0,4.53,11.324
Marshall Islands,5,0,0,0
Mauritania,0,0,0,28.604
Mauritius,5,0,0,0
Mexico,0,0,0,40.502
Moldova,6,0,0,90.73
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,5,0,0,0
Morocco,5,0,0,1.978
Mozambique,5,0,0,0.64
Myanmar,5,0,0,0.018
Namibia,5,0,0,0
Nepal,3,0,0,15.376
Netherlands,3,0,6.186,12.256
New Zealand,5,0,0,0
Nicaragua,5,0,0,0
Niger,5,0,0,0.165
Nigeria,5,0,0,3.042
North Macedonia,6,0,0,78.238
Norway,5,2.951,0,2.214
Oman,2,0,0,218.736
Pakistan,5,0,0,0
Palestine,5,0,0,0.392
Panama,2,0,0,144.851
Papua New Guinea,5,0,0,0
Paraguay,5,0,0,3.365
Peru,5,0,0,0
Philippines,5,0,0,5.585
Poland,4,43.042,0,9.935
Portugal,7,43.151,7.159,26.479
Qatar,1,0,0,526.542
Romania,3,0,8.889,11.54
Russia,6,0,0,61.404
Rwanda,5,0,0,1.235
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,6,0,0,88.396
Sao Tome and Principe,0,0,0,31.94
Saudi Arabia,2,0,0,112.628
Senegal,5,0,0,5.495
Serbia,3,0,0,10.728
Seychelles,5,0,0,0
Sierra Leone,5,0,0,2.256
Singapore,6,0,0,79.141
Slovakia,5,0.366,0,0.183
Slovenia,5,2.886,0,0.962
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,6,0,0,56.636
South Korea,5,0,0,0.936
South Sudan,5,0,0,0
Spain,3,0,0,10.737
Sri Lanka,5,0,0,0.14
Sudan,5,0,0,3.398
Suriname,0,0,0,32.388
Sweden,2,0,0,132.386
Switzerland,5,0,0,2.195
Syria,5,0,0,0
Taiwan,5,0,0,0
Tajikistan,5,0,0,7.13
Tanzania,5,0,0,0
Thailand,5,0,0,0.057
Timor,5,0,0,0
Togo,5,0,0,0.121
Trinidad and Tobago,5,0,0,0
Tunisia,5,0,0,0.508
Turkey,3,0,0,14.169
Uganda,5,0,0,0.153
Ukraine,3,0,0,16.212
United Arab Emirates,0,0,0,51.868
United Kingdom,7,68.777,5.789,15.526
United States,7,88.546,18.178,75.268
Uruguay,5,0,0,0
Uzbekistan,5,0,0,3.824
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,2.286
Vietnam,5,0,0,0.01
Yemen,5,0,0,1.375
Zambia,5,0,0,6.582
Zimbabwe,5,0,0,0.74
