country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,14.951
Albania,5,0,0,6.95
Algeria,7,0,0,2.623
Andorra,7,0,0,0
Angola,7,0,0,0.061
Antigua and Barbuda,7,0,0,0
Argentina,5,0,0,21.75
Armenia,2,0,0,184.596
Australia,7,0,0,0.275
Austria,5,6.107,1.888,6.107
Azerbaijan,3,0,0,37.38
Bahamas,7,0,0,2.543
Bahrain,2,0,0,322.053
Bangladesh,5,0,0,16
Barbados,7,0,0,0
Belarus,0,0,0,93.446
Belgium,1,49.441,9.578,14.237
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,3,0,0,53.971
Bosnia and Herzegovina,7,0,0,0
Botswana,7,0,0,0
Brazil,0,0,0,127.376
Brunei,7,0,0,0
Bulgaria,1,21.156,1.727,12.089
Burkina Faso,7,0,0,0
Burundi,7,0,0,1.682
Cambodia,7,0,0,0
Cameroon,5,0,0,7.798
Canada,5,0,0,13.99
Cape Verde,5,0,0,10.792
Central African Republic,3,0,0,24.639
Chad,7,0,0,0
Chile,4,0,0,731.84
China,7,0,0,0.006
Colombia,3,0,0,27.357
Comoros,5,0,0,10.35
Congo,5,0,0,8.699
Costa Rica,5,0,0,6.871
Cote d'Ivoire,7,0,0,4.777
Croatia,7,2.436,0,0
Cuba,7,0,0,3.532
Cyprus,7,0,0,0
Czechia,7,5.603,0.84,3.548
Democratic Republic of Congo,7,0,0,1.273
Denmark,1,13.984,0,8.46
Djibouti,3,0,0,46.559
Dominica,7,0,0,0
Dominican Republic,3,0,0,44.893
Ecuador,0,0,0,65.351
Egypt,5,0,0,14.629
El Salvador,5,0,0,13.105
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,1,10.554,0,15.831
Eswatini,5,0,0,14.653
Ethiopia,7,0,0,1.122
Fiji,7,0,0,0
Finland,7,7.039,1.263,4.151
France,6,190.475,15.78,8.87
Gabon,7,0,0,0
Gambia,7,0,0,0
Georgia,7,0,0,0.752
Germany,5,0,0,6.278
Ghana,5,0,0,9.462
Greece,7,0,0,1.247
Grenada,7,0,0,0
Guatemala,5,0,0,17.136
Guinea,7,0,0,4.34
Guinea-Bissau,7,0,0,0
Guyana,7,0,0,1.271
Haiti,3,0,0,29.116
Honduras,5,0,0,18.577
Hungary,1,40.061,0,2.07
Iceland,7,0,0,0
India,5,0,0,7.564
Indonesia,7,0,0,3.63
International,7,0,0,0
Iran,3,0,0,27.014
