country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0.103,0,2.672
Albania,0,1.042,0,100.076
Algeria,0,0.182,0,6.294
Andorra,2,38.827,0,3714.489
Angola,0,0.061,0,8.002
Antigua and Barbuda,0,0,0,0
Argentina,1,8.961,0,259.139
Armenia,1,5.4,0,328.357
Australia,0,0,0,0.549
Austria,1,1.443,20.874,272.695
Azerbaijan,0,0.789,0,51.977
Bahamas,0,0,0,0
Bahrain,1,2.351,0,163.377
Bangladesh,0,0.091,0,8.719
Barbados,0,0,0,20.879
Belarus,0,0.423,0,93.552
Belgium,3,7.679,69.89,1094.687
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,1.114,0,8.481
Bosnia and Herzegovina,1,5.486,0,214.276
Botswana,1,0,0,153.086
Brazil,0,1.237,0,73.984
Brunei,0,0,0,0
Bulgaria,1,6.045,21.444,322.806
Burkina Faso,0,0.096,0,0.383
Burundi,0,0,0,0
Cambodia,0,0,0,0.06
Cameroon,0,0.038,0,8.401
Canada,0,0.821,0,108.605
Cape Verde,0,0,0,48.562
Central African Republic,0,0,0,0.207
Chad,0,0,0,0.244
Chile,0,3.086,0,80.298
China,0,0,0,0.017
Colombia,1,3.813,0,180.159
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,1,5.889,0,269.33
Cote d'Ivoire,0,0,0,0.607
Croatia,1,3.654,0,201.692
Cuba,0,0,0,2.56
Cyprus,0,0,0,103.893
Czechia,3,15.314,83.388,959.288
Democratic Republic of Congo,0,0,0,0.346
Denmark,1,1.036,2.935,182.314
Djibouti,0,0,0,5.061
Dominica,0,0,0,0
Dominican Republic,0,0.184,0,29.13
Ecuador,0,1.134,0,30.777
Egypt,0,0.117,0,1.632
El Salvador,0,0.617,0,52.419
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0,3.015,12.815
Eswatini,0,0,0,7.758
Ethiopia,0,0.096,0,3.166
Fiji,0,0,0,0
Finland,0,0.18,1.805,22.019
France,2,7.905,42.299,1913.563
Gabon,0,0,0,8.087
Gambia,0,0,0,2.069
Georgia,1,3.509,0,469.27
Germany,1,0.346,0,149.909
Ghana,0,0,0,2.735
Greece,0,0.672,0,68.502
Grenada,0,0,0,0
Guatemala,0,0.391,0,5.972
Guinea,0,0,0,0
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,3.814
Haiti,0,0,0,0
Honduras,0,1.01,0,75.924
Hong Kong,0,0,0,0
Hungary,1,4.865,0,239.743
Iceland,1,0,0,164.103
India,0,0.354,0,26.427
Indonesia,0,0.409,0,11.78
International,0,0,0,0
Iran,0,4.012,0,70.958
Iraq,0,1.193,0,91.765
Ireland,1,0.608,7.696,190.166
Israel,0,3.235,0,102.131
Italy,1,2.332,21.237,281.285
Jamaica,0,1.351,0,11.82
Japan,0,0.04,0,3.226
Jordan,1,4.41,0,192.882
Kazakhstan,0,0.053,0,8.841
Kenya,0,0.335,0,5.133
Kosovo,0,0,0,0
Kuwait,1,0.702,0,159.698
Kyrgyzstan,0,0,0,64.376
Laos,0,0,0,0
Latvia,0,2.121,0,41.883
Lebanon,0,2.051,0,116.622
Lesotho,0,0,0,1.4
Liberia,0,0,0,4.548
Libya,1,0.873,0,176.095
Liechtenstein,3,0,0,970.186
Lithuania,1,0.735,0,281.013
Luxembourg,2,9.585,25.56,2472.938
Madagascar,0,0,0,0
Malawi,0,0,0,0.209
Malaysia,0,0.216,0,38.312
Maldives,0,0,0,49.95
Mali,0,0.049,0,0.444
Malta,1,4.53,0,181.184
Marshall Islands,0,0,0,0
Mauritania,0,0,0,2.796
Mauritius,0,0,0,3.145
Mexico,0,1.916,0,32.311
Moldova,0,3.718,0,76.352
Monaco,0,0,0,101.926
Mongolia,0,0,0,0.305
Montenegro,1,6.369,0,178.326
Morocco,0,1.951,0,61.337
Mozambique,0,0.064,0,5.599
Myanmar,0,0.496,0,26.209
Namibia,0,0,0,5.903
Nepal,0,0.515,0,59.753
Netherlands,1,1.517,33.09,604.907
New Zealand,0,0,0,0.207
Nicaragua,0,0,0,0
Niger,0,0,0,0
Nigeria,0,0.01,0,0.577
North Macedonia,0,7.2,0,117.597
Norway,0,0,0,79.871
Oman,0,3.133,0,82.638
Pakistan,0,0.027,0,3.499
Palestine,0,1.176,0,99.972
Panama,0,1.159,0,127.701
Papua New Guinea,0,0,0,0.559
Paraguay,0,3.365,0,72.204
Peru,0,0,0,0
Philippines,0,0.566,0,14.619
Poland,1,1.189,0,270.592
Portugal,1,2.648,23.537,239.979
Qatar,0,0,0,90.939
Romania,1,4.107,42.781,147.835
Russia,0,1.487,0,117.505
Rwanda,0,0,0,0.54
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,49.012
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,3,0,0,972.361
Sao Tome and Principe,0,0,0,4.563
Saudi Arabia,0,0.488,0,10.255
Senegal,0,0.06,0,0.836
Serbia,0,0.147,0,50.113
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0
Singapore,0,0,0,0.513
Slovakia,1,1.099,0,240.309
Slovenia,1,5.291,39.443,543.548
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,0,0.674,0,15.023
South Korea,0,0.059,0,1.716
South Sudan,0,0,0,0
Spain,3,5.967,46.263,1116.207
Sri Lanka,0,0,0,25.265
Sudan,0,0,0,0.114
Suriname,0,1.705,0,17.046
Sweden,0,0.99,0,0
Switzerland,2,3.235,0,2015.109
Syria,0,0.171,0,3.028
Taiwan,0,0,0,0
Tajikistan,0,0,0,4.508
Tanzania,0,0,0,0
Thailand,0,0,0,0.143
Timor,0,0,0,0.758
Togo,0,0.121,0,0.483
Trinidad and Tobago,0,0.715,0,17.149
Tunisia,1,13.876,0,304.604
Turkey,0,0.889,0,26.061
Uganda,0,0,0,2.492
Ukraine,0,1.715,0,128.619
United Arab Emirates,0,0.303,0,112.331
United Kingdom,1,1.503,12.55,307.869
United States,1,1.48,27.015,200.917
Uruguay,0,0.288,0,6.045
Uzbekistan,0,0.09,0,10.756
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0.141,0,16.95
Vietnam,0,0,0,0.01
Yemen,0,0,0,0
Zambia,0,0,0,4.515
Zimbabwe,0,0.336,0,1.817
